measured_on,ac_current__427,ac_current__779,ac_power_1__788,ac_power_2__789,ac_power__423,ac_power__773,ac_voltage__426,ac_volts__778,ambient_temp__428,ambient_temp__780,das_battery_voltage__434,das_battery_voltage__790,das_temp__433,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__425,dc_pos_current__775,dc_pos_voltage__424,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__422,dc_power__772,inverter_temp_2__791,inverter_temp__432,inveter_temp__784,module_temp_1__429,module_temp_1__781,module_temp_2__430,module_temp_2__782,module_temp_3__431,module_temp_3__783,poa_irradiance__421,poa_irradiance__771,system_id
2011-09-15 00:01:00,,0.0,-4.0148,-2.3536,,-6.3684,,120.54,,9.9983,,13.999,,16.851,0.0002999999999999,0.4882,,0.0,,0.0,0.0,0.0001,,0.0001,9.73,,17.828,,8.8275,,3.6348,,9.5628,,-99999.0,51
2011-09-15 00:02:00,,0.0,-4.2456,-7.8682,,-12.114,,120.76,,10.002,,14.002,,16.849,0.0,0.4839,,0.0,,-0.0022,0.0,0.0,,0.0,9.6421,,17.879,,8.8275,,4.2548,,9.561000000000002,,-99999.0,51
2011-09-15 00:03:00,,0.0,-2.0536,-5.1224,,-7.176,,120.62,,9.9922,,14.001,,16.849,0.0,0.4817,,0.0,,-0.0022,0.0,0.0,,0.0,9.6702,,18.16,,8.8275,,4.2548,,9.5603,,-99999.0,51
2011-09-15 00:04:00,,0.0,-18.39,-12.345,,-30.734,,120.82,,9.9656,,14.0,,16.844,0.0,0.4817,,0.0,,0.0,0.0,0.0,,0.0,8.235799999999998,,16.923,,9.0036,,4.2548,,9.5513,,-99999.0,51
2011-09-15 00:05:00,,0.0,-17.998,-12.091,,-30.088,,120.84,,9.95,,14.001,,16.839,0.0,0.4773999999999999,,0.0002999999999999,,0.0,0.0,0.0,,0.0,8.2389,,17.373,,8.8275,,4.2548,,9.5332,,-99999.0,51
2011-09-15 00:06:00,,0.0,-2.5612,3.1381,,0.5768999999999999,,120.31,,9.9454,,14.001,,16.838,0.0,0.4839,,-0.0001,,-0.0043,0.0,0.0,,0.0,10.09,,18.029,,8.9155,,4.2548,,9.5272,,-99999.0,51
2011-09-15 00:07:00,,0.0,3.3457,-8.3527,,-5.0069,,120.71,,9.941,,14.001,,16.838,0.0001,0.4752,,0.0,,-0.0086999999999999,0.0,0.0001,,0.0001,10.124,,18.143,,8.8275,,4.2548,,9.5215,,-99999.0,51
2011-09-15 00:08:00,,0.0,9.9216,-0.1154,,9.8063,,120.47,,9.9471,,14.0,,16.834,0.0001,0.4990999999999999,,0.0,,-0.0086999999999999,0.0,0.0001,,0.0001,10.568,,18.27,,8.8275,,4.2548,,9.5215,,-99999.0,51
2011-09-15 00:09:00,,0.0,-10.037,-13.914,,-23.951,,121.01,,9.9377,,14.0,,16.827,0.0,0.4904,,0.0,,0.0,0.0,0.0,,0.0,8.9965,,17.776,,8.8275,,4.2548,,9.5166,,-99999.0,51
2011-09-15 00:10:00,,0.0,-6.6452,-12.991,,-19.636,,120.91,,9.9414,,14.001,,16.826,0.0,0.4882,,0.0001,,0.0,0.0,0.0,,0.0,9.164,,17.501,,8.8275,,4.2548,,9.5041,,-99999.0,51
