measured_on,ac_current__779,ac_power__773,ac_volts__778,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power_1__786,dc_power__772,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,poa_irradiance__771,system_id
2011-12-04 00:00:00,0.0,-10.417,119.9,-9.7904,14.497,-0.0439,0.0196999999999999,0.3078,0.0,-0.002,-10.417,0.0061,0.7896999999999998,-10.356,-26.97,-11.803,-1.6497,51
2011-12-04 00:15:00,0.0,-6.9873,119.88,-9.8734,14.498,-0.1189,0.0195999999999999,0.2738999999999999,-0.0001,-0.0004,-6.9873,0.0054,1.0267,-10.356,-26.97,-11.916,-1.8234,51
2011-12-04 00:30:00,0.0,-8.1735,119.93,-10.252,14.501,-0.1872,0.0196999999999999,0.2757999999999999,0.0001,-0.0030999999999999,-8.1735,0.0054,0.6181999999999999,-10.356,-26.97,-12.435,-2.5282,51
2011-12-04 00:45:00,0.0,-7.2567,119.67,-10.896,14.504,-0.2534,0.0195999999999999,0.278,0.0,-0.0032,-7.2567,0.0054999999999999,0.6725999999999999,-10.356,-26.97,-13.469,-2.7672,51
2011-12-04 01:00:00,0.0,-7.1425,119.69,-11.056,14.507,-0.3227999999999999,0.0198,0.2934999999999999,0.0,-0.0015,-7.1425,0.0057999999999999,0.564,-10.365,-26.97,-14.041,-2.4098,51
2011-12-04 01:15:00,0.0,-6.735,119.67,-11.315,14.507,-0.3851,0.0195999999999999,0.2912,0.0001,-0.0030999999999999,-6.735,0.0057,0.7011,-10.355,-26.97,-14.043,-1.9463,51
2011-12-04 01:30:00,0.0,-6.0262,119.69,-11.405,14.509,-0.4516,0.02,0.2938,0.0,-0.0038,-6.0262,0.0058999999999999,0.4904999999999999,-10.354,-26.97,-13.94,-1.8494,51
2011-12-04 01:45:00,0.0,-2.2193,119.61,-11.231,14.511,-0.5204999999999999,0.0204,0.3328999999999999,0.0,-0.0030999999999999,-2.2193,0.0067999999999999,0.5139,-10.353,-26.97,-13.882,-1.7795,51
2011-12-04 02:00:00,0.0,-5.9568,119.68,-10.929,14.513,-0.5797999999999999,0.0205,0.3689,0.0,-0.0032,-5.9568,0.0074999999999999,0.3554999999999999,-10.353,-26.97,-13.296,-1.1423,51
2011-12-04 02:15:00,0.0,-7.4781,119.79,-10.477,14.514,-0.6246,0.0201999999999999,0.3736999999999999,0.0,-0.0030999999999999,-7.4781,0.0074999999999999,0.4007999999999999,-10.353,-26.97,-13.082,-1.007,51
2011-12-04 02:30:00,0.0,-1.4904,119.65,-10.277,14.515,-0.6392999999999999,0.0201999999999999,0.3624999999999999,0.0,-0.0033,-1.4904,0.0073,0.3622,-10.353,-26.97,-13.142,-1.2754,51
2011-12-04 02:45:00,0.0,-4.6842,119.65,-9.7338,14.515,-0.6394999999999998,0.0206,0.3589,-0.0002,0.0016,-4.6842,0.0074,0.1854,-10.353,-26.97,-12.361,-1.0939,51
2011-12-04 03:00:00,0.0,-7.0131,119.76,-9.2717,14.515,-0.641,0.0205,0.3781999999999999,-0.0001,-0.0002999999999999,-7.0131,0.0077999999999999,0.3584,-10.171,-26.97,-11.642,-1.0431,51
2011-12-04 03:15:00,0.0,-5.9707,119.71,-9.6792,14.515,-0.6466,0.0204,0.4136,-0.0001,-0.0012999999999999,-5.9707,0.0085,0.434,-10.305,-26.97,-11.208,-0.989,51
2011-12-04 03:30:00,0.0,-7.397599999999999,119.62,-10.184,14.516,-0.6601,0.0207,0.4305999999999999,0.0,0.0008999999999999,-7.397599999999999,0.0088999999999999,0.3226,-10.353,-26.97,-11.756,-1.3555,51
2011-12-04 03:45:00,0.0,-10.27,119.74,-10.422,14.516,-0.6607,0.0206,0.4074999999999999,-0.0001,-0.0008999999999999,-10.27,0.0083999999999999,0.2003,-10.353,-26.97,-12.358,-1.3307,51
2011-12-04 04:00:00,0.0,-4.2749,119.75,-10.377,14.516,-0.6683,0.0204,0.4308,-0.0002,0.0006999999999999,-4.2749,0.0088,0.2797999999999999,-10.353,-26.97,-12.434,-1.1672,51
2011-12-04 04:15:00,0.0,-9.5074,119.89,-10.357,14.515,-0.6623999999999999,0.0202999999999999,0.4214999999999999,-0.0001,0.0002,-9.5074,0.0086,0.1595999999999999,-10.353,-26.97,-12.453,-0.9699,51
