measured_on,ac_current__411,ac_current__779,ac_power__407,ac_power__773,ac_voltage__410,ac_volts__778,ambient_temp__412,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__409,dc_pos_current__775,dc_pos_voltage__408,dc_pos_voltage__774,dc_power_1__786,dc_power__406,dc_power__772,inverter_temp__416,inveter_temp__784,module_temp_1__413,module_temp_1__781,module_temp_2__414,module_temp_2__782,module_temp_3__415,module_temp_3__783,module_temp_4__417,module_temp_5__418,module_temp_6__419,module_temp_7__420,poa_irradiance__405,poa_irradiance__771,system_id
2013-02-05 00:00:00,,0.0,,-9.479,,119.6,,7.2926,14.093,13.032,0.0002,0.2911,,0.0,,-0.0022,-9.479,,0.0001,,13.929,,6.6379,,-26.97,,4.2978,,,,,,-2.9825,51
2013-02-05 00:15:00,,0.0,,-7.663599999999998,,119.57,,6.6125,14.095,12.984,-0.0001,0.2513,,0.0,,-0.0011999999999999,-7.663599999999998,,0.0,,14.129,,6.2224,,-26.97,,3.1185,,,,,,-3.8159,51
2013-02-05 00:30:00,,0.0,,-7.0383,,119.61,,5.8667,14.093,12.967,0.0001,0.2510999999999999,,0.0001,,-0.0028,-7.0383,,0.0,,13.846,,4.9229,,-26.97,,2.0215,,,,,,-4.1242,51
2013-02-05 00:45:00,,0.0,,-6.7256,,119.65,,4.2196,14.092,12.964,0.0001,0.2721,,0.0,,-0.0025,-6.7256,,0.0,,14.031,,3.7474,,-26.97,,0.3945,,,,,,-3.907,51
2013-02-05 01:00:00,,0.0,,-8.678599999999998,,119.64,,4.9758,14.093,12.928,0.0,0.2565,,0.0,,-0.0025999999999999,-8.678599999999998,,0.0,,13.96,,4.5766,,-26.97,,0.3027,,,,,,-3.2818,51
2013-02-05 01:15:00,,0.0,,-0.8901999999999999,,119.49,,8.0242,14.094,12.867,0.0001,0.2943,,-0.0001,,-0.0011999999999999,-0.8901999999999999,,0.0,,13.953,,7.6473,,-26.97,,5.0756,,,,,,-1.9277,51
2013-02-05 01:30:00,,0.0,,-5.5229,,119.61,,8.207499999999998,14.096,12.832,0.0001,0.322,,0.0,,-0.0028,-5.5229,,0.0,,13.884,,7.8365,,-26.97,,6.2061,,,,,,-2.0582,51
2013-02-05 01:45:00,,0.0,,-8.750999999999998,,119.75,,8.150399999999998,14.095,12.853,0.0001,0.3014,,0.0002,,-0.0025,-8.750999999999998,,0.0,,13.705,,7.7459,,-26.97,,5.6543,,,,,,-2.6801,51
2013-02-05 02:00:00,,0.0,,-9.1977,,119.76,,8.080999999999998,14.094,12.917,0.0,0.2878,,0.0,,-0.0025999999999999,-9.1977,,0.0,,13.806,,7.626699999999999,,-26.97,,5.4749,,,,,,-2.7622,51
2013-02-05 02:15:00,,0.0,,-8.1319,,119.73,,7.728799999999999,14.095,12.971,0.0001,0.2777999999999999,,0.0,,-0.0016,-8.1319,,0.0,,13.845,,6.8261,,-26.97,,5.0582,,,,,,-2.869,51
2013-02-05 02:30:00,,0.0,,-7.7161,,119.76,,7.5439,14.096,12.977,0.0001,0.2842,,0.0,,-0.0041999999999999,-7.7161,,0.0,,13.841,,6.6389,,-26.97,,5.2342,,,,,,-2.463,51
2013-02-05 02:45:00,,0.0,,-8.436899999999998,,119.72,,7.4581,14.096,12.962,0.0002,0.2702999999999999,,-0.0001,,-0.0016,-8.436899999999998,,0.0001,,14.011,,6.6386,,-26.97,,5.397,,,,,,-2.4484,51
2013-02-05 03:00:00,,0.0,,-3.4591,,119.72,,7.3582,14.093,12.954,0.0002,0.2612999999999999,,-0.0002,,-0.001,-3.4591,,0.0001,,13.965,,6.6388,,-26.97,,5.1455,,,,,,-2.5463,51
2013-02-05 03:15:00,,0.0,,-0.2109999999999999,,119.61,,7.3657,14.09,12.986,0.0002999999999999,0.2671,,-0.0002,,-0.0006999999999999,-0.2109999999999999,,0.0001,,14.08,,6.6386,,-26.97,,5.0437,,,,,,-2.6317,51
2013-02-05 03:30:00,,0.0,,-9.2206,,119.81,,7.2526,14.088,13.028,0.0002,0.2827,,-0.0001,,-0.0006999999999999,-9.2206,,0.0001,,14.081,,6.6383,,-26.97,,4.9285,,,,,,-2.688,51
2013-02-05 03:45:00,,0.0,,-9.9258,,120.0,,7.1547,14.086,13.06,0.0001,0.2852,,0.0,,-0.0008999999999999,-9.9258,,0.0,,13.927,,6.638,,-26.97,,5.066,,,,,,-2.3966,51
2013-02-05 04:00:00,,0.0,,-1.6971,,119.87,,7.3208,14.085,13.075,0.0,0.2817999999999999,,-0.0002,,-0.001,-1.6971,,0.0,,14.143,,6.6442,,-26.97,,5.1755,,,,,,-2.3955,51
2013-02-05 04:15:00,,0.0,,-6.5451,,119.76,,7.3384,14.085,13.088,0.0002,0.2837,,-0.0002,,-0.0008999999999999,-6.5451,,0.0001,,14.011,,6.6381,,-26.97,,4.8095,,,,,,-2.8656,51
