measured_on,ac_current__779,ac_power__773,ac_volts__778,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__772,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,poa_irradiance__771,system_id
2009-01-16 00:00:00,0.0,-5.5109,119.29,6.4518,14.26,10.433,0.00011,0.38002,-5e-05,-0.00087,0.0,0.0,4e-05,11.822,4.2921,-26.97,3.326,-2.826,51
2009-01-16 00:15:00,0.0,-10.579,119.58,6.6,14.244,10.545,0.0001,0.38072,0.0,-0.00203,0.0,0.0,4e-05,11.846,4.9052,-26.97,3.5427,-2.7625,51
2009-01-16 00:30:00,0.0,-8.8252,119.55,5.1863,14.249,10.712,-5e-05,0.3985,2e-05,-0.00304,0.0,0.0,-2e-05,12.009,3.3893,-26.97,2.1659,-3.2213,51
2009-01-16 00:45:00,0.0,-8.119799999999998,119.73,5.0366,14.249,10.723,-4e-05,0.40199,0.0,-0.00391,0.0,0.0,-1e-05,12.091,2.3955,-26.97,1.4003,-3.2801,51
2009-01-16 01:00:00,0.0,-19.937,119.86,4.6988,14.249,10.745,3e-05,0.41213,2e-05,-0.00101,0.0,0.0,1e-05,11.793,1.1992,-26.97,-0.0080999999999999,-4.321,51
2009-01-16 01:15:00,0.0,-6.7732,119.61,3.5517,14.249,10.777,0.0002,0.4176199999999999,-0.00012,-0.0018799999999999,0.0,0.0,9e-05,12.237,0.32362,-26.97,-1.2349,-4.0967,51
2009-01-16 01:30:00,0.0,6.0954,119.22,3.3818,14.248,10.797,0.0003699999999999,0.4277599999999999,-0.0001299999999999,0.00116,0.0,0.0,0.00016,12.279,0.41549,-26.97,-0.83913,-3.4579,51
2009-01-16 01:45:00,0.0,-2.4708,119.46,2.7141,14.247,10.807,4e-05,0.43645,-8e-05,-0.00116,0.0,0.0,2e-05,12.145,-0.74062,-26.97,-1.6255,-3.9631,51
2009-01-16 02:00:00,0.0,-8.2889,119.77,4.5954,14.247,10.793,0.0001299999999999,0.44079,3e-05,-0.0025999999999999,0.0,0.0,5e-05,12.182,1.4442,-26.97,0.1344299999999999,-2.7795,51
2009-01-16 02:15:00,0.0,1.9302,119.04,6.1031,14.249,10.777,0.0001299999999999,0.4454299999999999,0.0,-0.0041999999999999,0.0,0.0,6e-05,12.35,4.1888,-26.97,2.6073,-2.4261,51
2009-01-16 02:30:00,0.0,-6.616,119.34,6.2725,14.249,10.783,0.00012,0.4525299999999999,-9e-05,-0.0018799999999999,0.0,0.0,5e-05,12.105,4.2853,-26.97,3.1719,-2.5802,51
2009-01-16 02:45:00,0.0,-4.0497,119.77,6.2488,14.247,10.806,0.00031,0.45006,-8e-05,-0.0027499999999999,0.0,0.0,0.0001399999999999,12.242,4.2853,-26.97,3.0474,-2.8248,51
2009-01-16 03:00:00,0.0,-10.861,119.63,6.0687,14.246,10.839,9e-05,0.45122,-7e-05,-0.0012999999999999,0.0,0.0,4e-05,12.141,4.2853,-26.97,3.0322,-2.8192,51
2009-01-16 03:15:00,0.0,-18.417,119.47,6.0797,14.247,10.873,3e-05,0.4643999999999999,-7e-05,-0.00072,0.0,0.0,1e-05,12.05,4.2853,-26.97,3.1438,-2.5938,51
2009-01-16 03:30:00,0.0,-2.232,119.28,6.7657,14.246,10.908,0.0001399999999999,0.45817,-0.00012,-0.00072,0.0,0.0,6e-05,12.226,5.0052,-26.97,3.8338,-2.5303,51
2009-01-16 03:45:00,0.0,-9.7785,119.3,6.468,14.244,10.958,4e-05,0.456,-0.0001,0.00029,0.0,0.0,2e-05,12.228,4.9385,-26.97,3.8302,-2.6186,51
2009-01-16 04:00:00,0.0,-4.3855,119.59,6.4587,14.243,11.009,9e-05,0.45484,-0.00011,-0.00058,0.0,0.0,4e-05,12.429,4.4518,-26.97,3.676,-2.6956,51
2009-01-16 04:15:00,0.0,-10.059,119.56,6.3836,14.241,11.06,6e-05,0.4606399999999999,-0.0001299999999999,-0.00058,0.0,0.0,2e-05,12.356,4.2847,-26.97,3.5654,-2.7805,51
2009-01-16 04:30:00,0.0,-8.1902,119.4,6.3896,14.24,11.112,6e-05,0.45832,-0.00012,-0.00029,0.0,0.0,3e-05,12.384,4.3173,-26.97,3.5861,-2.6966,51
2009-01-16 04:45:00,0.0,-12.263,119.29,6.4308,14.238,11.17,5e-05,0.45687,-0.0001,-0.0001399999999999,0.0,0.0,2e-05,12.276,4.9628,-26.97,3.8721,-2.521,51
2009-01-16 05:00:00,0.0,-4.3331,119.23,6.8245,14.237,11.23,0.00022,0.45165,-2e-05,-0.0014499999999999,0.0,0.0,0.0001,12.537,5.295,-26.97,4.0898,-2.5006,51
2009-01-16 05:15:00,0.0,-2.9175,119.0,7.0771,14.236,11.288,0.0,0.45832,-8e-05,-0.0001399999999999,0.0,0.0,0.0,12.561,5.4813,-26.97,4.2129,-2.7066,51
2009-01-16 05:30:00,0.0,-15.644,120.07,6.8057,14.232,11.356,-3e-05,0.44745,0.0,-0.00289,0.0,0.0,-1e-05,12.552,4.7947,-26.97,3.7512,-3.1109,51
2009-01-16 05:45:00,0.0,-3.572,119.76,6.8304,14.228,11.425,0.0001299999999999,0.4464299999999999,-0.00016,-0.00058,0.0,0.0,6e-05,12.801,4.5681,-26.97,3.5855,-3.0089,51
2009-01-16 06:00:00,0.0,-6.3431,120.06,6.6033,14.227,11.484,7e-05,0.4455399999999999,-0.00011,-0.0025999999999999,0.0,0.0,3e-05,12.948,4.2948,-26.97,3.352,-2.7858,51
2009-01-16 06:15:00,0.0,-4.5099,119.6,7.0269,14.227,11.53,0.00021,0.4588499999999999,-5e-05,-0.00116,0.0,0.0,0.0001,12.864,5.3812,-26.97,3.7948,-2.7904,51
2009-01-16 06:30:00,0.0,-10.296,119.63,6.6988,14.225,11.568,0.00016,0.70971,-3e-05,-0.00159,0.0,0.0,0.0001399999999999,12.934,5.2345,-26.97,3.8195,-2.6228,51
2009-01-16 06:45:00,0.0,-6.6136,119.61,6.2511,14.225,11.593,2e-05,4.7695,-0.00018,3.1269,0.0,0.0,-0.00066,12.878,4.3615,-26.97,3.3899,-2.7122,51
2009-01-16 07:00:00,0.0,-4.8592,119.5,6.5046,14.224,11.605,-0.0001,74.205,-0.00022,74.18899999999998,-0.02,-0.01,-0.02841,13.127,4.4415,-26.97,3.2549,-2.2332,51
2009-01-16 07:15:00,0.0,-4.4079,119.19,7.0011,14.225,11.617,0.0341899999999999,137.0,0.01443,135.15,1.95,4.68,6.9261,13.082,5.4012,-26.97,3.8672,0.7700599999999999,51
2009-01-16 07:30:00,0.0,248.14,119.37,7.2935,14.225,11.642,0.72199,236.53,0.6381999999999999,237.12,151.33,170.77,302.98,13.084,5.9261,-26.97,5.0212,66.186,51
2009-01-16 07:45:00,0.0,1204.3,119.68,7.7366,14.223,11.669,2.7422,243.96,2.767,236.09,653.26,668.99,1342.1,13.03,7.741399999999999,-26.97,8.201399999999998,207.46,51
2009-01-16 08:00:00,0.0,1610.7,119.99,8.1926,14.22,11.735,3.685,244.04,3.6624,241.37,883.99,899.2899999999998,1788.5,13.079,9.8358,-26.97,10.998,268.41,51
2009-01-16 08:15:00,0.0,2713.3,119.91,8.7203,14.219,11.842,6.174,240.02,6.1173,240.17,1469.19,1481.88,2950.5,13.294,11.234,-26.97,13.482,442.1,51
2009-01-16 08:30:00,0.0,3599.1,119.79,9.3146,14.215,11.993,8.1266,243.1,8.0811,238.73,1929.2,1975.58,3903.6,13.254,14.654,-26.97,18.782,593.35,51
2009-01-16 08:45:00,0.0,4020.5,119.98,9.7252,14.21,12.201,9.2515,238.68,9.1417,235.12,2149.4,2208.15,4356.2,13.396,16.881,-26.97,21.781,676.56,51
2009-01-16 09:00:00,0.0,4444.2,119.81,10.149,14.203,12.461,10.444,234.1,10.34,229.88,2376.96,2444.94,4821.0,13.73,1.7948,-26.97,25.724,762.75,51
2009-01-16 09:15:00,0.0,4194.5,119.6,10.651,14.195,12.77,9.948200000000002,230.89,9.6507,230.61,2225.55,2296.94,4516.3,14.224,-26.97,-26.97,26.018,715.69,51
2009-01-16 09:30:00,0.0,5014.5,119.72,11.069,14.186,13.116,12.122,227.13,11.995,223.73,2683.64,2753.27,5435.9,14.447,-20.092,-26.97,29.801,880.08,51
2009-01-16 09:45:00,0.0,5167.1,119.64,11.697,14.175,13.524,12.759,222.5,12.644,219.52,2775.61,2838.88,5613.9,14.825,-25.626,-26.97,33.953,924.8,51
2009-01-16 10:00:00,0.0,5394.6,119.54,11.924,14.164,13.98,13.284,222.44,13.249,219.02,2901.8,2954.89,5856.3,15.234,-26.97,-26.97,33.776,966.41,51
2009-01-16 10:15:00,0.0,5469.9,119.52,12.488,14.15,14.47,13.824,217.04,13.739,214.96,2953.34,3000.36,5952.5,15.655,-26.917,-26.97,37.475,1002.4,51
2009-01-16 10:30:00,0.0,5494.0,119.68,13.168,14.136,14.971,14.224,210.84,14.177,208.2,2951.65,2998.99,5950.1,16.216,-26.97,-26.97,42.705,1030.8,51
2009-01-16 10:45:00,0.0,5493.6,119.97,13.639,14.12,15.483,14.408,207.65,14.428,204.35,2948.36,2991.82,5939.6,16.537,-24.405,-26.97,46.291,1048.5,51
2009-01-16 11:00:00,0.0,5653.1,119.92,12.564,14.105,15.999,14.676,209.5,14.744,206.49,3044.49,3074.62,6119.0,16.956,-26.97,-26.97,43.401,1055.6,51
2009-01-16 11:15:00,0.0,5707.7,119.93,12.801,14.09,16.456,14.914,209.0,14.915,206.97,3086.96,3117.03,6203.5,17.537,-26.93,-26.97,43.386,1064.5,51
2009-01-16 11:30:00,0.0,5697.6,119.84,13.349,14.077,16.852,15.014,208.06,15.071,204.88,3087.75,3123.81,6211.1,18.075,-6.8468,-26.97,44.593,1070.3,51
2009-01-16 11:45:00,0.0,5740.2,119.45,14.767,14.067,17.194,15.089,208.49,15.069,206.16,3106.63,3145.91,6252.1,18.428,-26.97,-26.97,42.594,1071.8,51
2009-01-16 12:00:00,0.0,5784.3,119.58,14.887,14.056,17.495,15.033,210.19,15.0,208.12,3121.8,3159.79,6281.3,18.765,-26.97,-26.97,40.717,1066.7,51
2009-01-16 12:15:00,0.0,5785.7,119.79,14.675,14.048,17.763,14.877,212.95,14.887,209.99,3126.12,3168.06,6293.6,18.879,-26.97,-26.97,39.054,1059.5,51
2009-01-16 12:30:00,0.0,5737.3,119.58,14.584,14.039,18.014,14.62,215.55,14.706,211.68,3112.97,3151.34,6264.0,19.184,-26.97,-26.97,38.05,1050.1,51
2009-01-16 12:45:00,0.0,5640.6,119.59,14.816,14.031,18.246,14.448,214.36,14.455,211.48,3056.94,3097.07,6153.7,19.319,-26.97,-26.97,37.936,1034.4,51
2009-01-16 13:00:00,0.0,5534.3,119.51,14.993,14.025,18.469,14.064,215.82,14.072,212.66,2992.55,3035.29,6027.9,19.477,-26.97,-26.97,37.592,1008.5,51
2009-01-16 13:15:00,0.0,5334.1,119.54,15.648,14.018,18.676,13.664,213.24,13.66,210.55,2876.11,2913.71,5789.7,19.753,-26.97,-26.97,39.758,973.0,51
2009-01-16 13:30:00,0.0,5203.8,119.58,15.822,14.012,18.865,13.172,214.97,13.195,211.73,2793.78,2831.58,5625.4,19.904,-26.97,-26.97,38.875,936.42,51
2009-01-16 13:45:00,0.0,4959.4,119.58,16.478,14.006,19.037,12.635,215.01,12.647,212.12,2682.68,2716.65,5398.9,20.14,-26.97,-26.97,38.64,894.5,51
2009-01-16 14:00:00,0.0,4743.5,119.62,16.562,14.002,19.186,12.06,215.97,12.01,213.97,2569.78,2604.6,5173.9,20.437,-26.97,-26.97,37.759,848.46,51
2009-01-16 14:15:00,0.0,4510.2,119.6,16.635,13.997,19.337,11.36,218.15,11.342,215.02,2438.76,2478.18,4916.4,20.604,-26.97,-26.97,36.616,798.77,51
2009-01-16 14:30:00,0.0,4235.6,119.77,16.913,13.991,19.482,10.599,219.93,10.55,217.19,2291.35,2331.04,4622.0,20.663,-26.97,-26.97,35.31,742.63,51
2009-01-16 14:45:00,0.0,3910.9,119.63,17.006,13.988,19.618,9.7431,220.67,9.7248,217.0,2110.28,2150.01,4259.9,20.879,-26.97,-26.97,36.187,684.3,51
2009-01-16 15:00:00,0.0,3685.3,119.45,15.549,13.985,19.751,8.8785,228.88,8.8479,225.37,1994.05,2032.11,4024.4,20.857,-26.97,-26.97,29.722,628.17,51
2009-01-16 15:15:00,0.0,3370.3,119.31,15.175,13.982,19.845,7.9027,235.08,7.8989,230.91,1823.93,1857.77,3681.4,21.139,-26.97,-26.97,24.847,562.48,51
2009-01-16 15:30:00,0.0,2971.9,119.41,15.02,13.98,19.895,6.9397,234.86,6.9042,231.86,1600.81,1629.86,3230.7,21.072,-26.97,-26.97,24.001,492.73,51
2009-01-16 15:45:00,0.0,2511.2,119.5,15.069,13.978,19.927,5.8991,234.83,5.8749,231.33,1359.04,1385.29,2744.5,21.131,-26.97,-26.97,23.908,421.84,51
2009-01-16 16:00:00,0.0,2061.8,119.22,14.624,13.977,19.953,4.8022,236.57,4.7675,233.57,1113.54,1136.06,2248.7,21.185,-26.97,-26.97,21.076,348.37,51
2009-01-16 16:15:00,0.0,1558.4,119.72,14.077,13.976,19.939,3.6656,238.14,3.6291,235.25,853.75,872.9299999999998,1726.4,21.1,-18.629,-26.97,17.273,273.22,51
2009-01-16 16:30:00,0.0,1063.7,119.55,13.53,13.977,19.88,2.5285,237.28,2.5067,233.09,584.29,599.96,1185.2,21.133,12.498,-26.97,14.593,199.89,51
2009-01-16 16:45:00,0.0,145.76,119.31,12.967,13.979,19.775,0.4258899999999999,224.25,0.40398,223.03,90.1,95.51,191.03,20.978,11.091,-26.97,11.534,38.047,51
2009-01-16 17:00:00,0.0,-6.1741,119.52,12.525,13.983,19.638,0.05929,215.42,0.0373,213.86,7.98,12.77,20.666,20.816,10.898,-26.97,9.866,6.8865,51
2009-01-16 17:15:00,0.0,-9.335400000000002,119.35,12.224,13.987,19.474,0.02723,134.51,0.02397,131.2,3.14,3.66,6.9998,20.646,10.9,-26.97,9.3911,0.4453699999999999,51
2009-01-16 17:30:00,0.0,-5.4856,119.1,11.994,13.993,19.289,0.0,84.84699999999998,-0.0005,84.956,-0.04,0.0,-0.0499399999999999,20.582,10.902,-26.97,9.118,-2.5198,51
2009-01-16 17:45:00,0.0,-4.6341,119.5,11.76,13.997,19.092,0.00012,7.3833,-0.0002799999999999,5.9831,0.0,0.0,-0.0011999999999999,20.494,10.247,-26.97,8.5242,-3.3338,51
2009-01-16 18:00:00,0.0,-7.385,119.7,11.736,14.001,18.895,0.00018,0.82259,-0.0001399999999999,-0.00289,0.0,0.0,0.0001399999999999,20.224,10.6,-26.97,8.6799,-3.0684,51
2009-01-16 18:15:00,0.0,-9.718,120.22,11.789,14.007,18.695,0.0002,0.4050099999999999,-9e-05,-0.0025999999999999,0.0,0.0,8e-05,20.01,10.726,-26.97,8.684599999999998,-3.0843,51
2009-01-16 18:30:00,0.0,-6.8245,120.16,11.604,14.012,18.497,0.0001299999999999,0.36989,-0.00019,-0.00173,0.0,0.0,5e-05,20.092,10.073,-26.97,8.310499999999998,-3.2517,51
2009-01-16 18:45:00,0.0,-1.3994,119.75,11.763,14.018,18.302,0.00042,0.3631099999999999,-8e-05,-0.00347,0.0,0.0,0.0001499999999999,19.776,10.115,-26.97,8.3711,-3.244,51
2009-01-16 19:00:00,0.0,-11.222,120.01,11.545,14.024,18.123,0.0002,0.3598,-2e-05,-0.0027399999999999,0.0,0.0,7e-05,19.484,8.823299999999998,-26.97,7.2617,-3.9238,51
2009-01-16 19:15:00,0.0,-13.057,120.18,11.629,14.029,17.966,0.00017,0.36069,0.0,-0.00289,0.0,0.0,6e-05,19.368,9.6056,-26.97,8.0499,-3.2567,51
2009-01-16 19:30:00,0.0,-15.803,120.17,11.344,14.034,17.796,0.0001399999999999,0.3583899999999999,-2e-05,-0.00029,0.0,0.0,5e-05,19.145,10.16,-26.97,8.445299999999998,-2.7433,51
2009-01-16 19:45:00,0.0,-1.844,120.02,11.382,14.038,17.618,0.00033,0.3452299999999999,4e-05,-0.00202,0.0,0.0,0.00011,19.126,9.9781,-26.97,8.484199999999998,-2.9154,51
2009-01-16 20:00:00,0.0,0.21843,120.12,11.324,14.043,17.46,0.00031,0.3412,-2e-05,-0.00173,0.0,0.0,0.00011,18.941,9.0505,-26.97,7.886,-3.4166,51
2009-01-16 20:15:00,0.0,-3.3224,120.3,11.773,14.047,17.31,0.00016,0.32805,-0.00012,-0.0012999999999999,0.0,0.0,6e-05,18.833,10.643,-26.97,8.596299999999998,-2.9451,51
2009-01-16 20:30:00,0.0,-8.926299999999998,120.42,11.487,14.052,17.174,0.00018,0.3283599999999999,-0.00012,-0.0004299999999999,0.0,0.0,6e-05,18.527,9.9813,-26.97,8.3026,-3.2911,51
2009-01-16 20:45:00,0.0,-12.774,120.28,11.307,14.056,17.05,5e-05,0.32937,-0.00017,-0.0004299999999999,0.0,0.0,2e-05,18.286,9.3794,-26.97,7.9799,-3.3669,51
2009-01-16 21:00:00,0.0,-9.2681,120.48,10.905,14.06,16.928,0.00025,0.32027,-4e-05,-0.0012999999999999,0.0,0.0,8e-05,18.35,8.8293,-26.97,7.0833,-3.7142,51
2009-01-16 21:15:00,0.0,-5.7917,120.16,10.01,14.063,16.8,0.00017,0.32606,-0.0001,-0.00087,0.0,0.0,6e-05,18.374,7.9743,-26.97,6.4234,-3.6217,51
2009-01-16 21:30:00,0.0,-8.1334,120.05,11.553,14.068,16.654,0.0,0.3315699999999999,-0.0001,-0.0027399999999999,0.0,0.0,0.0,18.05,9.542,-26.97,7.8361,-2.9547,51
2009-01-16 21:45:00,0.0,-15.118,119.86,11.464,14.074,16.529,0.00011,0.3202999999999999,0.0,-0.00116,0.0,0.0,3e-05,17.69,9.6063,-26.97,8.0493,-3.2533,51
2009-01-16 22:00:00,0.0,-3.4586,119.94,11.243,14.077,16.414,0.00017,0.3138099999999999,2e-05,-0.0018799999999999,0.0,0.0,5e-05,18.096,8.771,-26.97,7.479199999999999,-3.6978,51
2009-01-16 22:15:00,0.0,-7.3802,120.36,8.8543,14.08,16.303,0.00012,0.30918,-8e-05,-0.00173,0.0,0.0,4e-05,17.84,6.5704,-26.97,5.2539,-4.8765,51
2009-01-16 22:30:00,0.0,-9.7173,120.37,7.3188,14.083,16.177,0.0001,0.30484,-6e-05,-0.00072,0.0,0.0,3e-05,17.576,4.5184,-26.97,3.7846,-4.7996,51
2009-01-16 22:45:00,0.0,-10.847,120.27,7.514599999999999,14.087,16.023,0.00012,0.31584,0.0,-0.00332,0.0,0.0,4e-05,17.278,4.5438,-26.97,3.7617,-3.5556,51
