measured_on,ac_current__251,ac_current__633,ac_current__779,ac_power_1__788,ac_power_2__789,ac_power__247,ac_power__629,ac_power__773,ac_voltage__250,ac_voltage__632,ac_volts__778,ambient_temp__252,ambient_temp__634,ambient_temp__780,das_battery_voltage__790,das_temp__662,das_temperature__785,dc_current__631,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__249,dc_pos_current__775,dc_pos_voltage__248,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__246,dc_power__628,dc_power__772,dc_voltage__630,inv_temp__661,inverter_temp_2__791,inverter_temp__256,inveter_temp__784,module10nw_temp__640,module1sw_temp__659,module3_temp__639,module5se_temp__660,module6ne_temp__641,module8_temp_bot__637,module8_temp_mid__636,module8_temp_top__635,module_current_10__651,module_current_1__642,module_current_2__643,module_current_3__644,module_current_4__645,module_current_5__646,module_current_6__647,module_current_7__648,module_current_8__649,module_current_9__650,module_temp_1__253,module_temp_1__781,module_temp_2__254,module_temp_2__782,module_temp_3__255,module_temp_3__783,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,photodiode_1__652,photodiode_2__653,photodiode_3__654,photodiode_4__655,photodiode_5__656,photodiode_6__657,poa_irradiance_1__627,poa_irradiance_2__658,poa_irradiance__245,poa_irradiance__771,reflector_temp_1__638,system_id
2011-05-11 00:00:00,,,0.0,-5.2572,2.1213,,,-3.1359,,,120.27,,,6.409,13.919,,19.568,,0.0001,0.6288,,-0.0006999999999999,,0.0043,0.0,0.0001,,,0.0001,,,12.839,,21.519,,,,,,,,,,,,,,,,,,,,6.6022,,-26.97,,6.0249,,,,,,,,,,,,,,-0.0848,,51
2011-05-11 00:01:00,,,0.0,-4.4271,-3.3664,,,-7.793599999999999,,,120.31,,,6.3965,13.917,,19.533,,0.0002999999999999,0.6245,,-0.0005999999999999,,0.0,0.0,0.0002,,,0.0002,,,13.038,,20.81,,,,,,,,,,,,,,,,,,,,6.6022,,-26.97,,6.0304,,,,,,,,,,,,,,-0.0677999999999999,,51
2011-05-11 00:02:00,,,0.0,-5.0727,-8.4622,,,-13.535,,,120.74,,,6.421,13.922,,19.497,,0.0,0.631,,-0.0001,,-0.0043,0.0,0.0,,,0.0,,,12.873,,20.43,,,,,,,,,,,,,,,,,,,,6.6022,,-26.97,,6.0315,,,,,,,,,,,,,,-0.0339,,51
2011-05-11 00:03:00,,,0.0,-6.0412,-11.391,,,-17.432,,,120.84,,,6.4177,13.923,,19.464,,0.0001,0.6245,,-0.0001,,0.0043,0.0,0.0001,,,0.0001,,,12.429,,20.741,,,,,,,,,,,,,,,,,,,,6.6022,,-26.97,,6.0183,,,,,,,,,,,,,,-0.0677999999999999,,51
2011-05-11 00:04:00,,,0.0,-0.1153,-4.5885,,,-4.7038,,,120.55,,,6.3934,13.922,,19.428,,0.0002999999999999,0.6158,,-0.0002999999999999,,-0.0064999999999999,0.0,0.0002,,,0.0002,,,12.735,,20.971,,,,,,,,,,,,,,,,,,,,6.6022,,-26.97,,6.0179,,,,,,,,,,,,,,-0.0677999999999999,,51
2011-05-11 00:05:00,,,0.0,-6.6177,-3.597,,,-10.215,,,120.49,,,6.4127,13.923,,19.393,,0.0,0.6115,,-0.0004,,0.0,0.0,0.0,,,0.0,,,12.344,,20.81,,,,,,,,,,,,,,,,,,,,6.6022,,-26.97,,6.0166,,,,,,,,,,,,,,-0.1356,,51
2011-05-11 00:06:00,,,0.0,0.9454,2.1213,,,3.0667,,,120.29,,,6.4415,13.924,,19.362,,0.0002999999999999,0.6070999999999999,,-0.0006999999999999,,0.0022,0.0,0.0002,,,0.0002,,,12.928,,21.166,,,,,,,,,,,,,,,,,,,,6.6022,,-26.97,,6.0132,,,,,,,,,,,,,,-0.1526,,51
2011-05-11 00:07:00,,,0.0,-9.7535,1.8908,,,-7.8628,,,120.35,,,6.4388,13.925,,19.333,,0.0,0.6093,,-0.0001,,-0.0022,0.0,0.0,,,0.0,,,11.81,,20.782,,,,,,,,,,,,,,,,,,,,6.6022,,-26.97,,6.0185,,,,,,,,,,,,,,-0.2034999999999999,,51
2011-05-11 00:08:00,,,0.0,-1.3604,6.756,,,5.3955,,,120.16,,,6.3824,13.926,,19.299,,0.0001,0.6200999999999999,,-0.0004,,0.0064999999999999,0.0,0.0001,,,0.0001,,,12.409,,20.867,,,,,,,,,,,,,,,,,,,,6.6022,,-26.97,,5.9926,,,,,,,,,,,,,,-0.1696,,51
2011-05-11 00:09:00,,,0.0,-8.969799999999998,-4.8653,,,-13.835,,,120.58,,,6.3415,13.926,,19.274,,0.0,0.6331999999999999,,-0.0002999999999999,,0.0,0.0,0.0,,,0.0,,,11.747,,20.389,,,,,,,,,,,,,,,,,,,,6.6022,,-26.97,,6.0006,,,,,,,,,,,,,,-0.1187,,51
