measured_on,ac_current__779,ac_power__773,ac_volts__778,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__772,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,poa_irradiance__771,system_id
1998-12-13 00:15:00,5.5297,-20.48,121.68,0.20082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.811,-3.3866,-5.2187,-4.1541,0.0,51
1998-12-13 00:30:00,5.5314,-19.947,121.7,0.70562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.753,-2.7422,-5.5064,-4.2961,0.0,51
1998-12-13 00:45:00,5.5391,-20.394,121.9,1.3169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.634,-2.7175,-4.5921,-3.8351,0.0,51
1998-12-13 01:00:00,5.5414,-20.088,121.96,3.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.365,-1.0521,-1.8036,-1.363,0.0,51
1998-12-13 01:15:00,5.5417,-20.205,121.98,4.1864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.315,0.85811,0.06696,0.81289,0.0,51
1998-12-13 01:30:00,5.5388,-20.16,121.86,4.5345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.405,1.7336,0.33145,2.576,0.0,51
1998-12-13 01:45:00,5.5363,-19.57,121.8,4.9585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.56,2.661,2.1797,2.661,0.0,51
1998-12-13 02:00:00,5.5389,-19.896,121.86,4.8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.675,2.661,2.3567,2.661,0.0,51
1998-12-13 02:15:00,5.5451,-20.578,121.93,4.8976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.729,2.661,1.5848,2.661,0.0,51
1998-12-13 02:30:00,5.5478,-21.107,121.94,5.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.822,2.661,2.6469,2.661,0.0,51
1998-12-13 02:45:00,5.5471,-20.082,121.95,5.7419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.948,2.661,2.661,2.661,0.0,51
1998-12-13 03:00:00,5.5471,-19.809,121.99,5.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.062,2.661,2.661,2.6679,0.0,51
1998-12-13 03:15:00,5.5504,-19.991,122.11,6.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.176,2.661,2.661,2.661,0.0,51
1998-12-13 03:30:00,5.5506,-19.938,122.16,5.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.261,2.661,2.661,2.661,0.0,51
1998-12-13 03:45:00,5.5527,-20.153,122.13,5.7856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.289,2.661,2.661,2.661,0.0,51
1998-12-13 04:00:00,5.5525,-20.138,122.14,5.2257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.307,2.4272,1.3742,2.385,0.0,51
1998-12-13 04:15:00,5.5524,-20.065,122.14,4.8878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.385,0.74885,0.06782,0.52192,0.0,51
1998-12-13 04:30:00,5.5479,-20.307,122.06,4.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.362,0.3315699999999999,0.06765,0.06776,0.0,51
1998-12-13 04:45:00,5.5502,-20.024,122.13,4.2745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.361,0.08938,0.0675199999999999,0.06721,0.0,51
1998-12-13 05:00:00,5.543,-19.569,122.04,3.9231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.329,0.0670599999999999,-0.55552,0.06696,0.0,51
1998-12-13 05:15:00,5.542,-20.656,122.02,3.3149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.326,-0.47996,-1.5921,-0.67729,0.0,51
1998-12-13 05:30:00,5.5635,-20.141,122.45,2.0387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.162,-2.205,-2.7159,-2.2128,0.0,51
1998-12-13 05:45:00,5.5571,-20.118,122.34,2.4796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.059,-1.8139,-2.5748,-2.2049,0.0,51
