measured_on,ac_current__779,ac_power__773,ac_volts__778,ambient_temp__780,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power__772,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,poa_irradiance__771,system_id
2019-04-04 00:00:00,0.0,-15.44,121.44,4.0529,-15.44,0.0,0.16302,0.0,-0.00434,0.0,11.388,3.7722,-26.97,1.3054,-2.4437,51
2019-04-04 00:01:00,0.0,-10.864,121.19,4.4787,-10.864,-0.0001399999999999,0.16302,0.0,-0.00217,-2e-05,11.368,4.2892,-26.97,1.5657,-2.3359,51
2019-04-04 00:02:00,0.0,-3.7444,120.87,4.7396,-3.7444,0.0,0.1738899999999999,-0.0004299999999999,0.0,0.0,11.352,4.2892,-26.97,1.5889,-2.282,51
2019-04-04 00:03:00,0.0,7.581299999999999,120.76,4.7384,7.581299999999999,0.00029,0.15867,-0.0001399999999999,-0.00217,5e-05,11.334,4.2892,-26.97,1.609,-2.1921,51
2019-04-04 00:04:00,0.0,-16.388,121.35,4.5655,-16.388,0.0001399999999999,0.1608499999999999,0.0,-0.00868,2e-05,11.319,4.2892,-26.97,1.6589,-2.2101,51
2019-04-04 00:05:00,0.0,-22.259,121.5,4.6123,-22.259,0.0,0.1565,0.0,0.0,0.0,11.298,4.2892,-26.97,1.7362,-2.1383,51
2019-04-04 00:06:00,0.0,-5.3394,121.02,4.6395,-5.3394,0.0001399999999999,0.16302,-0.00029,0.0,3e-05,11.283,4.2892,-26.97,1.7463,-2.1203,51
2019-04-04 00:07:00,0.0,1.988,121.05,4.5184,1.988,0.00029,0.1608499999999999,-0.0004299999999999,-0.00217,5e-05,11.265,4.2892,-26.97,1.7371,-2.0844,51
2019-04-04 00:08:00,0.0,1.1558,120.9,4.3414,1.1558,0.0004299999999999,0.1608499999999999,-0.0001399999999999,0.00217,7e-05,11.25,4.2901,-26.97,1.6861,-2.0305,51
2019-04-04 00:09:00,0.0,-11.789,121.05,4.2501,-11.789,0.0004299999999999,0.1673699999999999,-0.0001399999999999,0.00217,7e-05,11.232,4.2895,-26.97,1.6126,-2.1383,51
2019-04-04 00:10:00,0.0,-5.8942,121.26,4.2373,-5.8942,0.0004299999999999,0.16086,0.0,-0.00868,7e-05,11.217,4.0833,-26.97,1.5678,-2.1562,51
2019-04-04 00:11:00,0.0,-5.2471,121.0,4.1461,-5.2471,0.0,0.1652,-0.00029,-0.00651,0.0,11.197,3.7734,-26.97,1.4858,-2.2461,51
2019-04-04 00:12:00,0.0,-6.38,121.2,3.9823,-6.38,0.0,0.16738,-0.00029,-0.00434,0.0,11.182,3.1528,-26.97,1.3394,-2.318,51
2019-04-04 00:13:00,0.0,-11.073,121.06,3.8061,-11.073,0.00029,0.16521,-0.00029,0.0,5e-05,11.165,3.0503,-26.97,1.3016,-2.4258,51
