measured_on,ac_current__251,ac_current__779,ac_power__247,ac_power__773,ac_voltage__250,ac_volts__778,ambient_temp__252,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__249,dc_pos_current__775,dc_pos_voltage__248,dc_pos_voltage__774,dc_power_1__786,dc_power__246,dc_power__772,inverter_temp__256,inveter_temp__784,module_temp_1__253,module_temp_1__781,module_temp_2__254,module_temp_2__782,module_temp_3__255,module_temp_3__783,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,poa_irradiance__245,poa_irradiance__771,system_id
2012-03-01 00:00:00,,0.0,,-8.6784,,120.45,,2.2123,14.139,11.952,0.0001,0.3393999999999999,,0.0,,-0.0008999999999999,-8.6784,,0.0,,12.897,,1.7348,,-26.97,,-2.8753,,,,,,-2.6389,51
2012-03-01 00:15:00,,0.0,,-5.9197,,120.4,,2.4042,14.145,11.774,0.0001,0.3225,,-0.0001,,-0.002,-5.9197,,0.0,,12.659,,1.7571,,-26.97,,-2.3049,,,,,,-1.9089,51
2012-03-01 00:30:00,,0.0,,-4.9647,,120.44,,2.4319,14.151,11.615,0.0002,0.3335,,-0.0001,,-0.0012999999999999,-4.9647,,0.0001,,12.404,,1.7587,,-26.984,,-2.1467,,,,,,-2.0846,51
2012-03-01 00:45:00,,0.0,,-6.7484,,120.51,,2.8672,14.155,11.477,0.0002,0.3261999999999999,,0.0,,-0.0016,-6.7484,,0.0001,,12.376,,2.0173,,-26.97,,-2.2406,,,,,,-2.9532,51
2012-03-01 01:00:00,,0.0,,-3.9943,,120.33,,3.0225,14.159,11.354,0.0001,0.3418999999999999,,-0.0001,,-0.0016,-3.9943,,0.0,,12.434,,1.8962,,-26.97,,-1.8676,,,,,,-2.3502,51
2012-03-01 01:15:00,,0.0,,-6.3503,,120.15,,3.3525,14.162,11.239,0.0001,0.3418999999999999,,-0.0001,,-0.0006999999999999,-6.3503,,0.0,,12.083,,2.2842,,-26.97,,-1.4162,,,,,,-2.1522,51
2012-03-01 01:30:00,,0.0,,-6.9499,,120.16,,4.1708,14.166,11.133,0.0001,0.3608,,0.0,,0.0,-6.9499,,0.0,,11.941,,4.0855,,-26.97,,-0.1121999999999999,,,,,,-2.2996,51
2012-03-01 01:45:00,,0.0,,-5.4739,,120.14,,4.4736,14.169,11.018,0.0002,0.3548,,-0.0001,,-0.0012999999999999,-5.4739,,0.0001,,12.03,,4.2854,,-26.97,,0.8377,,,,,,-2.3525,51
2012-03-01 02:00:00,,0.0,,-7.9836,,120.17,,4.5105,14.173,10.908,0.0001,0.3174,,-0.0001,,-0.0005999999999999,-7.9836,,0.0,,11.765,,4.2859,,-26.97,,1.0225,,,,,,-3.075,51
2012-03-01 02:15:00,,0.0,,1.1986,,119.93,,4.1658,14.177,10.837,0.0002,0.3121999999999999,,-0.0001,,-0.0005999999999999,1.1986,,0.0001,,11.777,,3.9282,,-26.97,,0.7088999999999999,,,,,,-3.3035,51
2012-03-01 02:30:00,,0.0,,-5.5048,,120.17,,3.2739,14.178,10.795,0.0002,0.318,,0.0,,-0.0019,-5.5048,,0.0001,,11.683,,1.7776,,-26.97,,-0.6731,,,,,,-3.1235,51
2012-03-01 02:45:00,,0.0,,-11.72,,120.24,,2.9343,14.18,10.762,0.0001,0.3148,,-0.0001,,-0.0011999999999999,-11.72,,0.0,,11.557,,1.764,,-26.97,,-1.3319,,,,,,-3.6603,51
2012-03-01 03:00:00,,0.0,,-5.5526,,120.18,,2.7068,14.18,10.703,0.0001,0.3121999999999999,,0.0,,-0.001,-5.5526,,0.0,,11.622,,1.7642,,-26.97,,-1.6774,,,,,,-3.9168,51
2012-03-01 03:15:00,,0.0,,-5.5633,,120.04,,2.5691,14.182,10.626,0.0001,0.3109,,0.0,,-0.0015,-5.5633,,0.0,,11.344,,1.7643,,-26.97,,-1.8191,,,,,,-3.2159,51
2012-03-01 03:30:00,,0.0,,-6.7392,,120.11,,2.8004,14.185,10.553,0.0002,0.3458999999999999,,0.0,,-0.0025,-6.7392,,0.0001,,11.35,,1.7643,,-26.97,,-1.1785,,,,,,-2.0727,51
2012-03-01 03:45:00,,0.0,,-9.929,,120.04,,2.412,14.187,10.48,0.0002,0.3494999999999999,,0.0,,-0.0015,-9.929,,0.0001,,11.113,,1.7643,,-26.97,,-0.8772999999999999,,,,,,-2.7016,51
2012-03-01 04:00:00,,0.0,,-13.997,,119.92,,2.6161,14.19,10.407,0.0001,0.3423999999999999,,-0.0001,,-0.0001,-13.997,,0.0,,11.094,,1.7643,,-26.97,,-0.8325,,,,,,-2.2257,51
2012-03-01 04:15:00,,0.0,,-7.2085,,119.76,,3.1675,14.192,10.351,0.0002,0.3482,,0.0,,-0.0023,-7.2085,,0.0001,,11.131,,1.7643,,-26.97,,-0.2046,,,,,,-1.7216,51
2012-03-01 04:30:00,,0.0,,-9.5461,,119.92,,3.1485,14.193,10.322,0.0001,0.3231,,-0.0001,,-0.0006999999999999,-9.5461,,0.0,,11.099,,1.7643,,-26.97,,-0.0465,,,,,,-1.9106,51
2012-03-01 04:45:00,,0.0,,-2.427,,119.76,,3.1208,14.193,10.317,0.0001,0.3386,,-0.0001,,0.0002999999999999,-2.427,,0.0,,11.184,,1.7643,,-26.97,,0.2089999999999999,,,,,,-1.8342,51
2012-03-01 05:00:00,,0.0,,-5.2592,,119.74,,3.058,14.193,10.34,0.0001,0.3705,,-0.0001,,-0.0004,-5.2592,,0.0,,11.144,,1.7643,,-26.97,,0.5251,,,,,,-1.7543,51
2012-03-01 05:15:00,,0.0,,-3.3715,,119.48,,2.7877,14.193,10.373,0.0002,0.4043999999999999,,-0.0001,,-0.0023,-3.3715,,0.0001,,11.288,,1.7643,,-26.97,,0.2326,,,,,,-1.8162,51
2012-03-01 05:30:00,,0.0,,-5.1313,,119.33,,2.8172,14.194,10.391,0.0001,0.5204999999999999,,-0.0001,,-0.0011999999999999,-5.1313,,0.0001,,11.227,,1.7643,,-26.97,,0.9814,,,,,,-0.8946,51
2012-03-01 05:45:00,,0.0,,-3.7922,,119.16,,2.8767,14.194,10.407,0.0001,0.5035,,-0.0002,,-0.0006999999999999,-3.7922,,0.0,,11.274,,1.7643,,-26.97,,0.5166,,,,,,-1.6958,51
2012-03-01 06:00:00,,0.0,,-5.7214,,118.73,,2.5929,14.194,10.421,0.0001,1.4889,,-0.0001,,0.2328,-5.7214,,0.0002999999999999,,11.129,,1.7643,,-26.97,,-0.0345999999999999,,,,,,-1.9388,51
2012-03-01 06:15:00,,0.0,,-7.7076,,118.83,,2.6275,14.195,10.421,0.0001,21.065,,0.0,,20.017,-7.7076,,0.0011999999999999,,11.053,,1.7643,,-26.97,,-0.1531,,,,,,-2.1099,51
2012-03-01 06:30:00,,0.0,,-3.2421,,119.07,,2.337,14.194,10.394,0.0225999999999999,127.24,,0.0082,,126.32,-3.2421,,4.758,,11.192,,1.6756,,-26.984,,-0.5605,,,,,,0.0899999999999999,51
2012-03-01 06:45:00,,0.0,,84.72199999999998,,119.24,,0.4838,14.195,10.272,0.3044999999999999,238.88,,0.2669,,234.76,84.72199999999998,,128.11,,11.069,,-0.2165,,-26.97,,-0.8790999999999999,,,,,,31.343,51
2012-03-01 07:00:00,,0.0,,813.52,,119.37,,-0.1975,14.2,10.052,1.8921,248.17,,1.8661,,242.82,813.52,,926.5100000000001,,10.774,,-0.7295,,-26.97,,1.0935,,,,,,150.95,51
2012-03-01 07:15:00,,0.0,,992.8900000000002,,119.22,,0.5315999999999999,14.205,9.8776,2.3104,244.44,,2.2812,,240.17,992.8900000000002,,1112.9,,10.495,,1.3888,,-26.97,,4.4681,,,,,,173.89,51
2012-03-01 07:30:00,,0.0,,289.76,,118.97,,0.1757,14.211,9.7487,0.8136999999999999,230.45,,0.7578,,229.29,289.76,,361.4,,10.448,,0.0686999999999999,,-26.97,,2.2654,,,,,,57.839,51
2012-03-01 07:45:00,,0.0,,458.3,,118.84,,-0.2675,14.216,9.6215,1.1645,240.02,,1.1321,,232.48,458.3,,543.85,,10.44,,-0.9329,,-26.97,,0.9719,,,,,,82.815,51
2012-03-01 08:00:00,,0.0,,1028.7,,118.82,,-0.1837,14.22,9.503100000000002,2.3257,251.77,,2.3427,,242.01,1028.7,,1152.8,,10.381,,0.0928999999999999,,-26.97,,3.1311,,,,,,167.24,51
2012-03-01 08:15:00,,0.0,,1185.3,,118.89,,0.1907,14.222,9.4048,2.671,250.0,,2.6536,,244.78,1185.3,,1320.4,,10.237,,1.7679,,-26.97,,6.0182,,,,,,190.17,51
2012-03-01 08:30:00,,0.0,,1247.1,,118.8,,0.4895999999999999,14.226,9.3274,2.8371,246.45,,2.8142,,241.15,1247.1,,1377.3,,10.171,,1.7679,,-26.97,,7.0938,,,,,,195.45,51
2012-03-01 08:45:00,,0.0,,1661.6,,118.75,,0.7719,14.229,9.2674,3.9181,236.0,,3.8862,,232.53,1661.6,,1822.7,,10.006,,2.31,,-26.97,,9.668,,,,,,263.28,51
2012-03-01 09:00:00,,0.0,,793.9099999999999,,118.75,,1.1645,14.23,9.2441,1.9121,240.8,,1.8624,,236.84,793.9099999999999,,901.55,,10.184,,2.1746,,-26.97,,7.768799999999999,,,,,,129.14,51
2012-03-01 09:15:00,,0.0,,1114.2,,118.8,,1.1075,14.231,9.2455,2.5922,244.29,,2.562,,238.13,1114.2,,1240.8,,9.9869,,1.7894,,-26.97,,6.9323,,,,,,180.14,51
2012-03-01 09:30:00,,0.0,,997.18,,118.75,,1.3813,14.231,9.2564,2.3461,242.34,,2.3126,,236.01,997.18,,1113.6,,9.9437,,2.3953,,-26.97,,7.978799999999999,,,,,,159.91,51
