measured_on,ac_current__779,ac_meter_1_power_kw__1017,ac_meter_1_power_kw__1041,ac_meter_2_power_kw__1018,ac_meter_2_power_kw__1042,ac_power_1__788,ac_power_2__789,ac_power__1137,ac_power__773,ac_power_metered_1_2__1133,ac_power_metered_kw__1016,ac_power_metered_kw__1040,ac_volts__778,ambient_temp__1053,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__1132,dc_power__1136,dc_power__772,inv1_ac_power_kw__1019,inv1_ac_power_kw__1043,inv1_dc_current__1021,inv1_dc_current__1045,inv1_dc_power__1130,inv1_dc_power__1134,inv1_dc_voltage__1020,inv1_dc_voltage__1044,inv1_temp__1022,inv1_temp__1046,inv2_ac_power_kw__1023,inv2_ac_power_kw__1047,inv2_dc_current__1025,inv2_dc_current__1049,inv2_dc_power__1131,inv2_dc_power__1135,inv2_dc_voltage__1024,inv2_dc_voltage__1048,inv2_temp__1026,inv2_temp__1050,inverter_temp_2__791,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,module_temp__1056,poa_irradiance__1055,poa_irradiance__771,poa_irradiance_refcell__1054,refcell_temp__1052,wind_speed__1051,system_id
2011-07-09 00:01:00,0.0,,,,,11.517,3.0405,,14.558,,,,120.17,,17.453,13.8,23.976,0.0002999999999999,0.1386,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,15.206,23.62,16.486,-26.97,15.37,,,-99999.0,,,,51
2011-07-09 00:02:00,0.0,,,,,-10.342,-5.39,,-15.732,,,,120.36,,17.587,13.803,23.969,0.0001,0.1255999999999999,-0.0001,-0.0022,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,13.695,22.715,16.486,-26.97,15.453,,,-99999.0,,,,51
2011-07-09 00:03:00,0.0,,,,,10.826,0.3684999999999999,,11.194,,,,120.03,,17.739,13.804,23.967,0.0005999999999999,0.1255999999999999,0.0001,-0.0022,0.0,0.0001,,,0.0001,,,,,,,,,,,,,,,,,,,,,15.596,23.97,16.486,-26.97,15.471,,,-99999.0,,,,51
2011-07-09 00:04:00,0.0,,,,,10.757,-1.3821,,9.3747,,,,119.96,,17.811,13.803,23.955,0.0004,0.1148,0.0,-0.0043,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,15.612,23.693,16.486,-26.97,15.458,,,-99999.0,,,,51
2011-07-09 00:05:00,0.0,,,,,6.5185,3.409,,9.9276,,,,119.88,,17.822,13.803,23.954,0.0001,0.0975,0.0001,-0.0022,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,15.246,23.267,16.486,-26.97,15.403,,,-99999.0,,,,51
2011-07-09 00:06:00,0.0,,,,,-12.346,-6.058,,-18.404,,,,120.2,,17.789,13.804,23.942,0.0001,0.078,-0.0006999999999999,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,13.737,22.795,16.486,-26.97,15.342,,,-99999.0,,,,51
2011-07-09 00:07:00,0.0,,,,,5.2978,-4.3995,,0.8982999999999999,,,,120.13,,17.81,13.804,23.942,0.0006999999999999,0.078,0.0,-0.0022,0.0,0.0001,,,0.0001,,,,,,,,,,,,,,,,,,,,,15.639,23.824,16.486,-26.97,15.303,,,-99999.0,,,,51
2011-07-09 00:08:00,0.0,,,,,-0.1381999999999999,-8.4534,,-8.591599999999998,,,,120.27,,17.775,13.804,23.929,0.0005999999999999,0.0714999999999999,0.0,-0.0043,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,14.397,23.363,16.486,-26.97,15.197,,,-99999.0,,,,51
2011-07-09 00:09:00,0.0,,,,,-7.8316,-16.032,,-23.863,,,,120.58,,17.753,13.804,23.928,0.0004,0.0519999999999999,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,13.64,22.737,16.486,-26.97,15.065,,,-99999.0,,,,51
2011-07-09 00:10:00,0.0,,,,,-10.112,-15.479,,-25.591,,,,120.55,,17.678,13.805,23.915,-0.0002999999999999,0.0519999999999999,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,13.144,22.727,16.486,-26.97,14.974,,,-99999.0,,,,51
2011-07-09 00:11:00,0.0,,,,,8.1311,2.7871,,10.918,,,,119.85,,17.645,13.805,23.914,0.0006999999999999,0.0563,0.0,-0.0043,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,14.332,22.808,16.486,-26.97,14.962,,,-99999.0,,,,51
2011-07-09 00:12:00,0.0,,,,,-13.936,-12.139,,-26.075,,,,120.42,,17.788,13.806,23.91,-0.0004,0.0585,0.0001,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,13.79,22.81,16.486,-26.97,15.016,,,-99999.0,,,,51
2011-07-09 00:13:00,0.0,,,,,-1.3129,1.7506,,0.4375999999999999,,,,119.8,,17.947,13.805,23.9,-0.0004,0.0606999999999999,-0.0002999999999999,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,14.32,22.823,16.486,-26.97,15.062,,,-99999.0,,,,51
2011-07-09 00:14:00,0.0,,,,,-15.663,-14.488,,-30.152,,,,120.45,,18.111,13.806,23.896,0.0,0.0519999999999999,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,13.527,22.841,16.486,-26.97,15.215,,,-99999.0,,,,51
2011-07-09 00:15:00,0.0,,,,,1.4281,-1.9579,,-0.5298,,,,119.85,,18.423,13.806,23.886,0.0001,0.0563,-0.0001,-0.0043,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,14.789,23.307,16.557,-26.97,15.402,,,-99999.0,,,,51
2011-07-09 00:16:00,0.0,,,,,-0.1612,-3.0175,,-3.1787,,,,119.95,,18.701,13.805,23.885,0.0004,0.0563,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,14.98,23.03,17.693,-26.97,15.669,,,-99999.0,,,,51
2011-07-09 00:17:00,0.0,,,,,-10.573,-6.3113,,-16.884,,,,120.09,,18.905,13.806,23.873,0.0001,0.0519999999999999,-0.0001,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,13.935,22.848,18.187,-26.97,15.817,,,-99999.0,,,,51
2011-07-09 00:18:00,0.0,,,,,6.3113,-5.6433,,0.668,,,,120.11,,18.957,13.806,23.871,0.0004,0.0541999999999999,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,14.699,23.231,18.187,-26.97,15.927,,,-99999.0,,,,51
2011-07-09 00:19:00,0.0,,,,,10.642,3.2019,,13.844,,,,119.76,,19.106,13.806,23.858,0.0002999999999999,0.0519999999999999,0.0001,-0.0043,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,15.456,23.616,18.187,-26.97,16.104,,,-99999.0,,,,51
2011-07-09 00:20:00,0.0,,,,,-6.3804,-15.18,,-21.56,,,,120.49,,19.295,13.807,23.857,0.0004,0.0519999999999999,0.0001,-0.0043,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,14.078,22.884,18.187,-26.97,16.242,,,-99999.0,,,,51
2011-07-09 00:21:00,0.0,,,,,-12.83,-14.166,,-26.996,,,,120.51,,19.463,13.807,23.844,0.0,0.0519999999999999,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,13.094,22.432,18.187,-26.97,16.457,,,-99999.0,,,,51
2011-07-09 00:22:00,0.0,,,,,-1.0365,7.5552,,6.5187,,,,119.65,,19.643,13.807,23.841,0.0,0.0606999999999999,-0.0005999999999999,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,14.846,23.211,18.187,-26.97,16.614,,,-99999.0,,,,51
2011-07-09 00:23:00,0.0,,,,,10.78,1.0135,,11.794,,,,119.88,,19.762,13.808,23.83,0.0008999999999999,0.0606999999999999,-0.0001,-0.0022,0.0,0.0001,,,0.0001,,,,,,,,,,,,,,,,,,,,,15.1,23.318,18.187,-26.97,16.678,,,-99999.0,,,,51
2011-07-09 00:24:00,0.0,,,,,3.4322,-4.4685,,-1.0363,,,,120.12,,19.87,13.808,23.828,0.0005999999999999,0.0585,-0.0001,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,14.713,22.893,18.187,-26.97,16.838,,,-99999.0,,,,51
2011-07-09 00:25:00,0.0,,,,,-5.92,-4.7681,,-10.688,,,,120.15,,19.999,13.808,23.819,0.0002999999999999,0.0627999999999999,0.0,-0.0022,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,14.069,22.796,18.256,-26.97,16.985,,,-99999.0,,,,51
2011-07-09 00:26:00,0.0,,,,,-2.3263,-4.9063,,-7.232599999999999,,,,120.15,,20.202,13.809,23.814,0.0002999999999999,0.0671999999999999,0.0,-0.0043,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,14.125,22.716,18.6,-26.97,17.126,,,-99999.0,,,,51
2011-07-09 00:27:00,0.0,,,,,-4.0311,-5.9429,,-9.9741,,,,120.23,,20.213,13.809,23.803,0.0,0.0693,-0.0001,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,14.408,22.927,18.256,-26.97,17.077,,,-99999.0,,,,51
2011-07-09 00:28:00,0.0,,,,,-6.5417,-5.9199,,-12.462,,,,120.22,,20.084,13.808,23.803,0.0,0.0737,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,13.878,22.77,18.187,-26.97,16.946,,,-99999.0,,,,51
2011-07-09 00:29:00,0.0,,,,,2.8564,3.7777,,6.6341,,,,119.82,,19.872,13.809,23.793,-0.0002999999999999,0.078,-0.0002999999999999,-0.0022,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,14.673,23.004,18.187,-26.97,16.83,,,-99999.0,,,,51
2011-07-09 00:30:00,0.0,,,,,-10.504,-9.5822,,-20.086,,,,120.35,,19.698,13.809,23.789,-0.0001,0.0888,0.0001,-0.0022,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,13.575,22.395,18.187,-26.97,16.697,,,-99999.0,,,,51
2011-07-09 00:31:00,0.0,,,,,5.8279,8.6843,,14.512,,,,119.69,,19.563,13.809,23.788,0.0004,0.0932,-0.0002999999999999,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,14.704,22.767,18.187,-26.97,16.564,,,-99999.0,,,,51
2011-07-09 00:32:00,0.0,,,,,11.218,-0.8982999999999999,,10.32,,,,120.0,,19.417,13.809,23.78,0.0001,0.1148,0.0002999999999999,-0.0022,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,15.24,23.411,18.187,-26.97,16.439,,,-99999.0,,,,51
2011-07-09 00:33:00,0.0,,,,,12.278,1.267,,13.545,,,,119.98,,19.212,13.809,23.775,0.0004,0.1191,0.0,0.0,0.0,0.0001,,,0.0001,,,,,,,,,,,,,,,,,,,,,15.164,23.287,18.187,-26.97,16.375,,,-99999.0,,,,51
2011-07-09 00:34:00,0.0,,,,,10.873,5.6668,,16.54,,,,119.81,,19.006,13.809,23.775,0.0004,0.1451,-0.0001,0.0,0.0,0.0001,,,0.0001,,,,,,,,,,,,,,,,,,,,,15.477,23.432,18.117,-26.97,16.343,,,-99999.0,,,,51
2011-07-09 00:35:00,0.0,,,,,7.4865,10.066,,17.553,,,,119.66,,18.824,13.809,23.774,0.0004,0.156,0.0,0.0,0.0,0.0001,,,0.0001,,,,,,,,,,,,,,,,,,,,,15.669,23.519,17.977,-26.97,16.351,,,-99999.0,,,,51
2011-07-09 00:36:00,0.0,,,,,-12.462,-2.8333,,-15.295,,,,120.14,,18.736,13.809,23.763,0.0001,0.169,-0.0001,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,13.306,22.154,17.694,-26.97,16.376,,,-99999.0,,,,51
2011-07-09 00:37:00,0.0,,,,,-2.9254,-14.052,,-16.977,,,,120.52,,18.733,13.809,23.761,0.0002999999999999,0.1841,0.0,-0.0043,0.0,0.0001,,,0.0001,,,,,,,,,,,,,,,,,,,,,13.909,22.52,17.696,-26.97,16.433,,,-99999.0,,,,51
2011-07-09 00:38:00,0.0,,,,,-3.7318,-13.476,,-17.208,,,,120.49,,18.861,13.809,23.756,0.0,0.2058,0.0,-0.0022,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,13.861,22.744,18.117,-26.97,16.65,,,-99999.0,,,,51
2011-07-09 00:39:00,0.0,,,,,2.1193,-11.057,,-8.937799999999998,,,,120.4,,19.022,13.81,23.747,0.0004,0.2101,0.0,-0.0129999999999999,0.0,0.0001,,,0.0001,,,,,,,,,,,,,,,,,,,,,15.393,23.765,18.187,-26.97,16.793,,,-99999.0,,,,51
2011-07-09 00:40:00,0.0,,,,,3.2942,7.763099999999999,,11.057,,,,119.72,,19.496,13.809,23.747,0.0002999999999999,0.221,-0.0001,0.0,0.0,0.0001,,,0.0001,,,,,,,,,,,,,,,,,,,,,13.766,21.909,18.187,-26.97,17.109,,,-99999.0,,,,51
2011-07-09 00:41:00,0.0,,,,,-6.7492,-6.9567,,-13.706,,,,120.26,,19.874,13.809,23.747,0.0002999999999999,0.221,-0.0004,-0.0022,0.0,0.0001,,,0.0001,,,,,,,,,,,,,,,,,,,,,13.38,22.178,18.187,-26.97,17.309,,,-99999.0,,,,51
2011-07-09 00:42:00,0.0,,,,,9.3294,7.0951,,16.425,,,,119.67,,20.02,13.809,23.736,0.0005999999999999,0.221,0.0001,0.0,0.0,0.0001,,,0.0001,,,,,,,,,,,,,,,,,,,,,16.401,24.308,18.187,-26.97,17.428,,,-99999.0,,,,51
2011-07-09 00:43:00,0.0,,,,,-13.66,-12.14,,-25.8,,,,120.48,,20.12,13.81,23.733,0.0001,0.2165999999999999,-0.0001,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,13.166,22.294,19.281,-26.97,17.6,,,-99999.0,,,,51
2011-07-09 00:44:00,0.0,,,,,-17.461,-7.9702,,-25.432,,,,120.3,,20.189,13.81,23.731,-0.0002999999999999,0.2145,-0.0001,0.0,0.0,-0.0001,,,-0.0001,,,,,,,,,,,,,,,,,,,,,13.157,22.093,19.755,-26.97,17.78,,,-99999.0,,,,51
2011-07-09 00:45:00,0.0,,,,,-10.228,-12.624,,-22.852,,,,120.55,,20.325,13.81,23.722,0.0001,0.2253,-0.0001,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,12.784,21.617,19.822,-26.97,17.919,,,-99999.0,,,,51
2011-07-09 00:46:00,0.0,,,,,-3.7088,-14.72,,-18.429,,,,120.64,,20.358,13.81,23.72,0.0004,0.2253,0.0,0.0,0.0,0.0001,,,0.0001,,,,,,,,,,,,,,,,,,,,,13.683,22.479,19.822,-26.97,17.959,,,-99999.0,,,,51
2011-07-09 00:47:00,0.0,,,,,-8.8688,-15.595,,-24.464,,,,120.7,,20.349,13.811,23.721,0.0,0.2253,0.0,-0.0022,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,13.188,22.146,19.822,-26.97,17.96,,,-99999.0,,,,51
2011-07-09 00:48:00,0.0,,,,,-3.9622,-14.49,,-18.452,,,,120.61,,20.342,13.81,23.712,0.0004,0.2318,0.0,-0.0022,0.0,0.0001,,,0.0001,,,,,,,,,,,,,,,,,,,,,14.215,23.031,19.822,-26.97,17.933,,,-99999.0,,,,51
2011-07-09 00:49:00,0.0,,,,,4.6993,-8.7766,,-4.0773,,,,120.39,,20.32,13.811,23.706,0.0006999999999999,0.234,0.0,-0.0022,0.0,0.0002,,,0.0002,,,,,,,,,,,,,,,,,,,,,14.477,22.964,19.822,-26.97,17.935,,,-99999.0,,,,51
2011-07-09 00:50:00,0.0,,,,,2.7413,-9.4679,,-6.7265,,,,120.4,,20.285,13.811,23.707,-0.0001,0.234,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,14.478,22.937,19.687,-26.97,17.902,,,-99999.0,,,,51
2011-07-09 00:51:00,0.0,,,,,-13.799,-15.918,,-29.717,,,,120.69,,20.22,13.811,23.707,-0.0001,0.2101,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,12.768,21.882,19.552,-26.97,17.878,,,-99999.0,,,,51
2011-07-09 00:52:00,0.0,,,,,-18.406,-6.2658,,-24.672,,,,120.23,,20.113,13.812,23.699,0.0,0.2079999999999999,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,12.765,21.788,18.873,-26.97,17.788,,,-99999.0,,,,51
