measured_on,ac_current__779,ac_power_1__788,ac_power_2__789,ac_power__773,ac_volts__778,ambient_temp__780,biased_module_3_10_mv__1209,biased_module_3_11_mv__1210,biased_module_3_12_mv__1211,biased_module_3_13_mv__1212,biased_module_3_14_mv__1213,biased_module_3_15_mv__1214,biased_module_3_16_mv__1215,biased_module_3_4_mv__1203,biased_module_3_5_mv__1204,biased_module_3_6_mv__1205,biased_module_3_7_mv__1206,biased_module_3_8_mv__1207,biased_module_3_9_mv__1208,biased_module_voltage__1202,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__772,hviv_load_temp_1__1191,hviv_load_temp_2__1192,hviv_load_temp_3__1193,inverter_temp_2__791,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,module_temp_5_1__4821,poa_irradiance__771,unbiased_module_3_1_mv__1199,unbiased_module_3_2_mv__1200,unbiased_module_3_3_mv__1201,unbiased_module_temp_3_1__1195,unbiased_module_temp_3_2__1196,unbiased_module_temp_3_3__1197,system_id
2011-10-05 00:00:00,0.0,-8.1094,-7.1649,-15.274,120.07,15.154,,,,,,,,,,,,,,,13.815,23.491,0.0001,0.1213,0.0001,0.0043,0.0,0.0,0.0,,,,14.249,23.031,12.845,-26.97,11.859,,-99999.0,,,,,,,51
2011-10-05 00:01:00,0.0,-5.2066,-3.9625,-9.1691,120.04,15.127,,,,,,,,,,,,,,,13.813,23.481,0.0002999999999999,0.1235,0.0001,-0.0022,0.0,0.0,0.0,,,,14.69,22.917,12.845,-26.97,11.799,,-99999.0,,,,,,,51
2011-10-05 00:02:00,0.0,-8.201499999999998,-8.9388,-17.14,120.19,15.066,,,,,,,,,,,,,,,13.817,23.469,-0.0002999999999999,0.117,0.0001,-0.0022,0.0,0.0,0.0,,,,14.392,22.901,12.845,-26.97,11.737,,-99999.0,,,,,,,51
2011-10-05 00:03:00,0.0,-0.9215,-4.0316,-4.9532,120.06,14.985,,,,,,,,,,,,,,,13.816,23.458,-0.0001,0.1148,-0.0001,0.0,0.0,0.0,0.0,,,,14.479,22.832,12.845,-26.97,11.665,,-99999.0,,,,,,,51
2011-10-05 00:04:00,0.0,-17.394,-8.6163,-26.01,120.15,14.885,,,,,,,,,,,,,,,13.816,23.447,-0.0002999999999999,0.1062,0.0,0.0,0.0,0.0,0.0,,,,13.772,22.471,12.845,-26.97,11.591,,-99999.0,,,,,,,51
2011-10-05 00:05:00,0.0,1.0827,-0.7833,0.2994999999999999,119.91,14.883,,,,,,,,,,,,,,,13.817,23.435,0.0008999999999999,0.1126999999999999,-0.0002999999999999,0.0022,0.0,0.0001,0.0001,,,,15.351,23.775,12.845,-26.97,11.588,,-99999.0,,,,,,,51
2011-10-05 00:06:00,0.0,-1.4284,-4.0316,-5.46,120.03,14.961,,,,,,,,,,,,,,,13.817,23.424,0.0004,0.117,0.0001,0.0022,0.0,0.0001,0.0001,,,,15.349,23.417,12.683,-26.97,11.663,,-99999.0,,,,,,,51
2011-10-05 00:07:00,0.0,-2.9258,-13.569,-16.495,120.32,14.986,,,,,,,,,,,,,,,13.817,23.413,0.0001,0.1192,0.0001,-0.0022,0.0,0.0,0.0,,,,14.819,23.408,6.9694,-26.97,11.651,,-99999.0,,,,,,,51
2011-10-05 00:08:00,0.0,-17.002,-13.616,-30.618,120.33,14.979,,,,,,,,,,,,,,,13.817,23.399,-0.0005999999999999,0.104,0.0,0.0,0.0,-0.0001,-0.0001,,,,14.066,22.679,0.1203999999999999,-26.97,11.652,,-99999.0,,,,,,,51
2011-10-05 00:09:00,0.0,-18.016,-9.2612,-27.277,120.18,14.992,,,,,,,,,,,,,,,13.817,23.387,0.0,0.104,0.0,0.0,0.0,0.0,0.0,,,,13.425,22.644,0.0222,-26.97,11.654,,-99999.0,,,,,,,51
2011-10-05 00:10:00,0.0,4.1468,-5.0453,-0.8984999999999999,120.07,15.026,,,,,,,,,,,,,,,13.819,23.376,0.0004,0.0996999999999999,0.0,0.0,0.0,0.0,0.0,,,,14.907,23.202,-1.2398,-26.97,11.624,,-99999.0,,,,,,,51
2011-10-05 00:11:00,0.0,-2.3269,-5.0223,-7.3491,120.13,15.07,,,,,,,,,,,,,,,13.819,23.365,0.0001,0.0975,0.0,0.0,0.0,0.0,0.0,,,,14.842,23.244,1.4812,-26.97,11.683,,-99999.0,,,,,,,51
2011-10-05 00:12:00,0.0,-8.6392,-8.5701,-17.209,120.37,15.095,,,,,,,,,,,,,,,13.819,23.352,0.0,0.0975,0.0,0.0,0.0,0.0,0.0,,,,14.642,23.573,1.588,-26.97,11.664,,-99999.0,,,,,,,51
2011-10-05 00:13:00,0.0,12.026,4.8149,16.841,119.73,15.189,,,,,,,,,,,,,,,13.819,23.342,0.0004,0.0952999999999999,0.0001,0.0,0.0,0.0,0.0,,,,15.636,23.293,0.6791,-26.97,11.702,,-99999.0,,,,,,,51
2011-10-05 00:14:00,0.0,2.8336,9.1922,12.026,119.56,15.229,,,,,,,,,,,,,,,13.819,23.33,0.0006999999999999,0.0932,0.0,-0.0022,0.0,0.0001,0.0001,,,,16.956,25.127,0.9125,-26.97,11.719,,-99999.0,,,,,,,51
2011-10-05 00:15:00,0.0,8.7314,0.4376999999999999,9.1693,119.93,15.267,,,,,,,,,,,,,,,13.819,23.318,0.0005999999999999,0.0952999999999999,0.0002999999999999,-0.0022,0.0,0.0001,0.0001,,,,15.639,23.574,0.5877,-26.97,11.679,,-99999.0,,,,,,,51
2011-10-05 00:16:00,0.0,8.2247,-5.2758,2.9489,120.14,15.266,,,,,,,,,,,,,,,13.82,23.308,0.0,0.078,-0.0001,-0.0022,0.0,0.0,0.0,,,,15.679,24.117,1.1491,-26.97,11.637,,-99999.0,,,,,,,51
