measured_on,ac_current__251,ac_current__779,ac_power__247,ac_power__773,ac_voltage__250,ac_volts__778,ambient_temp__252,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__249,dc_pos_current__775,dc_pos_voltage__248,dc_pos_voltage__774,dc_power_1__786,dc_power__246,dc_power__772,inverter_temp__256,inveter_temp__784,module_temp_1__253,module_temp_1__781,module_temp_2__254,module_temp_2__782,module_temp_3__255,module_temp_3__783,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,poa_irradiance__245,poa_irradiance__771,system_id
2013-03-10 00:00:00,,0.0,,-6.3274,,120.77,,-4.0344,14.292,5.0481,0.0148,0.2424,,-0.0002,,-0.0015,-6.3274,,0.0035999999999999,,6.072,,-3.9242,,-26.97,,-6.4171,,,,,,-1.7955,51
2013-03-10 00:15:00,,0.0,,-9.9446,,120.9,,-4.2342,14.293,5.0334,0.0159,0.2334,,-0.0001,,-0.0019,-9.9446,,0.0037,,6.144,,-4.0863,,-26.97,,-6.7912,,,,,,-1.9656,51
2013-03-10 00:30:00,,0.0,,-11.75,,121.09,,-5.3887,14.295,5.0069,0.0166,0.2248,,0.0001,,-0.0016,-11.75,,0.0037,,6.0493,,-5.4049,,-26.97,,-7.415,,,,,,-1.9251,51
2013-03-10 00:45:00,,0.0,,-5.3449,,120.9,,-4.1359,14.296,4.9506,0.0172,0.2258999999999999,,-0.0001,,-0.003,-5.3449,,0.0038999999999999,,5.9378,,-4.017,,-26.97,,-6.8024,,,,,,-1.7539,51
2013-03-10 01:00:00,,0.0,,-4.7525,,120.91,,-4.7129,14.295,4.9298,0.0172999999999999,0.2335,,-0.0001,,-0.0015,-4.7525,,0.004,,5.9358,,-4.5047,,-26.97,,-6.8031,,,,,,-1.8688,51
2013-03-10 01:15:00,,0.0,,-7.2977,,120.77,,-3.8445,14.298,4.9035,0.0175,0.2409,,-0.0001,,-0.0019,-7.2977,,0.0041999999999999,,5.6173,,-3.8372,,-26.97,,-6.3866,,,,,,-1.7415,51
2013-03-10 01:30:00,,0.0,,-5.385,,120.78,,-4.7211,14.307,4.8351,0.0176,0.2343,,-0.0001,,-0.0033,-5.385,,0.0041,,5.8137,,-4.7955,,-26.97,,-6.4428,,,,,,-1.8519,51
2013-03-10 01:45:00,,0.0,,-4.9963,,120.73,,-4.8445,14.317,4.6811,0.0172999999999999,0.233,,0.0,,-0.0023,-4.9963,,0.004,,5.6595,,-4.9581,,-26.97,,-6.6814,,,,,,-1.9567,51
2013-03-10 02:00:00,,0.0,,-6.5549,,120.86,,-5.2172,14.323,4.4892,0.0175,0.2296999999999999,,-0.0002999999999999,,-0.0005999999999999,-6.5549,,0.004,,5.3204,,-5.2833,,-26.97,,-6.9029,,,,,,-1.9635,51
2013-03-10 02:15:00,,0.0,,1.0614,,120.64,,-5.8948,14.322,4.3487,0.0175,0.2311,,-0.0002,,-0.0002999999999999,1.0614,,0.0041,,5.4878,,-5.4841,,-26.97,,-7.224999999999999,,,,,,-1.8228,51
2013-03-10 02:30:00,,0.0,,-3.3509,,120.69,,-6.0117,14.325,4.2393,0.0177,0.2243,,-0.0002,,-0.0025,-3.3509,,0.004,,5.3799,,-5.9638,,-26.97,,-7.4306,,,,,,-1.9209,51
2013-03-10 02:45:00,,0.0,,-3.8909,,120.54,,-5.8665,14.328,4.1321,0.0172999999999999,0.2283999999999999,,-0.0002999999999999,,-0.0002999999999999,-3.8909,,0.0038999999999999,,5.3679,,-5.5716,,-26.97,,-7.489099999999999,,,,,,-1.9187,51
2013-03-10 03:00:00,,0.0,,-3.8523,,120.46,,-5.5633,14.338,3.9857,0.017,0.2286999999999999,,-0.0002,,-0.0004,-3.8523,,0.0038999999999999,,5.0283,,-5.3746,,-26.97,,-7.218099999999998,,,,,,-1.966,51
2013-03-10 03:15:00,,0.0,,-6.6143,,120.47,,-5.8777,14.35,3.7699,0.0177,0.2220999999999999,,-0.0001,,0.0,-6.6143,,0.0038999999999999,,4.7391,,-5.6767,,-26.97,,-7.4782,,,,,,-2.0518,51
2013-03-10 03:30:00,,0.0,,-4.3544,,120.47,,-6.7223,14.353,3.5555,0.0179999999999999,0.2306,,-0.0002999999999999,,-0.0002999999999999,-4.3544,,0.0041999999999999,,4.5895,,-6.9744,,-26.97,,-8.0936,,,,,,-2.0124,51
2013-03-10 03:45:00,,0.0,,-4.4409,,120.5,,-6.7853,14.349,3.4351,0.0181,0.2529,,-0.0002,,-0.001,-4.4409,,0.0045999999999999,,4.5577,,-6.9742,,-26.97,,-8.472699999999998,,,,,,-2.0316,51
2013-03-10 04:00:00,,0.0,,-13.189,,120.6,,-7.1547,14.352,3.3458,0.0178,0.2531999999999999,,0.0,,-0.0006999999999999,-13.189,,0.0044999999999999,,4.2602,,-6.9738,,-26.957,,-8.7238,,,,,,-1.9358,51
