measured_on,ac_current__779,ac_power__773,ac_volts__778,ambient_temp__780,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power__772,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,poa_irradiance__771,system_id
2020-09-18 00:00:00,0.0,-9.0317,120.35,14.85,-9.0317,0.00058,0.0259999999999999,0.0,0.0,1e-05,20.756,14.712,-26.97,12.053,-3.0629,51
2020-09-18 00:01:00,0.0,-3.479,120.28,14.837,-3.479,0.0001399999999999,0.0259999999999999,-0.0001399999999999,-0.00216,0.0,20.82,14.712,-26.97,12.034,-3.0629,51
2020-09-18 00:02:00,0.0,-8.8243,120.32,14.842,-8.8243,0.0,0.02383,0.0,0.0043299999999999,0.0,20.847,14.636,-26.97,12.061,-2.9017,51
2020-09-18 00:03:00,0.0,-8.4787,120.28,14.828,-8.4787,0.0,0.0259999999999999,-0.0001399999999999,0.00216,0.0,20.911,14.712,-26.97,12.065,-2.9733,51
2020-09-18 00:04:00,0.0,-5.8751,120.18,14.945,-5.8751,0.0,0.02383,0.0,-0.0043299999999999,0.0,20.808,14.712,-26.97,12.192,-2.8659,51
2020-09-18 00:05:00,0.0,-9.7229,120.39,15.01,-9.7229,0.0001399999999999,0.0151699999999999,0.0001399999999999,-0.0043299999999999,0.0,20.666,14.712,-26.97,12.196,-2.7405,51
2020-09-18 00:06:00,0.0,-7.9027,120.26,15.149,-7.9027,0.0,0.0129999999999999,-0.00029,-0.00216,0.0,21.107,14.713,-26.97,12.288,-2.7405,51
2020-09-18 00:07:00,0.0,-4.4932,120.37,15.361,-4.4932,0.0,0.0129999999999999,-0.0001399999999999,0.00216,0.0,21.515,14.713,-26.97,12.327,-2.5435,51
2020-09-18 00:08:00,0.0,-6.5433,120.14,15.323,-6.5433,0.00029,0.0129999999999999,-0.0001399999999999,0.0,0.0,21.348,14.714,-26.97,12.287,-2.4897,51
2020-09-18 00:09:00,0.0,-16.083,120.46,15.243,-16.083,0.0,0.0064999999999999,0.0,-0.0043299999999999,0.0,21.814,14.714,-26.97,12.301,-2.5614,51
2020-09-18 00:10:00,0.0,-5.4374,120.45,15.143,-5.4374,0.00029,0.00867,0.0,0.00216,0.0,20.525,14.713,-26.97,12.257,-2.5793,51
2020-09-18 00:11:00,0.0,-12.189,120.44,15.024,-12.189,0.00029,0.00867,0.00029,0.0,0.0,20.608,14.713,-26.97,12.2,-2.6509,51
2020-09-18 00:12:00,0.0,-4.5617,120.25,14.968,-4.5617,0.0001399999999999,0.01733,0.0,0.0,0.0,21.122,14.715,-26.97,12.209,-2.7943,51
2020-09-18 00:13:00,0.0,-3.8707,119.97,15.03,-3.8707,0.00029,0.0195,0.0,0.0,0.0,20.404,14.715,-26.97,12.254,-2.7763,51
2020-09-18 00:14:00,0.0,-10.484,120.19,15.102,-10.484,0.0,0.01733,0.0001399999999999,0.0,0.0,20.786,14.714,-26.97,12.261,-2.6867,51
2020-09-18 00:15:00,0.0,-5.8068,120.0,15.121,-5.8068,0.0,0.0195,0.0,0.00216,0.0,20.57,14.715,-26.97,12.266,-2.7047,51
2020-09-18 00:16:00,0.0,-9.2167,120.05,15.141,-9.2167,0.0001399999999999,0.01733,0.0001399999999999,0.00216,0.0,21.262,14.715,-26.97,12.362,-2.6689,51
2020-09-18 00:17:00,0.0,-7.3273,120.04,15.191,-7.3273,0.0001399999999999,0.0195,-0.00029,0.0,0.0,20.773,14.715,-26.97,12.362,-2.5615,51
2020-09-18 00:18:00,0.0,-3.1337,120.09,15.225,-3.1337,0.0,0.0129999999999999,-0.0001399999999999,0.0,0.0,20.657,14.715,-26.97,12.399,-2.5793,51
2020-09-18 00:19:00,0.0,-8.9402,119.96,15.262,-8.9402,0.0001399999999999,0.00867,-0.0004299999999999,0.0,0.0,21.25,14.715,-26.97,12.457,-2.5972,51
2020-09-18 00:20:00,0.0,-8.0187,120.2,15.302,-8.0187,0.0,0.00867,0.0,0.00216,0.0,21.162,14.716,-26.97,12.501,-2.5794,51
2020-09-18 00:21:00,0.0,-13.48,119.85,15.304,-13.48,0.0001399999999999,0.0064999999999999,-0.0001399999999999,-0.00216,0.0,20.722,14.716,-26.97,12.451,-2.5436,51
2020-09-18 00:22:00,0.0,-6.567,120.44,15.319,-6.567,0.0,0.00867,0.0001399999999999,0.0,0.0,21.116,14.716,-26.97,12.525,-2.5972,51
2020-09-18 00:23:00,0.0,-30.485,120.1,15.432,-30.485,0.00029,0.0,0.0,-0.00216,0.0,21.085,14.716,-26.97,12.545,-2.472,51
2020-09-18 00:24:00,0.0,-6.9586,120.17,15.457,-6.9586,0.0,0.0151699999999999,-0.0001399999999999,0.0,0.0,20.648,14.716,-26.97,12.586,-2.5257,51
2020-09-18 00:25:00,0.0,-2.4194,119.96,15.418,-2.4194,0.00058,0.00867,-0.00029,-0.00216,0.0,19.733,14.716,-26.97,12.614,-2.472,51
2020-09-18 00:26:00,0.0,-29.194,120.53,15.397,-29.194,0.0,0.0043299999999999,0.0,0.0,0.0,22.436,14.716,-26.97,12.617,-2.3824,51
2020-09-18 00:27:00,0.0,-23.065,120.15,15.259,-23.065,0.00029,0.0108299999999999,0.0,0.0,0.0,20.749,14.716,-26.97,12.517,-2.4182,51
2020-09-18 00:28:00,0.0,-14.816,120.62,15.105,-14.816,0.0,0.0151699999999999,0.00058,0.0,0.0,20.646,14.716,-26.97,12.457,-2.5257,51
2020-09-18 00:29:00,0.0,14.309,119.98,14.97,14.309,0.0,0.0064999999999999,-0.00029,-0.00216,0.0,20.203,14.716,-26.97,12.35,-2.6512,51
2020-09-18 00:30:00,0.0,2.4425,120.69,14.832,2.4425,0.0,0.01733,0.0004299999999999,0.0,0.0,21.013,14.716,-26.97,12.236,-2.7228,51
2020-09-18 00:31:00,0.0,-1.1521,120.47,14.76,-1.1521,0.0001399999999999,0.0195,0.0,0.0,0.0,20.683,14.716,-26.97,12.157,-2.8482,51
2020-09-18 00:32:00,0.0,14.724,119.9,14.745,14.724,0.0004299999999999,0.0064999999999999,-0.0001399999999999,0.0,0.0,20.349,14.716,-26.97,12.145,-3.0631,51
2020-09-18 00:33:00,0.0,8.5946,119.85,14.792,8.5946,0.00101,0.0129999999999999,-0.00029,-0.00216,1e-05,20.051,14.716,-26.97,12.164,-3.1348,51
2020-09-18 00:34:00,0.0,-18.987,120.36,14.842,-18.987,-0.00029,0.0064999999999999,-0.0001399999999999,0.0,0.0,20.867,14.716,-26.97,12.192,-3.0452,51
2020-09-18 00:35:00,0.0,10.645,119.97,14.964,10.645,0.00072,0.00867,-0.0001399999999999,-0.0043299999999999,0.0,20.411,14.716,-26.97,12.239,-2.8661,51
2020-09-18 00:36:00,0.0,-20.3,120.19,15.003,-20.3,0.0,0.00867,0.0001399999999999,-0.0043299999999999,0.0,20.527,14.716,-26.97,12.268,-2.8482,51
2020-09-18 00:37:00,0.0,-10.622,120.01,15.009,-10.622,0.0004299999999999,0.0129999999999999,-0.00029,-0.0043299999999999,0.0,20.173,14.716,-26.97,12.268,-2.7049,51
2020-09-18 00:38:00,0.0,-8.295099999999998,120.29,14.941,-8.295099999999998,0.0001399999999999,0.0108299999999999,0.0,0.00216,0.0,20.671,14.716,-26.97,12.198,-2.7049,51
2020-09-18 00:39:00,0.0,-10.922,120.15,14.924,-10.922,0.0004299999999999,0.0195,-0.0001399999999999,-0.00216,1e-05,20.424,14.716,-26.97,12.233,-2.6512,51
2020-09-18 00:40:00,0.0,1.8203,120.04,14.968,1.8203,0.0001399999999999,0.0151699999999999,-0.0004299999999999,0.0,0.0,21.048,14.716,-26.97,12.179,-2.6512,51
2020-09-18 00:41:00,0.0,-5.484,119.93,14.87,-5.484,0.0004299999999999,0.0195,-0.00058,0.0,1e-05,20.557,14.716,-26.97,12.128,-2.6512,51
2020-09-18 00:42:00,0.0,10.139,120.37,14.837,10.139,0.00072,0.0043299999999999,0.0,0.0043299999999999,0.0,20.393,14.716,-26.97,12.072,-2.7767,51
2020-09-18 00:43:00,0.0,-21.291,120.56,14.823,-21.291,-0.00029,0.0,0.0001399999999999,-0.00216,0.0,20.429,14.716,-26.97,12.023,-2.6691,51
2020-09-18 00:44:00,0.0,3.6636,120.73,14.692,3.6636,0.0,0.01733,0.00072,0.0043299999999999,0.0,20.026,14.716,-26.97,11.975,-2.7408,51
