measured_on,ac_current__251,ac_current__779,ac_power__247,ac_power__773,ac_voltage__250,ac_volts__778,ambient_temp__252,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__249,dc_pos_current__775,dc_pos_voltage__248,dc_pos_voltage__774,dc_power_1__786,dc_power__246,dc_power__772,inverter_temp__256,inveter_temp__784,module_temp_1__253,module_temp_1__781,module_temp_2__254,module_temp_2__782,module_temp_3__255,module_temp_3__783,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,poa_irradiance__245,poa_irradiance__771,system_id
2011-12-15 00:00:00,,0.0,,-10.181,,120.06,,-0.2711,13.896,20.637,0.0001,0.4056,,-0.0001,,-0.0004,-10.181,,0.0,,21.03,,-0.9857,,-26.97,,-2.8374,,,,,,-2.2555,51
2011-12-15 00:15:00,,0.0,,-4.8076,,120.08,,-0.8115999999999999,13.896,20.594,0.0002,0.4015,,0.0,,-0.0005999999999999,-4.8076,,0.0001,,21.342,,-2.4297,,-26.97,,-4.0616,,,,,,-3.2147,51
2011-12-15 00:30:00,,0.0,,-6.716,,120.14,,-1.7561,13.897,20.558,0.0002999999999999,0.3865,,0.0,,-0.0011999999999999,-6.716,,0.0001,,20.975,,-3.894,,-26.97,,-5.4397,,,,,,-3.5286,51
2011-12-15 00:45:00,,0.0,,-6.8159,,120.19,,-2.3147,13.898,20.524,0.0002,0.3985,,0.0001,,-0.0016999999999999,-6.8159,,0.0001,,20.961,,-3.8939,,-26.97,,-6.2687,,,,,,-3.3748,51
2011-12-15 01:00:00,,0.0,,-7.3432,,120.02,,-2.7847,13.899,20.487,0.0001,0.4092,,-0.0001,,-0.0014,-7.3432,,0.0001,,20.764,,-4.2366,,-26.97,,-6.7294,,,,,,-3.202,51
2011-12-15 01:15:00,,0.0,,-4.713,,120.19,,-2.9492,13.899,20.446,0.0002999999999999,0.4202,,0.0,,-0.0002999999999999,-4.713,,0.0001,,20.81,,-4.3479,,-26.97,,-6.8298,,,,,,-3.0863,51
2011-12-15 01:30:00,,0.0,,-4.6854,,120.17,,-2.9887,13.9,20.401,0.0001,0.4309,,0.0,,-0.0012999999999999,-4.6854,,0.0001,,20.714,,-4.0135,,-26.97,,-6.8079,,,,,,-3.0627,51
2011-12-15 01:45:00,,0.0,,-4.9392,,120.21,,-3.1948,13.901,20.357,0.0,0.4269999999999999,,-0.0001,,-0.0001,-4.9392,,0.0,,20.798,,-3.8939,,-26.97,,-6.5813,,,,,,-2.5149,51
2011-12-15 02:00:00,,0.0,,-1.3298,,120.19,,-2.1345,13.902,20.311,0.0004,0.4344,,0.0,,0.0001,-1.3298,,0.0002,,21.067,,-3.8939,,-26.97,,-6.0624,,,,,,-2.2106,51
2011-12-15 02:15:00,,0.0,,-2.3352,,120.18,,-1.989,13.904,20.267,0.0001,0.4461,,0.0,,-0.0004,-2.3352,,0.0,,20.992,,-3.8939,,-26.97,,-6.0324,,,,,,-2.7877,51
2011-12-15 02:30:00,,0.0,,-5.1869,,120.31,,-1.5869,13.905,20.226,0.0002,0.4447999999999999,,0.0,,-0.0019,-5.1869,,0.0001,,20.995,,-3.8939,,-26.97,,-6.0214,,,,,,-2.2084,51
2011-12-15 02:45:00,,0.0,,-6.5444,,120.42,,-1.2925,13.905,20.188,0.0001,0.4527999999999999,,0.0,,-0.001,-6.5444,,0.0001,,20.67,,-3.8939,,-26.97,,-5.5417,,,,,,-1.6908,51
2011-12-15 03:00:00,,0.0,,-8.9596,,120.44,,-1.6751,13.906,20.154,0.0002,0.4535,,-0.0001,,-0.0001,-8.9596,,0.0001,,20.57,,-3.8939,,-26.97,,-5.6962,,,,,,-2.4263,51
2011-12-15 03:15:00,,0.0,,-6.0786,,120.33,,-1.36,13.908,20.123,0.0001,0.4655,,-0.0001,,0.0,-6.0786,,0.0,,20.714,,-3.8939,,-26.97,,-5.5588,,,,,,-2.5408,51
2011-12-15 03:30:00,,0.0,,-4.9979,,120.37,,-1.3425,13.908,20.096,0.0002999999999999,0.4546999999999999,,0.0,,-0.0025,-4.9979,,0.0001,,20.875,,-3.8939,,-26.97,,-5.7274,,,,,,-2.8395,51
2011-12-15 03:45:00,,0.0,,-3.1009,,120.3,,-1.199,13.91,20.071,0.0,0.4541999999999999,,-0.0001,,-0.0008999999999999,-3.1009,,0.0,,20.648,,-3.8939,,-26.97,,-5.1745,,,,,,-2.4702,51
2011-12-15 04:00:00,,0.0,,-5.0965,,120.37,,-1.29,13.911,20.049,0.0001,0.4853,,-0.0001,,-0.0025,-5.0965,,0.0001,,20.784,,-3.8939,,-26.97,,-5.0907,,,,,,-2.4826,51
2011-12-15 04:15:00,,0.0,,-5.1119,,120.21,,-1.1976,13.911,20.026,0.0,0.4617999999999999,,-0.0001,,-0.001,-5.1119,,0.0,,20.86,,-3.8939,,-26.97,,-5.0954,,,,,,-2.66,51
2011-12-15 04:30:00,,0.0,,-7.1307,,120.13,,-0.7634999999999998,13.912,20.005,0.0001,0.443,,-0.0001,,-0.0006999999999999,-7.1307,,0.0,,20.567,,-3.8938,,-26.97,,-4.8925,,,,,,-2.4939,51
2011-12-15 04:45:00,,0.0,,-5.7485,,119.99,,-0.9279,13.914,19.989,0.0001,0.4454,,-0.0002,,-0.0008999999999999,-5.7485,,0.0,,20.574,,-3.8938,,-26.97,,-5.2054,,,,,,-2.7892,51
2011-12-15 05:00:00,,0.0,,-6.3866,,120.0,,-1.0244,13.914,19.972,0.0,0.4436999999999999,,-0.0001,,-0.0011999999999999,-6.3866,,0.0,,20.487,,-3.8937,,-26.97,,-5.3095,,,,,,-2.3872,51
2011-12-15 05:15:00,,0.0,,-7.4013,,119.78,,-1.3506,13.915,19.959,0.0001,0.4439,,0.0,,-0.0006999999999999,-7.4013,,0.0001,,20.542,,-3.8936,,-26.97,,-5.4614,,,,,,-2.2615,51
2011-12-15 05:30:00,,0.0,,-8.3146,,119.7,,-1.8466,13.916,19.944,0.0002,0.445,,0.0001,,-0.0016999999999999,-8.3146,,0.0001,,20.496,,-3.8936,,-26.97,,-5.7183,,,,,,-2.4613,51
2011-12-15 05:45:00,,0.0,,-10.75,,119.31,,-2.5562,13.917,19.926,0.0001,0.4829,,-0.0001,,0.0,-10.75,,0.0,,20.421,,-3.919,,-26.97,,-6.4039,,,,,,-3.2519,51
2011-12-15 06:00:00,,0.0,,-5.7901,,119.48,,-3.1053,13.918,19.907,0.0002,0.4929,,-0.0001,,-0.0004,-5.7901,,0.0001,,20.906,,-5.9038,,-26.97,,-7.0288,,,,,,-3.4394,51
2011-12-15 06:15:00,,0.0,,-2.6152,,118.96,,-3.647,13.92,19.888,0.0002,0.5524,,-0.0001,,0.0005999999999999,-2.6152,,0.0001,,20.651,,-5.92,,-26.97,,-7.385399999999998,,,,,,-3.427,51
2011-12-15 06:30:00,,0.0,,-4.7154,,119.7,,-3.7496,13.92,19.863,0.0001,0.9065,,-0.0001,,-0.0005999999999999,-4.7154,,0.0001,,20.539,,-6.283,,-26.97,,-7.5049,,,,,,-3.4023,51
2011-12-15 06:45:00,,0.0,,-5.6563,,120.23,,-4.1736,13.917,19.841,0.0,7.2663,,-0.0002,,5.7086,-5.6563,,-0.0011,,20.536,,-7.0267,,-26.97,,-8.161099999999998,,,,,,-3.1902,51
2011-12-15 07:00:00,,0.0,,-8.4898,,120.24,,-3.9895,13.917,19.817,-0.0001,87.278,,-0.0004,,86.93899999999998,-8.4898,,-0.0493999999999999,,20.37,,-6.4291,,-26.97,,-7.7159,,,,,,-2.0841,51
2011-12-15 07:15:00,,0.0,,-8.2116,,120.02,,-4.0574,13.919,19.788,0.0408,175.6,,0.0245,,173.9,-8.2116,,12.033,,20.457,,-6.3172,,-26.97,,-7.5585,,,,,,2.4513,51
2011-12-15 07:30:00,,0.0,,184.08,,120.07,,-4.3207,13.92,19.749,0.9002,245.98,,0.0184999999999999,,284.17,184.08,,230.3,,20.446,,-5.6452,,-26.97,,-6.3746,,,,,,81.35599999999998,51
2011-12-15 07:45:00,,0.0,,699.04,,120.16,,-4.0376,13.921,19.707,3.061,256.67,,0.0155999999999999,,308.24,699.04,,792.11,,20.391,,-2.3302,,-26.97,,-0.1421,,,,,,233.21,51
2011-12-15 08:00:00,,0.0,,1134.2,,120.1,,-3.1665,13.923,19.684,4.8524,257.72,,0.0155999999999999,,307.97,1134.2,,1254.5,,20.362,,1.2814,,-26.97,,6.3976,,,,,,355.77,51
