measured_on,ac_current__779,ac_power__773,ac_volts__778,ambient_temp__780,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power__772,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,poa_irradiance__771,system_id
2019-06-23 00:00:00,0.0,-6.9074,121.4,8.7695,-6.9074,0.00058,0.15859,0.00029,-0.00651,9e-05,19.458,-12.969,-26.97,6.1351,-1.9754,51
2019-06-23 00:01:00,0.0,-17.465,121.71,8.7931,-17.465,0.0,0.15642,0.0,-0.00434,0.0,20.141,-12.054,-26.97,6.1339,-1.9754,51
2019-06-23 00:02:00,0.0,-27.191,121.64,8.7931,-27.191,0.0,0.15642,0.0,0.0,0.0,19.893,-12.664,-26.97,6.1438,-1.9933,51
2019-06-23 00:03:00,0.0,-7.1616,121.55,8.7953,-7.1616,0.0001399999999999,0.15642,0.0,-0.00651,2e-05,20.034,-12.658,-26.97,6.1497,-1.9933,51
2019-06-23 00:04:00,0.0,-12.267,121.15,8.7933,-12.267,0.0,0.14555,-0.00029,0.0,0.0,18.891,-11.736,-26.97,6.1565,-2.0652,51
2019-06-23 00:05:00,0.0,7.2308,120.83,8.8057,7.2308,0.0,0.14338,-0.0001399999999999,0.00217,0.0,18.946,-12.185,-26.97,6.1325,-2.0113,51
2019-06-23 00:06:00,0.0,-15.039,121.49,8.8192,-15.039,0.0,0.14773,0.0,-0.00434,0.0,18.625,-12.035,-26.97,6.1285,-2.119,51
2019-06-23 00:07:00,0.0,-4.9438,121.16,8.8214,-4.9438,0.0001399999999999,0.14773,-0.00087,0.0,2e-05,18.833,-12.652,-26.97,6.1363,-2.0292,51
2019-06-23 00:08:00,0.0,-12.544,121.37,8.8147,-12.544,0.0001399999999999,0.15207,0.0,-0.00217,2e-05,18.258,-13.118,-26.97,6.1316,-2.0113,51
2019-06-23 00:09:00,0.0,-13.676,121.32,8.8221,-13.676,0.0,0.14555,-0.00029,0.0,0.0,18.528,-12.035,-26.97,6.1057,-1.9574,51
2019-06-23 00:10:00,0.0,-10.604,121.35,8.8109,-10.604,0.0,0.11949,0.0,0.00217,0.0,18.537,-12.658,-26.97,6.0704,-1.9933,51
2019-06-23 00:11:00,0.0,-15.409,121.31,8.8153,-15.409,0.0,0.11949,-0.0004299999999999,0.0,0.0,18.749,-12.969,-26.97,6.0248,-2.0831,51
2019-06-23 00:12:00,0.0,7.993299999999999,121.14,8.8223,7.993299999999999,0.00029,0.11949,-0.00029,-0.00434,3e-05,18.68,-12.502,-26.97,5.9612,-2.1549,51
2019-06-23 00:13:00,0.0,-24.511,121.62,8.786699999999998,-24.511,0.0,0.10645,0.0001399999999999,0.0,0.0,18.672,-13.585,-26.97,5.8972,-2.2088,51
2019-06-23 00:14:00,0.0,9.4486,120.76,8.7477,9.4486,0.00058,0.12383,-0.0001399999999999,0.00434,7e-05,19.163,-13.119,-26.97,5.908,-2.3884,51
2019-06-23 00:15:00,0.0,-19.221,121.6,8.748599999999998,-19.221,0.0001399999999999,0.11514,-0.0001399999999999,-0.00217,2e-05,18.459,-13.585,-26.97,5.8331,-2.4423,51
2019-06-23 00:16:00,0.0,-14.716,121.6,8.7293,-14.716,0.0,0.10645,0.0,-0.00434,0.0,18.521,-13.43,-26.97,5.6967,-2.4243,51
2019-06-23 00:17:00,0.0,-14.739,121.39,8.6933,-14.739,0.0,0.11514,0.0,0.0,0.0,18.456,-13.585,-26.97,5.5985,-2.55,51
