measured_on,ac_current__379,ac_current__427,ac_current__779,ac_power_1__788,ac_power_2__789,ac_power__375,ac_power__423,ac_power__773,ac_voltage__378,ac_voltage__426,ac_volts__778,ambient_temp__380,ambient_temp__428,ambient_temp__780,das_battery_voltage__386,das_battery_voltage__434,das_battery_voltage__790,das_temp__385,das_temp__433,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__377,dc_pos_current__425,dc_pos_current__775,dc_pos_voltage__376,dc_pos_voltage__424,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__374,dc_power__422,dc_power__772,inverter_temp_2__791,inverter_temp__384,inverter_temp__432,inveter_temp__784,module_temp_1__381,module_temp_1__429,module_temp_1__781,module_temp_2__382,module_temp_2__430,module_temp_2__782,module_temp_3__383,module_temp_3__431,module_temp_3__783,poa_irradiance__373,poa_irradiance__421,poa_irradiance__771,power_factor__387,system_id
2011-09-27 00:00:00,,,0.0,-3.3387,-2.855,,,-6.1937,,,120.69,,,18.329,,,13.758,,,25.525,0.0005999999999999,0.0172999999999999,,,0.0,,,0.0,0.0,0.0,,,0.0,16.241,,,23.655,,,16.62,,,-26.97,,,15.176,,,-99999.0,,51
2011-09-27 00:01:00,,,0.0,2.2104,-2.2741,,,-0.0637,,,120.76,,,18.269,,,13.755,,,25.511,0.0004,0.0219999999999999,,,0.0,,,0.0,0.0,0.0,,,0.0,16.993,,,25.19,,,16.543,,,-26.97,,,15.158,,,-99999.0,,51
2011-09-27 00:02:00,,,0.0,0.9669,-5.273,,,-4.3061,,,120.75,,,18.161,,,13.759,,,25.497,0.0001,0.0259999999999999,,,0.0001,,,-0.0022,0.0,0.0,,,0.0,17.355,,,23.573,,,16.476,,,-26.97,,,15.096,,,-99999.0,,51
2011-09-27 00:03:00,,,0.0,-3.9832,-5.664,,,-9.6473,,,120.7,,,18.156,,,13.76,,,25.482,0.0001,0.0259999999999999,,,0.0,,,0.0,0.0,0.0,,,0.0,16.007,,,24.036,,,16.476,,,-26.97,,,15.082,,,-99999.0,,51
2011-09-27 00:04:00,,,0.0,-2.0033,-1.4737,,,-3.477,,,120.6,,,18.119,,,13.76,,,25.467,0.0002999999999999,0.0259999999999999,,,-0.0001,,,-0.0022,0.0,0.0,,,0.0,16.163,,,24.057,,,16.476,,,-26.97,,,15.02,,,-99999.0,,51
2011-09-27 00:05:00,0.3367397999999999,,0.0,-4.4901,-2.3716,8.042184,,-6.8617,246.4846,,120.69,-3.340304,,17.992,13.76969,,13.76,-1.907032,,25.454,0.0,0.0259999999999999,-0.0379029499999999,,-0.0002999999999999,0.0,,-0.0022,0.0,0.0,0.0,,0.0,15.67,-2.898912,,23.781,-3.466734,,16.476,-3.335968,,-26.97,-3.902905,,14.965,-1.392736,,-99999.0,0.0908621599999999,51
2011-09-27 00:06:00,,,0.0,0.0921,-4.0295,,,-3.9374,,,120.75,,,17.937,,,13.761,,,25.444,0.0001,0.0259999999999999,,,-0.0004,,,-0.0086999999999999,0.0,0.0,,,0.0,16.305,,,24.484,,,16.476,,,-26.97,,,14.937,,,-99999.0,,51
2011-09-27 00:07:00,,,0.0,-2.3026,-0.1150999999999999,,,-2.4178,,,120.56,,,17.971,,,13.761,,,25.429,0.0001,0.0281999999999999,,,0.0,,,-0.0022,0.0,0.0,,,0.0,16.166,,,24.152,,,16.476,,,-26.97,,,14.897,,,-99999.0,,51
2011-09-27 00:08:00,,,0.0,-4.2368,-5.342,,,-9.5789,,,120.78,,,17.974,,,13.761,,,25.415,0.0001,0.0259999999999999,,,-0.0004,,,-0.0022,0.0,0.0,,,0.0,16.045,,,23.927,,,16.476,,,-26.97,,,14.875,,,-99999.0,,51
2011-09-27 00:09:00,,,0.0,-7.7601,-5.3651,,,-13.125,,,120.8,,,17.942,,,13.761,,,25.404,0.0001,0.0259999999999999,,,0.0001,,,0.0,0.0,0.0,,,0.0,15.734,,,24.138,,,16.476,,,-26.97,,,14.839,,,-99999.0,,51
