measured_on,ac_current__779,ac_power__773,ac_volts__778,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__772,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,poa_irradiance__771,system_id
2003-08-04 00:15:00,5.748,-21.416,122.36,20.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.679,-26.97,-26.97,20.135,0.0,51
2003-08-04 00:30:00,5.7542,-21.186,122.55,20.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.588,-26.983,-26.97,20.148,0.0,51
2003-08-04 00:45:00,5.7647,-21.36,122.62,20.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.542,-26.97,-26.97,20.144,0.0,51
2003-08-04 01:00:00,5.7522,-21.326,122.48,20.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.486,-26.97,-26.97,20.145,0.0,51
2003-08-04 01:15:00,5.7549,-20.734,122.49,20.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.446,-26.97,-26.97,20.595,0.0,51
2003-08-04 01:30:00,5.7562,-21.781,122.45,20.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.422,-26.97,-26.97,20.424,0.0,51
2003-08-04 01:45:00,5.7575,-21.048,122.55,21.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.395,-26.97,-26.97,20.942,0.0,51
2003-08-04 02:00:00,5.7608,-20.508,122.66,21.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.416,-26.97,-26.97,20.93,0.0,51
2003-08-04 02:15:00,5.7534,-20.489,122.57,21.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.435,-26.97,-26.97,20.727,0.0,51
2003-08-04 02:30:00,5.7608,-20.656,122.59,20.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.364,-26.97,-26.97,20.013,0.0,51
2003-08-04 02:45:00,5.7466,-21.079,122.04,20.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.272,-26.97,-26.97,20.07,0.0,51
2003-08-04 03:00:00,5.7563,-21.456,122.43,20.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.135,-26.97,-26.97,19.565,0.0,51
2003-08-04 03:15:00,5.7471,-21.291,122.2,20.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.016,-26.97,-26.97,19.802,0.0,51
2003-08-04 03:30:00,5.7404,-21.261,122.18,20.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.922,-26.97,-26.97,20.131,0.0,51
2003-08-04 03:45:00,5.7423,-20.552,122.16,20.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.872,-26.97,-26.97,20.149,0.0,51
2003-08-04 04:00:00,5.7361,-21.024,121.91,20.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.829,-26.97,-26.97,20.149,0.0,51
2003-08-04 04:15:00,5.7387,-20.794,122.1,20.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.768,-26.97,-26.97,20.145,0.0,51
2003-08-04 04:30:00,5.7326,-20.836,121.77,20.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.729,-26.97,-26.97,20.15,0.0,51
2003-08-04 04:45:00,5.728,-20.878,121.76,20.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.684,-26.97,-26.97,20.152,0.0,51
2003-08-04 05:00:00,5.7305,-21.075,121.84,19.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.602,-26.97,-26.97,19.525,0.0,51
2003-08-04 05:15:00,5.8264,-34.534,122.34,19.895,0.0,0.0,-0.00012,-108.48,0.00151,105.4,0.16,0.01,0.33928,23.573,-26.97,-26.983,19.543,2.9511,51
2003-08-04 05:30:00,6.3773,-117.78,122.09,20.338,0.0,0.0,-0.04007,-230.12,0.0336199999999999,228.61,7.69,9.22,17.061,24.68,-26.958,-26.984,20.158,14.902,51
2003-08-04 05:45:00,6.4191,-104.6,121.94,20.459,0.0,0.0,-0.14488,-244.26,0.1206,243.32,29.34,35.39,64.273,27.329,-26.971,-26.997,20.313,50.086,51
2003-08-04 06:00:00,6.7456,212.85,121.96,20.591,0.0,0.0,-0.7623499999999999,-221.16,0.7668899999999998,215.71,165.43,168.6,332.45,30.167,-26.983,-26.984,20.58,94.777,51
2003-08-04 06:15:00,7.941099999999999,510.0,121.36,21.222,0.0,0.0,-1.4549,-220.9,1.4639,215.36,315.27,321.39,636.85,32.628,-26.971,-26.944,21.455,148.9,51
