measured_on,ac_current__1089,ac_current__779,ac_power__1085,ac_power__773,ac_voltage__1088,ac_volts__778,ambient_temp__1090,ambient_temp__780,das_battery_voltage__1096,das_battery_voltage__790,das_temp__1095,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__1087,dc_pos_current__775,dc_pos_voltage__1086,dc_pos_voltage__774,dc_power_1__786,dc_power__1084,dc_power__772,inverter_temp__1094,inveter_temp__784,module_temp_1__1091,module_temp_1__781,module_temp_2__1092,module_temp_2__782,module_temp_3__1093,module_temp_3__783,poa_irradiance__1083,poa_irradiance__771,power_factor__1097,system_id
2012-03-28 00:00:00,,0.0,,-6.8508,,120.29,,8.896499999999998,,13.967,,17.86,0.0001,0.1779,,0.0,,-0.0008999999999999,-6.8508,,0.0,,18.926,,8.6066,,-26.97,,4.6593,,-2.8701,,51
2012-03-28 00:15:00,,0.0,,-5.1023,,120.34,,8.7073,,13.973,,17.676,0.0002,0.1898,,0.0,,-0.0008999999999999,-5.1023,,0.0,,18.879,,7.684999999999999,,-26.97,,4.0862,,-3.1724,,51
2012-03-28 00:30:00,,0.0,,-8.561999999999998,,120.33,,10.407,,13.979,,17.475,0.0001,0.1749999999999999,,-0.0001,,-0.0001,-8.561999999999998,,0.0,,18.634,,10.435,,-26.97,,6.911,,-2.0581,,51
2012-03-28 00:45:00,,0.0,,-7.4606,,120.46,,10.033,,13.984,,17.285,0.0001,0.1724,,0.0001,,-0.0016999999999999,-7.4606,,0.0,,18.644,,9.475,,-26.97,,7.317,,-2.5863,,51
2012-03-28 01:00:00,,0.0,,-3.8535,,120.4,,9.8773,,13.989,,17.11,0.0002,0.1809999999999999,,-0.0001,,0.0,-3.8535,,0.0,,18.473,,9.0249,,-26.97,,7.0097,,-2.7808,,51
2012-03-28 01:15:00,,0.0,,-9.7419,,120.53,,9.019100000000002,,13.994,,16.956,0.0002,0.1651,,0.0,,-0.0006999999999999,-9.7419,,0.0,,18.161,,7.5476,,-26.97,,5.0213,,-4.5123,,51
2012-03-28 01:30:00,,0.0,,-7.1619,,120.61,,7.6997,,13.998,,16.821,0.0001,0.1721999999999999,,0.0001,,-0.0014,-7.1619,,0.0,,17.982,,6.8601,,-26.97,,3.4316,,-4.5314,,51
2012-03-28 01:45:00,,0.0,,-5.5418,,120.53,,7.3924,,14.002,,16.669,0.0001,0.1729,,-0.0002,,0.0005999999999999,-5.5418,,0.0,,17.908,,6.8706,,-26.97,,2.6494,,-4.071,,51
2012-03-28 02:00:00,,0.0,,-4.4679,,120.68,,8.9005,,14.006,,16.495,0.0002,0.1638999999999999,,0.0,,-0.0011999999999999,-4.4679,,0.0,,17.984,,8.766199999999998,,-26.97,,5.1661,,-2.2732,,51
2012-03-28 02:15:00,,0.0,,1.531,,120.57,,8.6819,,14.011,,16.304,0.0004,0.1701999999999999,,-0.0001,,-0.0011999999999999,1.531,,0.0001,,17.745,,8.8292,,-26.97,,5.687,,-2.4352,,51
2012-03-28 02:30:00,,0.0,,-8.6418,,120.66,,8.5647,,14.017,,16.11,0.0002,0.1777,,-0.0001,,-0.0006999999999999,-8.6418,,0.0,,17.492,,8.8115,,-26.97,,5.6967,,-2.4026,,51
2012-03-28 02:45:00,,0.0,,-7.2862,,120.63,,8.526099999999998,,14.023,,15.928,0.0001,0.2278999999999999,,0.0,,-0.001,-7.2862,,0.0,,17.291,,8.4661,,-26.97,,5.8531,,-2.3365,,51
2012-03-28 03:00:00,,0.0,,-8.889599999999998,,120.64,,8.858399999999998,,14.028,,15.771,0.0001,0.2132999999999999,,0.0,,-0.0011999999999999,-8.889599999999998,,0.0,,17.156,,8.8299,,-26.97,,6.2926,,-2.0387,,51
2012-03-28 03:15:00,,0.0,,-4.072,,120.42,,8.300599999999998,,14.032,,15.623,0.0002,0.2016999999999999,,0.0,,-0.002,-4.072,,0.0,,17.051,,7.944499999999999,,-26.97,,5.6651,,-2.5962,,51
2012-03-28 03:30:00,,0.0,,-1.1312,,120.41,,8.1683,,14.037,,15.46,0.0002,0.2026,,-0.0001,,-0.0002999999999999,-1.1312,,0.0,,16.972,,7.7552,,-26.97,,5.5052,,-2.5165,,51
2012-03-28 03:45:00,,0.0,,-5.0173,,120.47,,7.6649,,14.043,,15.276,0.0001,0.2066999999999999,,-0.0002,,-0.0008999999999999,-5.0173,,0.0,,16.539,,6.6573,,-26.97,,4.9694,,-2.6594,,51
2012-03-28 04:00:00,,0.0,,-1.6268,,120.26,,7.9215,,14.049,,15.087,0.0002,0.2048,,-0.0002,,-0.001,-1.6268,,0.0,,16.349,,7.2863,,-26.97,,5.2474,,-2.3998,,51
