measured_on,ac_current__779,ac_power__773,ac_volts__778,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__772,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,poa_irradiance__771,system_id
2000-10-17 00:15:00,5.6414,-22.438,120.46,9.4396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.912,7.337399999999999,5.951,7.3311,0.0,51
2000-10-17 00:30:00,5.6435,-22.36,120.55,8.5929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.706,5.7276,5.0758,5.7082,0.0,51
2000-10-17 00:45:00,5.6485,-22.357,120.63,8.9839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.479,5.2045,5.0764,5.1789,0.0,51
2000-10-17 01:00:00,5.6476,-22.161,120.57,9.8765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.469,7.2411,6.2545,7.234899999999999,0.0,51
2000-10-17 01:15:00,5.6469,-22.321,120.62,9.6026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.425,7.346599999999999,6.3598,7.346599999999999,0.0,51
2000-10-17 01:30:00,5.6495,-22.76,120.6,9.1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.341,6.3923,5.2814,6.4802,0.0,51
2000-10-17 01:45:00,5.6494,-21.97,120.66,7.617899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.252,4.3532,3.7694,4.475,0.0,51
2000-10-17 02:00:00,5.6505,-22.3,120.64,6.3422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.931,2.6538,2.6539,2.6538,0.0,51
2000-10-17 02:15:00,5.6531,-22.206,120.69,6.5036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.642,2.6543,2.6541,2.6542,0.0,51
2000-10-17 02:30:00,5.6535,-22.347,120.7,5.7475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.362,2.6555,2.6556,2.6556,0.0,51
2000-10-17 02:45:00,5.6559,-22.384,120.72,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.193,2.4942,0.69464,2.6146,0.0,51
2000-10-17 03:00:00,5.6497,-21.674,120.62,5.8498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.002,2.6574,0.73855,2.6574,0.0,51
2000-10-17 03:15:00,5.6329,-21.621,120.27,5.4593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.692,2.6574,1.8331,2.6574,0.0,51
2000-10-17 03:30:00,5.6325,-22.648,120.18,5.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.439,2.6577,2.6577,2.6576,0.0,51
2000-10-17 03:45:00,5.6264,-22.081,120.06,5.8367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.203,2.6597,2.6598,2.66,0.0,51
2000-10-17 04:00:00,5.6355,-22.329,120.27,5.6325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.051,2.661,2.661,2.661,0.0,51
2000-10-17 04:15:00,5.6355,-21.844,120.17,5.8556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.881,2.661,2.661,2.661,0.0,51
