measured_on,ac_current__779,ac_power__773,ac_volts__778,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power_1__786,dc_power__772,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,poa_irradiance__771,system_id
2015-12-28 00:00:00,0.0,-13.717,121.65,-12.997,14.467,-0.66151,-0.00029,0.94344,0.0,-0.0043499999999999,-13.717,-0.00027,-2.0315,-12.149,-26.97,-15.917,-2.4871,51
2015-12-28 00:01:00,0.0,-6.1401,121.33,-12.905,14.468,-0.66864,0.0,0.93908,0.0004299999999999,-0.00653,-6.1401,0.0,-0.51202,-12.149,-26.97,-16.022,-2.504,51
2015-12-28 00:02:00,0.0,-5.5145,121.31,-12.846,14.467,-0.67668,0.0001399999999999,0.94126,0.0001399999999999,0.0,-5.5145,0.0001399999999999,-0.68869,-12.149,-26.97,-16.166,-2.5548,51
2015-12-28 00:03:00,0.0,5.1901,121.26,-12.844,14.468,-0.6874,-0.0001399999999999,0.8868,0.0,0.0,5.1901,-0.0001299999999999,-1.0719,-12.149,-26.97,-16.296,-2.6732,51
2015-12-28 00:04:00,0.0,-22.962,121.85,-12.858,14.468,-0.6981199999999999,0.0,0.84758,0.0,0.0,-22.962,0.0,-1.5682,-12.149,-26.97,-16.382,-2.7916,51
2015-12-28 00:05:00,0.0,-5.9083,121.49,-12.878,14.468,-0.70794,0.00029,0.86936,0.0,0.0,-5.9083,0.00025,-1.0944,-12.149,-26.97,-16.446,-2.8255,51
2015-12-28 00:06:00,0.0,-5.4913,121.15,-12.896,14.469,-0.71689,-0.00029,0.8693699999999999,-0.0001399999999999,0.00218,-5.4913,-0.00025,-1.3225,-12.149,-26.97,-16.515,-2.7916,51
2015-12-28 00:07:00,0.0,-27.411,121.6,-12.937,14.47,-0.7258,0.0,0.8846199999999999,0.0,0.0,-27.411,0.0,-1.9955,-12.149,-26.97,-16.58,-2.6901,51
2015-12-28 00:08:00,0.0,-16.59,121.4,-13.003,14.47,-0.73562,0.0,0.88244,0.0,0.0043499999999999,-16.59,0.0,-1.0523,-12.149,-26.97,-16.661,-2.7916,51
2015-12-28 00:09:00,0.0,-11.33,121.24,-13.056,14.47,-0.74367,0.0001399999999999,0.88244,-0.00029,0.00218,-11.33,0.00012,-1.3882,-12.149,-26.97,-16.716,-2.7747,51
