measured_on,ac_current__779,ac_meter_1_power_kw__1041,ac_meter_2_power_kw__1042,ac_power_1__788,ac_power_2__789,ac_power__1137,ac_power__773,ac_power_metered_kw__1040,ac_volts__778,ambient_temp__1053,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__1136,dc_power__772,inv1_ac_power_kw__1043,inv1_dc_current__1045,inv1_dc_power__1134,inv1_dc_voltage__1044,inv1_temp__1046,inv2_ac_power_kw__1047,inv2_dc_current__1049,inv2_dc_power__1135,inv2_dc_voltage__1048,inv2_temp__1050,inverter_temp_2__791,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,module_temp__1056,poa_irradiance__1055,poa_irradiance__771,poa_irradiance_refcell__1054,refcell_temp__1052,wind_speed__1051,system_id
2011-07-16 00:01:00,0.0,,,-4.1663,-3.6139,,-7.7803,,120.3,,20.755,13.726,26.823,0.0,0.5930999999999998,-0.0002999999999999,-0.0022,0.0,0.0,,0.0,,,,,,,,,,,15.583,24.451,19.803,-26.97,18.012,,,-99999.0,,,,51
2011-07-16 00:02:00,0.0,,,-4.0047,-3.1533,,-7.158,,120.37,,20.676,13.73,26.819,0.0,0.5866,-0.0001,0.0,0.0,0.0,,0.0,,,,,,,,,,,15.813,23.816,19.803,-26.97,17.965,,,-99999.0,,,,51
2011-07-16 00:03:00,0.0,,,-3.1073,-2.2328,,-5.34,,120.4,,20.575,13.729,26.812,-0.0001,0.5887,0.0,-0.0022,0.0,-0.0001,,-0.0001,,,,,,,,,,,15.402,24.104,19.736,-26.97,17.876,,,-99999.0,,,,51
2011-07-16 00:04:00,0.0,,,-2.762,-3.9589,,-6.7209,,120.5,,20.448,13.729,26.804,0.0,0.5844,-0.0001,-0.0022,0.0,0.0,,0.0,,,,,,,,,,,16.077,23.974,18.923,-26.97,17.758,,,-99999.0,,,,51
2011-07-16 00:05:00,0.0,,,-2.3707,-3.0611,,-5.4317,,120.46,,20.328,13.729,26.795,0.0,0.5908999999999999,-0.0004,0.0,0.0,0.0,,0.0,,,,,,,,,,,15.922,24.588,18.58,-26.97,17.702,,,-99999.0,,,,51
2011-07-16 00:06:00,0.0,,,-4.9028,-3.8439,,-8.7468,,120.43,,20.298,13.73,26.788,-0.0001,0.5908999999999999,0.0,0.0,0.0,-0.0001,,-0.0001,,,,,,,,,,,15.69,24.437,18.306,-26.97,17.681,,,-99999.0,,,,51
2011-07-16 00:07:00,0.0,,,-2.9922,-2.6703,,-5.6624,,120.39,,20.26,13.73,26.779,-0.0001,0.5908999999999999,0.0,0.0022,0.0,-0.0001,,-0.0001,,,,,,,,,,,16.052,24.257,18.787,-26.97,17.643,,,-99999.0,,,,51
2011-07-16 00:08:00,0.0,,,-2.0256,-1.6804,,-3.7059,,120.38,,20.316,13.73,26.773,0.0,0.5866,-0.0002999999999999,0.0022,0.0,0.0,,0.0,,,,,,,,,,,15.569,24.55,19.262,-26.97,17.631,,,-99999.0,,,,51
2011-07-16 00:09:00,0.0,,,-3.1076,-3.3836,,-6.4912,,120.46,,20.366,13.73,26.761,0.0001,0.5844,-0.0001,0.0022,0.0,0.0001,,0.0001,,,,,,,,,,,15.73,24.244,19.736,-26.97,17.618,,,-99999.0,,,,51
2011-07-16 00:10:00,0.0,,,-3.3608,-4.5346,,-7.8954,,120.55,,20.426,13.732,26.753,0.0,0.5887999999999999,0.0,-0.0043,0.0,0.0,,0.0,,,,,,,,,,,15.857,24.511,19.803,-26.97,17.584,,,-99999.0,,,,51
