measured_on,ac_current__427,ac_current__779,ac_power_1__788,ac_power_2__789,ac_power__423,ac_power__773,ac_voltage__426,ac_volts__778,ambient_temp__428,ambient_temp__780,das_battery_voltage__434,das_battery_voltage__790,das_temp__433,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__425,dc_pos_current__775,dc_pos_voltage__424,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__422,dc_power__772,inverter_temp_2__791,inverter_temp__432,inveter_temp__784,module_temp_1__429,module_temp_1__781,module_temp_2__430,module_temp_2__782,module_temp_3__431,module_temp_3__783,poa_irradiance__421,poa_irradiance__771,system_id
2011-08-10 00:00:00,,0.0,-4.6735,-2.3022,,-6.9756,,120.81,,16.003,,13.753,,25.625,-0.0001,0.4763,,0.0,,-0.0022,0.0,-0.0001,,-0.0001,15.86,,24.602,,16.473,,-26.97,,15.61,,-99999.0,51
2011-08-10 00:01:00,,0.0,-4.5053,-3.3152,,-7.8205,,120.82,,15.989,,13.753,,25.606,0.0,0.4875999999999999,,-0.0002999999999999,,-0.004,0.0,0.0,,0.0,16.119,,24.534,,16.474,,-26.97,,15.598,,-99999.0,51
2011-08-10 00:02:00,,0.0,-3.131,-2.5325,,-5.6635,,120.78,,15.978,,13.755,,25.585,-0.0004,0.4806,,-0.0001,,0.0,0.0,-0.0002,,-0.0002,16.699,,25.658,,16.473,,-26.97,,15.576,,-99999.0,51
2011-08-10 00:03:00,,0.0,-4.1209,-3.3382,,-7.4593,,120.86,,15.949,,13.756,,25.566,0.0001,0.4935999999999999,,-0.0002999999999999,,0.0022,0.0,0.0001,,0.0001,16.751,,24.739,,16.475,,-26.97,,15.562,,-99999.0,51
2011-08-10 00:04:00,,0.0,-3.4993,-2.8778,,-6.3771,,120.77,,15.978,,13.756,,25.551,0.0,0.4828,,0.0,,0.0022,0.0,0.0,,0.0,16.289,,24.542,,16.475,,-26.97,,15.574,,-99999.0,51
2011-08-10 00:05:00,,0.0,-2.3024,-1.3584,,-3.6607,,120.67,,16.029,,13.756,,25.531,0.0,0.4611,,0.0002999999999999,,-0.0022,0.0,0.0,,0.0,16.145,,24.517,,16.475,,-26.97,,15.574,,-99999.0,51
2011-08-10 00:06:00,,0.0,-2.5096,-3.2693,,-5.7788,,120.76,,16.008,,13.756,,25.513,0.0,0.4611,,-0.0004,,0.0022,0.0,0.0,,0.0,16.052,,24.459,,16.475,,-26.97,,15.56,,-99999.0,51
2011-08-10 00:07:00,,0.0,-4.2133,-3.0391,,-7.252399999999998,,120.49,,16.002,,13.757,,25.493,-0.0001,0.4567999999999999,,-0.0001,,0.0022,0.0,-0.0001,,-0.0001,15.713,,24.178,,16.475,,-26.97,,15.551,,-99999.0,51
2011-08-10 00:08:00,,0.0,-2.0952,-3.7297,,-5.8249,,120.01,,16.002,,13.758,,25.477,-0.0001,0.4287,,-0.0001,,-0.0022,0.0,-0.0001,,-0.0001,16.064,,24.64,,16.476,,-26.97,,15.542,,-99999.0,51
2011-08-10 00:09:00,,0.0,-3.2693,-1.6347,,-4.904,,119.91,,16.004,,13.76,,25.458,0.0004,0.4437999999999999,,-0.0004,,0.0,0.0,0.0002,,0.0002,16.086,,24.593,,16.476,,-26.97,,15.544,,-99999.0,51
2011-08-10 00:10:00,,0.0,-4.904,-5.0191,,-9.9231,,120.03,,16.004,,13.76,,25.441,0.0,0.4655,,-0.0002999999999999,,-0.0022,0.0,0.0,,0.0,16.113,,24.28,,16.476,,-26.97,,15.541,,-99999.0,51
2011-08-10 00:11:00,,0.0,-2.5557,-2.4636,,-5.0192,,119.9,,16.007,,13.76,,25.425,0.0001,0.4698,,-0.0004,,0.0,0.0,0.0001,,0.0001,16.016,,24.718,,16.476,,-26.97,,15.538,,-99999.0,51
2011-08-10 00:12:00,,0.0,-2.4406,-1.3124,,-3.7529,,119.85,,16.004,,13.761,,25.407,0.0001,0.4502999999999999,,-0.0004,,-0.0043,0.0,0.0001,,0.0001,16.545,,25.035,,16.476,,-26.97,,15.532,,-99999.0,51
2011-08-10 00:13:00,,0.0,-1.7268,-5.8942,,-7.621,,120.02,,15.989,,13.762,,25.39,0.0,0.4439,,-0.0004,,0.0,0.0,0.0,,0.0,16.857,,24.6,,16.476,,-26.97,,15.531,,-99999.0,51
