measured_on,ac_current__779,ac_meter_1_power_kw__1017,ac_meter_2_power_kw__1018,ac_power__773,ac_power_metered_1_2__1133,ac_power_metered_kw__1016,ac_volts__778,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power_1__786,dc_power__1132,dc_power__772,inv1_ac_power_kw__1019,inv1_dc_current__1021,inv1_dc_power__1130,inv1_dc_voltage__1020,inv1_temp__1022,inv2_ac_power_kw__1023,inv2_dc_current__1025,inv2_dc_power__1131,inv2_dc_voltage__1024,inv2_temp__1026,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,poa_irradiance__771,system_id
2012-03-14 00:00:00,0.0,,,-4.6101,,,119.49,9.9018,13.981,17.577,0.0001,0.2082,-0.0001,-0.0006999999999999,-4.6101,,0.0,,,,,,,,,,,18.662,8.8336,-26.97,5.1726,-4.9948,51
2012-03-14 00:15:00,0.0,,,-5.8577,,,119.64,9.8263,13.985,17.423,0.0002,0.2083,-0.0001,-0.0002999999999999,-5.8577,,0.0,,,,,,,,,,,18.326,8.772999999999998,-26.97,4.7032,-4.8556,51
2012-03-14 00:30:00,0.0,,,-7.2088,,,119.78,9.7625,13.988,17.266,0.0,0.2152999999999999,-0.0001,-0.0002999999999999,-7.2088,,0.0,,,,,,,,,,,18.162,8.5685,-26.97,4.9192,-4.0357,51
2012-03-14 00:45:00,0.0,,,-4.7477,,,119.86,8.6714,13.993,17.11,0.0002,0.2127999999999999,0.0,-0.001,-4.7477,,0.0,,,,,,,,,,,18.481,8.1006,-26.97,3.7074,-4.4536,51
2012-03-14 01:00:00,0.0,,,-3.0847,,,119.77,8.3949,13.999,16.885,0.0,0.2245,-0.0002,-0.0006999999999999,-3.0847,,0.0,,,,,,,,,,,18.169,7.5617,-26.97,4.1483,-3.6888,51
2012-03-14 01:15:00,0.0,,,-4.7986,,,119.91,7.7065,14.006,16.633,0.0001,0.2247,-0.0002,-0.0008999999999999,-4.7986,,0.0,,,,,,,,,,,17.829,6.6681,-26.97,3.9098,-3.7126,51
2012-03-14 01:30:00,0.0,,,-6.2915,,,119.97,7.0819,14.012,16.385,0.0001,0.2334,-0.0001,0.0,-6.2915,,0.0,,,,,,,,,,,17.625,6.6079,-26.97,2.7839,-4.2396,51
2012-03-14 01:45:00,0.0,,,-2.4005,,,120.0,6.8162,14.018,16.156,0.0002999999999999,0.2210999999999999,0.0,-0.0011999999999999,-2.4005,,0.0001,,,,,,,,,,,17.471,5.995,-26.97,1.6417,-3.9175,51
2012-03-14 02:00:00,0.0,,,-9.123500000000002,,,120.06,7.1581,14.025,15.924,0.0002,0.2419999999999999,0.0,-0.0016,-9.123500000000002,,0.0001,,,,,,,,,,,17.148,6.5834,-26.97,1.9308,-3.4187,51
2012-03-14 02:15:00,0.0,,,-6.0984,,,119.97,7.0843,14.032,15.692,0.0002,0.2893,-0.0001,-0.002,-6.0984,,0.0001,,,,,,,,,,,17.073,6.2255,-26.97,2.2843,-3.3502,51
2012-03-14 02:30:00,0.0,,,-10.487,,,120.06,6.7193,14.039,15.447,0.0001,0.3047,-0.0001,-0.0008999999999999,-10.487,,0.0,,,,,,,,,,,16.589,6.3711,-26.97,2.7051,-3.2898,51
2012-03-14 02:45:00,0.0,,,-7.449099999999999,,,120.04,6.7007,14.047,15.209,0.0002,0.307,0.0,-0.0023,-7.449099999999999,,0.0001,,,,,,,,,,,16.554,6.5423,-26.97,3.2473,-3.083,51
2012-03-14 03:00:00,0.0,,,-3.386,,,120.06,6.5077,14.054,14.971,0.0002,0.2898999999999999,0.0,-0.0008999999999999,-3.386,,0.0001,,,,,,,,,,,16.224,5.8404,-26.97,2.9738,-3.353,51
2012-03-14 03:15:00,0.0,,,-9.266,,,120.13,6.4295,14.059,14.752,0.0002,0.2972,0.0,-0.0028999999999999,-9.266,,0.0001,,,,,,,,,,,15.721,6.1175,-26.97,2.6999,-3.3713,51
2012-03-14 03:30:00,0.0,,,1.2022,,,119.85,6.4558,14.067,14.518,0.0002999999999999,0.3175999999999999,-0.0001,-0.0015,1.2022,,0.0001,,,,,,,,,,,16.006,6.0648,-26.97,2.8652,-3.2937,51
2012-03-14 03:45:00,0.0,,,-2.954,,,119.7,7.533699999999999,14.074,14.294,0.0001,0.3201,-0.0001,-0.0001,-2.954,,0.0,,,,,,,,,,,15.709,6.6426,-26.97,3.4557,-3.0814,51
2012-03-14 04:00:00,0.0,,,-5.2557,,,119.51,7.276,14.08,14.117,0.0002,0.317,-0.0001,-0.002,-5.2557,,0.0001,,,,,,,,,,,15.366,6.7256,-26.97,3.3973,-3.6157,51
2012-03-14 04:15:00,0.0,,,-4.5278,,,119.2,6.8981,14.085,13.978,0.0002,0.3765999999999999,-0.0001,0.0001,-4.5278,,0.0001,,,,,,,,,,,15.312,6.4245,-26.97,3.1733,-3.3584,51
2012-03-14 04:30:00,0.0,,,-2.2432,,,118.9,7.1269,14.091,13.84,0.0002999999999999,0.3337,-0.0001,-0.0004,-2.2432,,0.0001,,,,,,,,,,,15.201,6.6456,-26.97,3.5187,-3.0931,51
2012-03-14 04:45:00,0.0,,,-2.2848,,,118.68,7.264599999999999,14.097,13.705,0.0001,0.3824,-0.0002,0.0001,-2.2848,,0.0,,,,,,,,,,,14.955,6.634,-26.97,4.1167,-2.7974,51
2012-03-14 05:00:00,0.0,,,-6.36,,,118.65,7.8621,14.101,13.596,0.0002,0.4124999999999999,0.0,-0.0012999999999999,-6.36,,0.0001,,,,,,,,,,,14.711,7.0011,-26.97,4.5134,-2.8492,51
2012-03-14 05:15:00,0.0,,,0.4757,,,118.41,7.5251,14.104,13.508,0.0002,0.4797,-0.0001,-0.0006999999999999,0.4757,,0.0001,,,,,,,,,,,14.946,6.6581,-26.97,4.4845,-3.0866,51
2012-03-14 05:30:00,0.0,,,-7.2721,,,118.54,7.697199999999999,14.107,13.433,0.0001,0.6131999999999999,-0.0002,-0.0005999999999999,-7.2721,,0.0,,,,,,,,,,,14.644,6.7028,-26.97,4.2604,-3.0473,51
2012-03-14 05:45:00,0.0,,,-5.3368,,,118.78,8.4419,14.108,13.384,0.0001,2.7749,-0.0002,1.2163,-5.3368,,-0.0001,,,,,,,,,,,14.38,8.0754,-26.97,4.7687,-2.999,51
2012-03-14 06:00:00,0.0,,,-8.0654,,,118.76,8.906499999999998,14.108,13.37,0.0,53.108,-0.0002,52.582,-8.0654,,-0.0144,,,,,,,,,,,14.46,8.0182,-26.97,5.0212,-2.656,51
2012-03-14 06:15:00,0.0,,,-6.4827,,,118.73,6.6722,14.108,13.386,0.0495,135.34,0.0247999999999999,135.23,-6.4827,,10.155,,,,,,,,,,,14.515,5.9611,-26.97,3.2724,0.8601999999999999,51
2012-03-14 06:30:00,0.0,0.0,0.0,4.2253,0.0,-0.2,118.73,8.0197,14.109,13.349,0.1149,210.23,0.0927,202.61,4.2253,0.0,41.632,0.0,0.0,0.0,1.64681,14.80005,0.0,0.0,0.0,4.300049,15.40015,14.383,7.3449,-26.97,4.9269,12.489,51
2012-03-14 06:45:00,0.0,,,82.36,,,118.55,7.284799999999999,14.111,13.318,0.375,191.01,0.3427999999999999,190.7,82.36,,136.96,,,,,,,,,,,14.385,6.6716,-26.97,4.7538,25.585,51
2012-03-14 07:00:00,0.0,,,242.41,,,118.41,6.8209,14.111,13.319,0.7325,214.98,0.6905,217.46,242.41,,309.9,,,,,,,,,,,14.362,6.6452,-26.97,4.5785,52.373,51
2012-03-14 07:15:00,0.0,,,477.31,,,118.44,7.0819,14.111,13.327,1.2316,234.68,1.1934,231.3,477.31,,566.0,,,,,,,,,,,14.285,6.6344,-26.97,6.0161,90.832,51
2012-03-14 07:30:00,0.0,,,719.14,,,118.52,8.401199999999998,14.111,13.358,1.7642,240.9,1.7318,236.19,719.14,,834.08,,,,,,,,,,,14.314,8.2216,-26.97,8.4139,130.41,51
2012-03-14 07:45:00,0.0,,,895.85,,,118.39,9.363600000000002,14.11,13.426,2.1495,237.53,2.1077,234.52,895.85,,1004.0,,,,,,,,,,,14.393,8.8481,-26.97,10.336,156.64,51
2012-03-14 08:00:00,0.0,,,1341.6,,,118.36,10.099,14.108,13.548,3.1112,242.92,3.0938,237.33,1341.6,,1489.9,,,,,,,,,,,14.51,10.707,-26.97,12.552,227.9,51
2012-03-14 08:15:00,0.0,,,1678.3,,,118.3,11.001,14.104,13.712,3.8555,242.91,3.8679,236.39,1678.3,,1850.1,,,,,,,,,,,14.817,11.01,-26.97,15.171,283.27,51
2012-03-14 08:30:00,0.0,,,2182.2,,,118.53,11.477,14.099,13.932,5.0796,238.06,4.9597,239.64,2182.2,,2394.7,,,,,,,,,,,14.745,12.031,-26.97,17.6,365.77,51
2012-03-14 08:45:00,0.0,,,3351.0,,,118.37,12.101,14.093,14.195,7.5312,241.69,8.0165,227.91,3351.0,,3638.5,,,,,,,,,,,15.129,13.156,-26.97,22.795,569.68,51
2012-03-14 09:00:00,0.0,,,4262.4,,,118.76,13.502,14.084,14.529,10.353,226.51,10.52,220.19,4262.4,,4644.7,,,,,,,,,,,15.367,15.407,-26.97,31.262,759.4099999999999,51
2012-03-14 09:15:00,0.0,,,4843.5,,,119.5,14.628,14.07,14.96,12.288,215.52,12.434,210.09,4843.5,,5257.1,,,,,,,,,,,15.832,18.09,-26.97,39.233,896.99,51
2012-03-14 09:30:00,0.0,,,4292.6,,,119.4,15.824,14.056,15.506,10.627,220.77,10.888,213.49,4292.6,,4663.2,,,,,,,,,,,16.1,20.182,-26.97,42.293,812.4099999999999,51
2012-03-14 09:45:00,0.0,,,5104.9,,,119.43,16.288,14.039,16.166,13.222,210.89,13.407,205.6,5104.9,,5533.0,,,,,,,,,,,16.599,20.837,-26.97,45.088,989.2600000000001,51
2012-03-14 10:00:00,0.0,,,4850.5,,,118.79,18.583,14.02,16.916,12.699,208.58,12.742,205.52,4850.5,,5263.5,,,,,,,,,,,17.005,5.7302,-26.97,51.738,973.47,51
2012-03-14 10:15:00,0.0,,,4441.1,,,118.43,17.508,14.0,17.731,11.455,210.5,11.516,207.52,4441.1,,4800.3,,,,,,,,,,,17.693,22.891,-26.97,46.868,844.76,51
2012-03-14 10:30:00,0.0,,,5006.5,,,118.6,18.362,13.978,18.509,12.968,211.12,12.842,210.85,5006.5,,5439.2,,,,,,,,,,,18.183,25.075,-26.97,49.294,996.0100000000001,51
2012-03-14 10:45:00,0.0,,,4820.8,,,118.29,18.886,13.957,19.254,12.578,210.13,12.837,205.93,4820.8,,5281.9,,,,,,,,,,,18.689,24.855,-26.97,50.218,953.07,51
2012-03-14 11:00:00,0.0,,,5116.6,,,118.34,18.481,13.938,19.938,13.343,209.9,13.698,205.81,5116.6,,5614.8,,,,,,,,,,,19.436,24.637,-26.97,50.739,1029.2,51
2012-03-14 11:15:00,0.0,,,5158.9,,,118.32,18.89,13.919,20.532,13.6,207.3,13.811,204.66,5158.9,,5643.5,,,,,,,,,,,19.736,24.873,-26.97,54.174,1063.1,51
2012-03-14 11:30:00,0.0,,,5271.6,,,118.83,19.542,13.902,21.08,13.957,207.52,14.315,203.99,5271.6,,5812.6,,,,,,,,,,,20.161,11.445,-26.97,55.466,1125.3,51
2012-03-14 11:45:00,0.0,,,5233.4,,,119.32,20.047,13.885,21.584,13.887,207.38,14.187,204.05,5233.4,,5771.7,,,,,,,,,,,20.765,17.537,-26.97,54.027,1095.9,51
2012-03-14 12:00:00,0.0,,,5433.7,,,119.73,21.039,13.869,22.035,14.379,208.39,14.771,204.82,5433.7,,6015.6,,,,,,,,,,,20.802,26.109,-26.97,53.967,1165.7,51
2012-03-14 12:15:00,0.0,,,5395.5,,,119.57,21.124,13.857,22.424,14.169,208.67,14.556,205.27,5395.5,,5936.2,,,,,,,,,,,21.244,26.208,-26.97,53.419,1143.9,51
2012-03-14 12:30:00,0.0,,,5385.6,,,119.35,21.451,13.847,22.763,14.065,208.69,14.453,204.71,5385.6,,5882.9,,,,,,,,,,,21.48,24.078,-26.97,52.55,1127.6,51
