measured_on,ac_current__779,ac_power_1__788,ac_power_2__789,ac_power__773,ac_volts__778,ambient_temp__1222,ambient_temp__780,biased_3_10_leakage_na__1236,biased_3_11_leakage_na__1237,biased_3_12_leakage_na__1238,biased_3_13_leakage_na__1239,biased_3_16_leakage_na__1242,biased_3_3b_leakage_na__5161,biased_3_4b_leakage_na__5162,biased_module_voltage__1226,control_module_temp__1218,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__772,gh_irradiance__1217,inverter_temp_2__791,inveter_temp__784,irradiance_average__1224,irradiance_stability__1225,mod10_coulombs__1252,mod11_coulombs__1253,mod12_coulombs__1254,mod1_coulombs__1243,mod2_coulombs__1244,mod3b_coulombs__5164,mod4b_coulombs__5165,mod5b_coulombs__5166,module_temp_1__781,module_temp_2__782,module_temp_3__783,poa_irradiance__771,precipitation__4822,relative_humidity__1223,unbiased_3_1_leakage_na__1227,unbiased_3_2_leakage_na__1228,unbiased_3_5b_leakage_na__5163,wetness_kohms__1219,wind_direction__1221,wind_speed__1220,system_id
2011-06-07 00:00:00,0.0,-3.7279,-2.9916,-6.7195,120.92,,21.46,,,,,,,,,,13.703,27.843,0.0001,0.0454,-0.0002999999999999,0.0,0.0,0.0,0.0,,17.166,24.47,,,,,,,,,,,18.576,-26.97,17.194,-99999.0,,,,,,,,,51
2011-06-07 00:01:00,0.0,-2.8996,-3.6359,-6.5354,121.01,,21.131,,,,,,,,,,13.702,27.842,0.0002999999999999,0.0410999999999999,-0.0002999999999999,0.0,0.0,0.0,0.0,,17.259,24.864,,,,,,,,,,,19.461,-26.97,17.091,-99999.0,,,,,,,,,51
2011-06-07 00:02:00,0.0,-3.1987,-2.3933,-5.5919,120.99,,20.785,,,,,,,,,,13.705,27.828,0.0004,0.0432999999999999,-0.0001,-0.0022,0.0,0.0,0.0,,17.399,24.61,,,,,,,,,,,18.438,-26.97,16.943,-99999.0,,,,,,,,,51
2011-06-07 00:03:00,0.0,-2.1401,-3.843,-5.9831,120.99,,20.588,,,,,,,,,,13.704,27.815,0.0002999999999999,0.039,0.0,-0.0043,0.0,0.0,0.0,,16.749,25.414,,,,,,,,,,,18.37,-26.97,16.851,-99999.0,,,,,,,,,51
2011-06-07 00:04:00,0.0,-5.0396,-3.9581,-8.9978,121.0,,20.51,,,,,,,,,,13.704,27.806,0.0001,0.0454,0.0001,0.0022,0.0,0.0,0.0,,16.858,24.808,,,,,,,,,,,18.576,-26.97,16.812,-99999.0,,,,,,,,,51
2011-06-07 00:05:00,0.0,-4.1882,-3.9581,-8.1463,121.01,,20.496,,,,,,,,,,13.704,27.798,0.0002999999999999,0.039,-0.0001,-0.0022,0.0,0.0,0.0,,16.771,25.058,,,,,,,,,,,18.575,-26.97,16.77,-99999.0,,,,,,,,,51
2011-06-07 00:06:00,0.0,-2.7155,-2.6234,-5.3388,120.99,,20.381,,,,,,,,,,13.705,27.783,0.0002999999999999,0.0432999999999999,0.0,-0.0043,0.0,0.0,0.0,,16.848,25.59,,,,,,,,,,,18.233,-26.97,16.644,-99999.0,,,,,,,,,51
2011-06-07 00:07:00,0.0,-4.5334,-4.4183,-8.9517,121.1,,20.18,,,,,,,,,,13.704,27.781,0.0001,0.0410999999999999,0.0001,0.0,0.0,0.0,0.0,,16.769,25.276,,,,,,,,,,,18.164,-26.97,16.575,-99999.0,,,,,,,,,51
2011-06-07 00:08:00,0.0,-1.1506,-1.3577,-2.5083,120.84,,20.068,,,,,,,,,,13.704,27.768,0.0001,0.0410999999999999,-0.0002999999999999,0.0022,0.0,0.0,0.0,,16.54,25.704,,,,,,,,,,,18.164,-26.97,16.546,-99999.0,,,,,,,,,51
2011-06-07 00:09:00,0.0,-3.2447,-2.8305,-6.0752,120.67,,20.046,,,,,,,,,,13.705,27.755,0.0002999999999999,0.039,0.0001,-0.0022,0.0,0.0,0.0,,17.193,25.135,,,,,,,,,,,18.164,-26.97,16.526,-99999.0,,,,,,,,,51
