measured_on,ac_current__411,ac_current__779,ac_power_1__788,ac_power_2__789,ac_power__407,ac_power__773,ac_voltage__410,ac_volts__778,ambient_temp__412,ambient_temp__780,das_battery_voltage__790,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__409,dc_pos_current__775,dc_pos_voltage__408,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__406,dc_power__772,inverter_temp_2__791,inverter_temp__416,inveter_temp__784,module_temp_1__413,module_temp_1__781,module_temp_2__414,module_temp_2__782,module_temp_3__415,module_temp_3__783,module_temp_4__417,module_temp_5__418,module_temp_6__419,module_temp_7__420,poa_irradiance__405,poa_irradiance__771,system_id
2011-06-09 00:00:00,,0.0,-1.9818,-2.1202,,-4.1019,,120.81,,15.154,13.855,21.998,0.0001,0.2773999999999999,,-0.0002999999999999,,0.0022,0.0,0.0,,0.0,14.215,,22.892,,14.719,,-26.97,,14.31,,,,,,-99999.0,51
2011-06-09 00:01:00,,0.0,-5.4033,-5.9563,,-11.36,,120.79,,15.184,13.852,21.989,0.0006999999999999,0.2641,,-0.0001,,-0.002,0.0,0.0002,,0.0002,14.129,,22.614,,14.72,,-26.97,,14.302,,,,,,-99999.0,51
2011-06-09 00:02:00,,0.0,-1.9821,-1.8437,,-3.8257,,120.78,,15.221,13.856,21.978,0.0004,0.2686999999999999,,0.0,,-0.0043,0.0,0.0001,,0.0001,14.368,,22.562,,14.72,,-26.97,,14.307,,,,,,-99999.0,51
2011-06-09 00:03:00,,0.0,-5.0698,-3.1343,,-8.2042,,120.85,,15.262,13.856,21.967,0.0004,0.2773999999999999,,-0.0001,,0.0,0.0,0.0001,,0.0001,14.44,,22.623,,14.72,,-26.97,,14.321,,,,,,-99999.0,51
2011-06-09 00:04:00,,0.0,-2.1662,-3.2953,,-5.4614,,120.83,,15.266,13.856,21.956,0.0004,0.2838999999999999,,-0.0001,,0.0,0.0,0.0001,,0.0001,14.115,,22.73,,14.72,,-26.97,,14.33,,,,,,-99999.0,51
2011-06-09 00:05:00,,0.0,-4.7474,-4.5859,,-9.3335,,120.93,,15.232,13.857,21.945,0.0002999999999999,0.2926,,-0.0001,,-0.0022,0.0,0.0001,,0.0001,14.254,,21.909,,14.72,,-26.97,,14.325,,,,,,-99999.0,51
2011-06-09 00:06:00,,0.0,-3.1344,-0.968,,-4.1023,,120.86,,15.208,13.856,21.936,0.0002999999999999,0.3055999999999999,,0.0001,,-0.0022,0.0,0.0001,,0.0001,12.807,,22.146,,14.72,,-26.97,,14.33,,,,,,-99999.0,51
2011-06-09 00:07:00,,0.0,-3.3414,-1.5438,,-4.8852,,120.8,,15.155,13.857,21.925,0.0,0.3164,,-0.0001,,-0.0064999999999999,0.0,0.0,,0.0,13.773,,21.779,,14.72,,-26.97,,14.305,,,,,,-99999.0,51
2011-06-09 00:08:00,,0.0,-6.9599,-5.8304,,-12.79,,121.01,,15.105,13.857,21.916,0.0001,0.3185999999999999,,0.0001,,-0.0022,0.0,0.0001,,0.0001,14.262,,22.892,,14.72,,-26.97,,14.29,,,,,,-99999.0,51
2011-06-09 00:09:00,,0.0,-2.1202,-1.1984,,-3.3186,,120.65,,15.069,13.856,21.903,0.0,0.3294,,-0.0002999999999999,,-0.0022,0.0,0.0,,0.0,14.138,,22.502,,14.72,,-26.97,,14.274,,,,,,-99999.0,51
2011-06-09 00:10:00,,0.0,-3.6181,-4.3327,,-7.9509,,120.79,,15.049,13.857,21.895,0.0002999999999999,0.3337,,0.0,,-0.0064999999999999,0.0,0.0001,,0.0001,14.057,,22.424,,14.72,,-26.97,,14.267,,,,,,-99999.0,51
2011-06-09 00:11:00,,0.0,-2.8348,-2.7886,,-5.6234,,120.77,,15.052,13.858,21.887,0.0,0.3381,,-0.0001,,0.0,0.0,0.0,,0.0,13.731,,22.294,,14.72,,-26.97,,14.264,,,,,,-99999.0,51
2011-06-09 00:12:00,,0.0,-3.7103,-4.0792,,-7.7895,,120.77,,15.045,13.858,21.877,0.0,0.3316,,-0.0002999999999999,,-0.0043,0.0,0.0,,0.0,14.311,,22.332,,14.72,,-26.97,,14.251,,,,,,-99999.0,51
2011-06-09 00:13:00,,0.0,-1.3367,-1.9359,,-3.2725,,120.69,,15.033,13.859,21.87,0.0004,0.3337,,0.0,,-0.0022,0.0,0.0001,,0.0001,14.0,,22.406,,14.72,,-26.97,,14.252,,,,,,-99999.0,51
2011-06-09 00:14:00,,0.0,-1.9359,-1.5671,,-3.503,,120.66,,15.011,13.858,21.864,0.0001,0.3423999999999999,,-0.0001,,0.0022,0.0,0.0001,,0.0001,14.51,,22.534,,14.72,,-26.97,,14.251,,,,,,-99999.0,51
2011-06-09 00:15:00,,0.0,-2.7886,-4.0561,,-6.8447,,120.73,,14.997,13.859,21.851,0.0005999999999999,0.3533,,-0.0001,,-0.0043,0.0,0.0002,,0.0002,14.176,,22.267,,14.72,,-26.97,,14.23,,,,,,-99999.0,51
2011-06-09 00:16:00,,0.0,-6.0841,-3.7334,,-9.8176,,120.83,,14.98,13.859,21.838,-0.0001,0.3533,,0.0001,,0.0022,0.0,-0.0001,,-0.0001,14.12,,22.48,,14.72,,-26.97,,14.212,,,,,,-99999.0,51
2011-06-09 00:17:00,,0.0,-4.7244,-4.0561,,-8.7805,,120.76,,14.98,13.859,21.832,-0.0001,0.3663,,-0.0001,,0.0,0.0,-0.0001,,-0.0001,14.346,,22.584,,14.72,,-26.97,,14.203,,,,,,-99999.0,51
2011-06-09 00:18:00,,0.0,-3.019,-2.5812,,-5.6002,,120.78,,14.973,13.86,21.823,0.0,0.3836,,0.0,,-0.0022,0.0,0.0,,0.0,14.547,,22.801,,14.72,,-26.97,,14.203,,,,,,-99999.0,51
2011-06-09 00:19:00,,0.0,0.4148,-0.8757,,-0.4608999999999999,,120.72,,14.977,13.86,21.811,0.0001,0.3749,,0.0,,0.0,0.0,0.0001,,0.0001,14.329,,22.414,,14.72,,-26.97,,14.2,,,,,,-99999.0,51
2011-06-09 00:20:00,,0.0,-4.4248,-4.9779,,-9.4028,,120.86,,15.001,13.86,21.806,0.0,0.3598,,0.0001,,-0.0022,0.0,0.0,,0.0,13.811,,22.153,,14.72,,-26.97,,14.22,,,,,,-99999.0,51
2011-06-09 00:21:00,,0.0,-2.9269,-2.996,,-5.9228,,120.73,,15.037,13.86,21.796,0.0001,0.3511,,-0.0001,,-0.0022,0.0,0.0001,,0.0001,14.115,,22.493,,14.72,,-26.97,,14.227,,,,,,-99999.0,51
