measured_on,ac_current__779,ac_power_1__788,ac_power_2__789,ac_power__773,ac_volts__778,ambient_temp__780,battery_pack_voltage__1363,control_module_voltage__1371,das_battery_voltage__1369,das_battery_voltage__790,das_temp__1368,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__775,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__772,dcdc_1_voltage__1364,dcdc_2_voltage__1365,dcdc_exhaust_temp__1367,interior_temp__1366,inverter_temp_2__791,inveter_temp__784,module_temp_1__781,module_temp_2__782,module_temp_3__783,poa_irradiance__771,program_codeset__1373,resistor_box_3_temp__1370,vcm_above_threshold__1372,system_id
2011-10-25 00:00:00,0.0,-11.065,-4.5182,-15.583,120.3,13.663,,,,13.878,,21.146,0.0,0.0845,-0.0001,0.0,0.0,0.0,0.0,,,,,12.756,21.469,12.858,-26.97,10.698,-99999.0,,,,51
2011-10-25 00:01:00,0.0,-5.9704,-2.0977,-8.0682,120.19,13.603,,,,13.874,,21.137,0.0001,0.0801999999999999,-0.0002999999999999,0.0,0.0,0.0,0.0,,,,,13.196,22.309,12.858,-26.97,10.671,-99999.0,,,,51
2011-10-25 00:02:00,0.0,-3.2273,5.2097,1.9825,119.97,13.65,,,,13.878,,21.129,0.0001,0.0866999999999999,-0.0004,0.0,0.0,0.0,0.0,,,,,13.994,21.743,12.858,-26.97,10.659,-99999.0,,,,51
2011-10-25 00:03:00,0.0,-9.2899,-14.292,-23.582,120.78,13.594,,,,13.878,,21.12,0.0,0.0953999999999999,0.0001,-0.0022,0.0,0.0,0.0,,,,,13.157,21.38,12.858,-26.97,10.59,-99999.0,,,,51
2011-10-25 00:04:00,0.0,-1.2218,6.0857,4.8639,119.98,13.533,,,,13.878,,21.106,0.0002999999999999,0.0932,-0.0002999999999999,-0.0022,0.0,0.0,0.0,,,,,13.909,22.045,12.858,-26.97,10.502,-99999.0,,,,51
2011-10-25 00:05:00,0.0,-2.3052,-11.042,-13.347,120.64,13.517,,,,13.879,,21.101,0.0002999999999999,0.0889,0.0001,-0.0086999999999999,0.0,0.0,0.0,,,,,13.598,22.004,12.858,-26.97,10.403,-99999.0,,,,51
2011-10-25 00:06:00,0.0,-1.9825,-4.9331,-6.9156,120.39,13.457,,,,13.878,,21.094,0.0001,0.0889,-0.0001,0.0,0.0,0.0,0.0,,,,,13.544,22.025,12.858,-26.97,10.326,-99999.0,,,,51
2011-10-25 00:07:00,0.0,3.8035,0.4840999999999999,4.2876,120.24,13.408,,,,13.878,,21.085,0.0002999999999999,0.0801999999999999,-0.0004,-0.0022,0.0,0.0,0.0,,,,,14.073,22.103,12.858,-26.97,10.208,-99999.0,,,,51
2011-10-25 00:08:00,0.0,5.2558,-5.8782,-0.6224,120.43,13.444,,,,13.879,,21.074,0.0,0.078,0.0001,-0.0043,0.0,0.0,0.0,,,,,13.939,22.029,12.858,-26.97,10.184,-99999.0,,,,51
2011-10-25 00:09:00,0.0,-1.4984,-1.5675,-3.0659,120.23,13.398,,,,13.878,,21.065,0.0,0.0801999999999999,0.0,0.0,0.0,0.0,0.0,,,,,13.664,22.036,12.858,-26.97,10.206,-99999.0,,,,51
2011-10-25 00:10:00,0.0,10.904,1.8441,12.748,120.13,13.394,,,,13.879,,21.058,0.0001,0.078,0.0,-0.0064999999999999,0.0,0.0,0.0,,,,,14.341,22.274,12.858,-26.97,10.197,-99999.0,,,,51
2011-10-25 00:11:00,0.0,-6.5467,-6.0627,-12.609,120.43,13.408,,,,13.879,,21.046,0.0,0.0694,0.0,-0.0022,0.0,0.0,0.0,,,,,13.509,22.098,12.858,-26.97,10.108,-99999.0,,,,51
2011-10-25 00:12:00,0.0,-11.803,-10.304,-22.107,120.63,13.533,,,,13.879,,21.038,-0.0001,0.0694,0.0,-0.0022,0.0,0.0,0.0,,,,,12.158,20.835,12.858,-26.97,10.117,-99999.0,,,,51
2011-10-25 00:13:00,0.0,-1.6367,-1.5906,-3.2273,120.29,13.834,,,,13.879,,21.03,0.0002999999999999,0.078,-0.0002999999999999,-0.0022,0.0,0.0,0.0,,,,,13.554,23.633,12.858,-26.97,10.185,-99999.0,,,,51
2011-10-25 00:14:00,0.0,-10.12,1.0604,-9.059500000000002,120.13,13.87,,,,13.88,,21.022,0.0,0.0694,-0.0005999999999999,0.0,0.0,0.0,0.0,,,,,12.92,22.24,12.858,-26.97,10.219,-99999.0,,,,51
2011-10-25 00:15:00,0.0,-14.753,-13.67,-28.423,120.7,13.654,,,,13.882,,21.01,0.0,0.0606999999999999,0.0,0.0,0.0,0.0,0.0,,,,,12.782,21.635,12.858,-26.97,10.247,-99999.0,,,,51
2011-10-25 00:16:00,0.0,-12.195,-14.039,-26.233,120.72,13.473,,,,13.882,,21.0,0.0,0.0563999999999999,0.0,0.0,0.0,0.0,0.0,,,,,12.681,21.691,12.696,-26.97,10.117,-99999.0,,,,51
2011-10-25 00:17:00,0.0,0.9221,-11.434,-10.512,120.63,13.395,,,,13.882,,20.993,0.0001,0.0758999999999999,0.0,0.0,0.0,0.0,0.0,,,,,13.71,21.846,12.615,-26.97,10.022,-99999.0,,,,51
2011-10-25 00:18:00,0.0,-2.3514,-13.14,-15.491,120.75,13.435,,,,13.883,,20.984,0.0001,0.078,0.0,-0.0022,0.0,0.0,0.0,,,,,13.332,22.112,12.777,-26.97,10.093,-99999.0,,,,51
2011-10-25 00:19:00,0.0,0.4840999999999999,-10.489,-10.005,120.64,13.499,,,,13.882,,20.973,0.0001,0.078,0.0,-0.0022,0.0,0.0,0.0,,,,,13.982,22.325,12.858,-26.97,10.196,-99999.0,,,,51
2011-10-25 00:20:00,0.0,-18.534,-9.4745,-28.008,120.6,13.417,,,,13.881,,20.964,0.0,0.0585,0.0,0.0,0.0,0.0,0.0,,,,,12.368,20.882,12.858,-26.97,10.229,-99999.0,,,,51
2011-10-25 00:21:00,0.0,2.0517,8.2526,10.304,119.93,13.358,,,,13.882,,20.954,0.0001,0.0801999999999999,-0.0005999999999999,-0.0022,0.0,0.0,0.0,,,,,13.783,22.007,12.858,-26.97,10.205,-99999.0,,,,51
2011-10-25 00:22:00,0.0,-9.5897,1.0833,-8.5062,120.15,13.366,,,,13.883,,20.946,0.0,0.0845999999999999,0.0,0.0,0.0,0.0,0.0,,,,,13.331,21.467,12.858,-26.97,10.129,-99999.0,,,,51
2011-10-25 00:23:00,0.0,-12.817,-0.3458999999999999,-13.163,120.22,13.313,,,,13.882,,20.934,0.0,0.078,-0.0006999999999999,0.0,0.0,0.0,0.0,,,,,12.865,21.211,12.696,-26.97,10.044,-99999.0,,,,51
2011-10-25 00:24:00,0.0,-4.9331,-13.163,-18.097,120.78,13.325,,,,13.883,,20.924,0.0001,0.0694,0.0,0.0,0.0,0.0,0.0,,,,,13.425,21.638,12.615,-26.97,9.9565,-99999.0,,,,51
2011-10-25 00:25:00,0.0,-1.9825,1.7289,-0.2535999999999999,120.15,13.272,,,,13.883,,20.916,0.0,0.078,0.0,-0.0043,0.0,0.0,0.0,,,,,13.701,21.508,12.13,-26.97,9.9449,-99999.0,,,,51
2011-10-25 00:26:00,0.0,-12.172,-9.1292,-21.302,120.56,13.274,,,,13.884,,20.905,0.0001,0.0714999999999999,0.0,0.0,0.0,0.0,0.0,,,,,12.578,21.094,12.615,-26.97,9.9656,-99999.0,,,,51
2011-10-25 00:27:00,0.0,6.524,-4.2878,2.2362,120.37,13.447,,,,13.885,,20.894,0.0,0.078,0.0,-0.0022,0.0,0.0,0.0,,,,,14.381,21.974,12.858,-26.97,10.003,-99999.0,,,,51
2011-10-25 00:28:00,0.0,-3.1584,-1.8212,-4.9795,120.28,13.564,,,,13.885,,20.887,0.0,0.078,0.0,0.0,0.0,0.0,0.0,,,,,13.05,21.375,12.858,-26.97,10.032,-99999.0,,,,51
2011-10-25 00:29:00,0.0,-2.9277,-1.3833,-4.3109,120.29,13.657,,,,13.885,,20.878,0.0,0.0758999999999999,0.0001,-0.0022,0.0,0.0,0.0,,,,,13.715,21.541,12.858,-26.97,10.123,-99999.0,,,,51
2011-10-25 00:30:00,0.0,-5.6711,-6.6626,-12.334,120.46,13.755,,,,13.885,,20.867,0.0005999999999999,0.0737,-0.0001,0.0,0.0,0.0,0.0,,,,,13.212,21.674,12.858,-26.97,10.207,-99999.0,,,,51
2011-10-25 00:31:00,0.0,4.9565,-5.4867,-0.5302999999999999,120.43,13.712,,,,13.885,,20.857,0.0004,0.0781,0.0001,-0.0043,0.0,0.0,0.0,,,,,14.268,21.407,12.858,-26.97,10.239,-99999.0,,,,51
2011-10-25 00:32:00,0.0,-5.3946,-5.579,-10.974,120.46,13.659,,,,13.885,,20.848,0.0,0.0781,-0.0001,0.0,0.0,0.0,0.0,,,,,13.322,20.22,12.858,-26.97,10.18,-99999.0,,,,51
2011-10-25 00:33:00,0.0,-0.6456,0.5994,-0.0461999999999999,120.24,13.665,,,,13.885,,20.843,0.0001,0.0781,0.0,0.0,0.0,0.0,0.0,,,,,13.593,22.551,12.858,-26.97,10.154,-99999.0,,,,51
2011-10-25 00:34:00,0.0,-2.536,-2.974,-5.5099,120.4,13.759,,,,13.886,,20.829,0.0,0.0781,-0.0001,0.0,0.0,0.0,0.0,,,,,13.733,21.312,12.858,-26.97,10.17,-99999.0,,,,51
2011-10-25 00:35:00,0.0,-2.6511,-2.974,-5.6251,120.43,13.655,,,,13.886,,20.819,0.0001,0.0781,-0.0001,-0.0022,0.0,0.0,0.0,,,,,13.195,21.885,12.858,-26.97,10.124,-99999.0,,,,51
2011-10-25 00:36:00,0.0,-2.4668,-1.7289,-4.1957,120.32,13.582,,,,13.886,,20.813,0.0,0.0781,0.0,0.0,0.0,0.0,0.0,,,,,13.387,21.881,12.858,-26.97,10.092,-99999.0,,,,51
2011-10-25 00:37:00,0.0,-1.1758,-3.873,-5.0489,120.43,13.45,,,,13.886,,20.803,0.0,0.0781,0.0,-0.0022,0.0,0.0,0.0,,,,,12.898,21.343,12.858,-26.97,10.001,-99999.0,,,,51
2011-10-25 00:38:00,0.0,-6.3859,-2.997,-9.383,120.38,13.277,,,,13.887,,20.791,0.0,0.0781,-0.0001,0.0,0.0,0.0,0.0,,,,,12.775,21.314,12.696,-26.97,9.990900000000002,-99999.0,,,,51
2011-10-25 00:39:00,0.0,0.8069,-2.4898,-1.6829,120.4,13.165,,,,13.888,,20.783,0.0002999999999999,0.0781,0.0,-0.0022,0.0,0.0,0.0,,,,,13.517,21.423,12.535,-26.97,9.9375,-99999.0,,,,51
2011-10-25 00:40:00,0.0,-3.9422,-3.1815,-7.1236,120.44,13.069,,,,13.888,,20.774,0.0,0.0781,0.0002999999999999,-0.0043,0.0,0.0,0.0,,,,,13.469,22.087,12.128,-26.97,9.9033,-99999.0,,,,51
