measured_on,ac_current__379,ac_current__411,ac_current__427,ac_current__779,ac_power_1__788,ac_power_2__789,ac_power__375,ac_power__407,ac_power__423,ac_power__773,ac_voltage__378,ac_voltage__410,ac_voltage__426,ac_volts__778,ambient_temp__380,ambient_temp__412,ambient_temp__428,ambient_temp__780,das_battery_voltage__386,das_battery_voltage__434,das_battery_voltage__790,das_temp__385,das_temp__433,das_temperature__785,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__377,dc_pos_current__409,dc_pos_current__425,dc_pos_current__775,dc_pos_voltage__376,dc_pos_voltage__408,dc_pos_voltage__424,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__374,dc_power__406,dc_power__422,dc_power__772,inverter_temp_2__791,inverter_temp__384,inverter_temp__416,inverter_temp__432,inveter_temp__784,module_temp_1__381,module_temp_1__413,module_temp_1__429,module_temp_1__781,module_temp_2__382,module_temp_2__414,module_temp_2__430,module_temp_2__782,module_temp_3__383,module_temp_3__415,module_temp_3__431,module_temp_3__783,module_temp_4__417,module_temp_5__418,module_temp_6__419,module_temp_7__420,poa_irradiance__373,poa_irradiance__405,poa_irradiance__421,poa_irradiance__771,power_factor__387,system_id
2011-05-09 00:00:00,,,,0.0,5.5514,8.660999999999998,,,,14.212,,,,119.73,,,,16.153,,,13.81,,,23.727,0.0004,0.078,,,,-0.0002999999999999,,,,0.0,0.0,0.0,,,,0.0,16.674,,,,24.106,,,,12.842,,,,-26.97,,,,10.137,,,,,,,,-2.8793,,51
2011-05-09 00:01:00,,,,0.0,-2.2806,-7.4634,,,,-9.7439,,,,120.43,,,,15.985,,,13.806,,,23.711,0.0,0.078,,,,0.0001,,,,0.0,0.0,0.0,,,,0.0,15.325,,,,23.653,,,,12.843,,,,-26.97,,,,10.024,,,,,,,,-2.9133,,51
2011-05-09 00:02:00,,,,0.0,-3.2713,-3.6397,,,,-6.9109,,,,120.24,,,,15.829,,,13.811,,,23.693,0.0,0.078,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,15.405,,,,23.812,,,,12.197,,,,-26.97,,,,9.8366,,,,,,,,-3.2012,,51
2011-05-09 00:03:00,,,,0.0,-14.651,-13.291,,,,-27.942,,,,120.67,,,,15.681,,,13.811,,,23.684,0.0001,0.0822999999999999,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,14.404,,,,23.309,,,,11.874,,,,-26.97,,,,9.6728,,,,,,,,-3.4552,,51
2011-05-09 00:04:00,,,,0.0,-12.969,-1.4973,,,,-14.467,,,,120.19,,,,15.531,,,13.811,,,23.672,0.0,0.0822999999999999,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,14.782,,,,23.242,,,,11.874,,,,-26.97,,,,9.5247,,,,,,,,-3.4213,,51
2011-05-09 00:05:00,,,,0.0,-9.6748,-9.5137,,,,-19.189,,,,120.49,,,,15.373,,,13.811,,,23.66,-0.0001,0.0822999999999999,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,14.477,,,,23.144,,,,11.707,,,,-26.97,,,,9.4662,,,,,,,,-3.5229,,51
2011-05-09 00:06:00,,,,0.0,-1.4281,-4.6762,,,,-6.1043,,,,120.26,,,,15.308,,,13.811,,,23.648,0.0001,0.0822999999999999,,,,-0.0001,,,,-0.0022,0.0,0.0,,,,0.0,15.641,,,,23.682,,,,12.359,,,,-26.97,,,,9.5497,,,,,,,,-3.5569,,51
2011-05-09 00:07:00,,,,0.0,-3.4093,-10.574,,,,-13.983,,,,120.48,,,,15.221,,,13.811,,,23.636,0.0001,0.0888,,,,-0.0001,,,,0.0,0.0,0.0,,,,0.0,15.836,,,,24.336,,,,12.845,,,,-26.97,,,,9.6677,,,,,,,,-3.5569,,51
2011-05-09 00:08:00,,,,0.0,-0.0690999999999999,7.5328,,,,7.463599999999999,,,,119.73,,,,15.088,,,13.811,,,23.623,0.0002999999999999,0.0801999999999999,,,,-0.0002999999999999,,,,0.0022,0.0,0.0,,,,0.0,16.436,,,,24.408,,,,11.874,,,,-26.97,,,,9.6689,,,,,,,,-3.5908,,51
2011-05-09 00:09:00,,,,0.0,-9.4679,3.9852,,,,-5.4826,,,,119.85,,,,14.994,,,13.811,,,23.609,0.0,0.0866999999999999,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,15.419,,,,23.75,,,,11.21,,,,-26.97,,,,9.6707,,,,,,,,-3.8449,,51
