measured_on,ac_current__588,ac_current__633,ac_current__779,ac_power_1__788,ac_power_2__789,ac_power__584,ac_power__629,ac_power__773,ac_voltage__587,ac_voltage__632,ac_volts__778,ambient_temp__1333,ambient_temp__589,ambient_temp__634,ambient_temp__780,biased_mod2_leakage_na__1343,biased_mod2_mvshunt__1342,biased_mod2_voltage__1341,biased_mod3_leakage_na__1346,biased_mod3_mvshunt__1345,biased_mod3_voltage__1344,biased_mod4_leakage_na__1349,biased_mod4_mvshunt__1348,biased_mod4_voltage__1347,biased_mod5_leakage_na__1352,biased_mod5_mvshunt__1351,biased_mod5_voltage__1350,biased_mod6_mvshunt__1354,biased_mod6_voltage__1353,control_module_temp__1329,das_battery_voltage__595,das_battery_voltage__790,das_temp__594,das_temp__662,das_temperature__785,dc_current__631,dc_neg_current__777,dc_neg_voltage__776,dc_pos_current__586,dc_pos_current__775,dc_pos_voltage__585,dc_pos_voltage__774,dc_power_1__786,dc_power_2__787,dc_power__583,dc_power__628,dc_power__772,dc_voltage__630,gh_irradiance__1328,inv_temp__661,inverter_temp_2__791,inverter_temp__593,inveter_temp__784,mod1_coulombs__1356,mod2_coulombs__1357,mod3_coulombs__1358,mod4_coulombs__1359,mod5_coulombs__1360,module10nw_temp__640,module1sw_temp__659,module3_temp__639,module5se_temp__660,module6ne_temp__641,module8_temp_bot__637,module8_temp_mid__636,module8_temp_top__635,module_current_10__651,module_current_1__642,module_current_2__643,module_current_3__644,module_current_4__645,module_current_5__646,module_current_6__647,module_current_7__648,module_current_8__649,module_current_9__650,module_temp_1__590,module_temp_1__781,module_temp_2__591,module_temp_2__782,module_temp_3__592,module_temp_3__783,photodiode_1__652,photodiode_2__653,photodiode_3__654,photodiode_4__655,photodiode_5__656,photodiode_6__657,poa_irradiance_1__627,poa_irradiance_2__658,poa_irradiance__582,poa_irradiance__771,power_factor__596,precipitation__4818,reflector_temp_1__638,relative_humidity__1334,unbiased_leakage_na__1340,unbiased_mppt_current__1336,unbiased_mppt_power__1337,unbiased_mppt_voltage__1335,unbiased_mvshunt__1339,unbiased_temp__1338,wetness_kohms__1330,wind_direction__1332,wind_speed__1331,system_id
2011-10-15 00:00:00,,,0.0,3.8292,0.2538,,,4.083,,,120.62,,,,11.588,,,,,,,,,,,,,,,,,13.959,,,18.227,,-0.0004,0.4252,,0.0,,0.0,0.0,-0.0002,,,-0.0002,,,,10.876,,19.297,,,,,,,,,,,,,,,,,,,,,,,,,8.9114,,-26.97,,7.941499999999999,,,,,,,,,,-99999.0,,,,,,,,,,,,,,51
2011-10-15 00:01:00,,,0.0,-13.495,-5.8592,,,-19.354,,,120.79,,,,11.138,,,,,,,,,,,,,,,,,13.957,,,18.227,,-0.0001,0.4294999999999999,,0.0,,-0.0022,0.0,-0.0001,,,-0.0001,,,,10.001,,18.914,,,,,,,,,,,,,,,,,,,,,,,,,8.823299999999998,,-26.97,,7.815699999999999,,,,,,,,,,-99999.0,,,,,,,,,,,,,,51
2011-10-15 00:02:00,,,0.0,-10.381,3.2065,,,-7.174,,,120.37,,,,11.15,,,,,,,,,,,,,,,,,13.958,,,18.226,,0.0,0.4294999999999999,,-0.001,,0.0022,0.0,0.0,,,0.0,,,,10.103,,18.95,,,,,,,,,,,,,,,,,,,,,,,,,8.823299999999998,,-26.97,,7.8602,,,,,,,,,,-99999.0,,,,,,,,,,,,,,51
2011-10-15 00:03:00,,,0.0,0.0230999999999999,-2.2607,,,-2.2376,,,120.64,,,,11.498,,,,,,,,,,,,,,,,,13.958,,,18.218,,0.0002999999999999,0.4252,,-0.0002999999999999,,0.0,0.0,0.0001,,,0.0001,,,,10.509,,20.126,,,,,,,,,,,,,,,,,,,,,,,,,8.9114,,-26.97,,7.9634,,,,,,,,,,-99999.0,,,,,,,,,,,,,,51
2011-10-15 00:04:00,,,0.0,4.1522,-7.9814,,,-3.8292,,,120.75,,,,11.821,,,,,,,,,,,,,,,,,13.958,,,18.215,,0.0001,0.4316999999999999,,-0.0002999999999999,,-0.0086999999999999,0.0,0.0001,,,0.0001,,,,11.248,,19.705,,,,,,,,,,,,,,,,,,,,,,,,,8.823299999999998,,-26.97,,7.914799999999999,,,,,,,,,,-99999.0,,,,,,,,,,,,,,51
2011-10-15 00:05:00,,,0.0,9.5501,0.0230999999999999,,,9.573200000000002,,,120.47,,,,11.915,,,,,,,,,,,,,,,,,13.958,,,18.214,,0.0005999999999999,0.4252,,0.0,,-0.0043,0.0,0.0002999999999999,,,0.0002999999999999,,,,12.095,,19.305,,,,,,,,,,,,,,,,,,,,,,,,,9.085,,-26.97,,7.9295,,,,,,,,,,-99999.0,,,,,,,,,,,,,,51
2011-10-15 00:06:00,,,0.0,2.6067,9.8038,,,12.411,,,120.06,,,,11.993,,,,,,,,,,,,,,,,,13.958,,,18.209,,0.0008999999999999,0.4273,,0.0,,0.0,0.0,0.0004,,,0.0004,,,,11.537,,19.596,,,,,,,,,,,,,,,,,,,,,,,,,8.823299999999998,,-26.97,,7.799699999999999,,,,,,,,,,-99999.0,,,,,,,,,,,,,,51
2011-10-15 00:07:00,,,0.0,-11.626,-3.2065,,,-14.833,,,120.62,,,,12.045,,,,,,,,,,,,,,,,,13.959,,,18.202,,0.0,0.4164999999999999,,-0.0006999999999999,,0.0022,0.0,0.0,,,0.0,,,,10.247,,18.843,,,,,,,,,,,,,,,,,,,,,,,,,8.823299999999998,,-26.97,,7.7412,,,,,,,,,,-99999.0,,,,,,,,,,,,,,51
2011-10-15 00:08:00,,,0.0,-0.3459999999999999,-2.6758,,,-3.0218,,,120.63,,,,12.025,,,,,,,,,,,,,,,,,13.96,,,18.203,,0.0001,0.4316999999999999,,-0.0001,,-0.0043,0.0,0.0001,,,0.0001,,,,10.862,,19.293,,,,,,,,,,,,,,,,,,,,,,,,,8.823299999999998,,-26.97,,7.726099999999998,,,,,,,,,,-99999.0,,,,,,,,,,,,,,51
2011-10-15 00:09:00,,,0.0,-14.971,-7.0819,,,-22.053,,,120.86,,,,11.899,,,,,,,,,,,,,,,,,13.96,,,18.203,,0.0,0.4252,,-0.0001,,0.0,0.0,0.0,,,0.0,,,,9.4173,,19.022,,,,,,,,,,,,,,,,,,,,,,,,,8.823299999999998,,-26.97,,7.7043,,,,,,,,,,-99999.0,,,,,,,,,,,,,,51
2011-10-15 00:10:00,,,0.0,-1.0381,-2.9758,,,-4.0138,,,120.65,,,,11.832,,,,,,,,,,,,,,,,,13.959,,,18.194,,0.0002999999999999,0.4273,,0.0,,0.0,0.0,0.0001,,,0.0001,,,,11.302,,18.684,,,,,,,,,,,,,,,,,,,,,,,,,8.823299999999998,,-26.97,,7.5613,,,,,,,,,,-99999.0,,,,,,,,,,,,,,51
2011-10-15 00:11:00,,,0.0,-9.8269,-6.459,,,-16.286,,,120.75,,,,11.688,,,,,,,,,,,,,,,,,13.961,,,18.191,,0.0001,0.4273,,-0.0005999999999999,,-0.0022,0.0,0.0001,,,0.0001,,,,9.8734,,18.941,,,,,,,,,,,,,,,,,,,,,,,,,8.823299999999998,,-26.97,,7.3589,,,,,,,,,,-99999.0,,,,,,,,,,,,,,51
2011-10-15 00:12:00,,,0.0,7.750899999999999,7.497,,,15.248,,,120.26,,,,11.508,,,,,,,,,,,,,,,,,13.96,,,18.191,,-0.0002999999999999,0.4294999999999999,,0.0,,-0.0022,0.0,-0.0001,,,-0.0001,,,,11.733,,20.076,,,,,,,,,,,,,,,,,,,,,,,,,8.823299999999998,,-26.97,,7.1361,,,,,,,,,,-99999.0,,,,,,,,,,,,,,51
2011-10-15 00:13:00,,,0.0,-2.1225,-5.767,,,-7.8895,,,120.77,,,,11.271,,,,,,,,,,,,,,,,,13.96,,,18.186,,0.0,0.4339,,-0.0002999999999999,,-0.0022,0.0,0.0,,,0.0,,,,10.644,,19.311,,,,,,,,,,,,,,,,,,,,,,,,,8.823299999999998,,-26.97,,6.892,,,,,,,,,,-99999.0,,,,,,,,,,,,,,51
2011-10-15 00:14:00,,,0.0,6.1361,2.3529,,,8.489,,,120.45,,,,11.042,,,,,,,,,,,,,,,,,13.961,,,18.179,,0.0005999999999999,0.4294999999999999,,-0.0001,,-0.0022,0.0,0.0002999999999999,,,0.0002999999999999,,,,11.421,,19.669,,,,,,,,,,,,,,,,,,,,,,,,,8.823299999999998,,-26.97,,6.7578,,,,,,,,,,-99999.0,,,,,,,,,,,,,,51
