measured_on,ac_current__427,ac_power__423,ac_voltage__426,ambient_temp__428,das_temp__433,dc_pos_current__425,dc_pos_voltage__424,dc_power__422,inverter_temp__432,module_temp_1__429,module_temp_2__430,module_temp_3__431,poa_irradiance__421,system_id
2000-04-23 09:25:00,0.1336,-9.1437,-1.7345,-99999.0,13.674,-0.4218799999999999,-0.53793,-62.942,1.8037,-99999.0,-99999.0,-99999.0,4.9187,10
