,ac_power_inv_17312_daily_max,ac_power_inv_17312_daily_mean,ac_energy_inv_17312_daily_sum
2023-01-01,5.037,2.3719024390243906,24.316
2023-01-02,4.385,1.4259268292682927,14.619
2023-01-03,5.232,2.362975,23.636
2023-01-04,5.853,2.3827380952380954,25.024
2023-01-05,5.238,2.7104,27.112
2023-01-06,5.244,2.32355,23.24
2023-01-07,2.089,0.8483611111111111,7.638
2023-01-08,5.3870000000000005,2.785475,27.859
2023-01-09,5.158,2.5614146341463413,26.259
2023-01-10,5.167,2.632658536585366,26.99
2023-01-11,5.126,2.437666666666667,25.602
2023-01-12,5.675,2.7997857142857145,29.402
2023-01-13,5.534,2.893625,28.944
2023-01-14,5.61,2.7998809523809522,29.404
2023-01-15,6.22,2.07525,20.756
2023-01-16,5.301,1.951575,19.522
2023-01-17,5.135,2.542390243902439,26.065
2023-01-18,5.507,2.684418604651163,28.863
2023-01-19,5.481,2.870609756097561,29.427
2023-01-20,4.243,1.0958,10.962
2023-01-21,5.287,2.0561499999999997,20.566
2023-01-22,5.795,3.034048780487805,31.105
2023-01-23,6.037,2.1627804878048784,22.176
2023-01-24,6.178,1.3276999999999999,13.281
2023-01-25,5.9670000000000005,3.144829268292683,32.238
2023-01-26,5.8,3.1003414634146345,31.783
2023-01-27,5.425,2.0578780487804877,21.096
2023-01-28,2.037,0.7194634146341463,7.378
2023-01-29,5.405,1.6784047619047617,17.63
2023-01-30,0.541,0.3197027027027027,2.957
2023-01-31,0.825,0.2835405405405405,2.63
2023-02-01,0.92,0.35830555555555554,3.232
2023-02-02,2.526,1.117025641025641,10.896
2023-02-03,3.772,1.4969047619047617,15.722
2023-02-04,5.998,3.2045227272727272,35.257
2023-02-05,5.679,3.0261627906976742,32.534
2023-02-06,5.98,2.234093023255814,24.02
2023-02-07,1.884,0.6614523809523809,6.948
2023-02-08,6.104,1.4251666666666667,14.97
2023-02-09,5.948,3.1932093023255814,34.331
2023-02-10,6.971,3.0394186046511624,32.679
2023-02-11,6.327,3.3939534883720928,36.489
2023-02-12,5.315,2.4383409090909094,26.831
2023-02-13,4.206,1.7427906976744185,18.738
2023-02-14,6.251,3.3961627906976743,36.511
2023-02-15,6.029,2.559738095238095,26.883
2023-02-16,4.054,1.5945111111111112,17.946
2023-02-17,7.113,3.2575333333333334,36.654
2023-02-18,6.062,2.863204545454545,31.502
2023-02-19,4.4430000000000005,2.1612,24.314
2023-02-20,6.376,2.91104347826087,33.484
2023-02-21,5.797,2.9999347826086953,34.507
2023-02-22,5.963,3.0078297872340425,35.344
2023-02-23,5.9190000000000005,2.529108695652174,29.09
2023-02-24,2.058,0.761047619047619,7.997
2023-02-25,4.267,1.70325,18.737
2023-02-26,5.58,1.8545999999999998,20.866
2023-02-27,6.436,3.3180652173913043,38.162
2023-02-28,5.883,2.7457555555555553,30.896
2023-03-01,5.948,1.5292000000000001,17.209
2023-03-02,4.441,1.4511063829787234,17.054
2023-03-03,6.398000000000001,3.4625434782608697,39.827
2023-03-04,6.078,3.396866666666667,38.222
2023-03-05,6.16,3.195382978723404,37.549
2023-03-06,6.413,2.699977777777778,30.378
2023-03-07,4.702,1.8590652173913043,21.387
2023-03-08,2.234,1.2142608695652175,13.97
2023-03-09,5.626,2.1293111111111114,23.959
2023-03-10,6.648000000000001,3.015777777777778,33.934
2023-03-11,5.787,2.690404255319149,31.622
2023-03-12,6.815,2.978979166666667,35.753
2023-03-13,6.516,3.5294893617021277,41.472
2023-03-14,6.322,1.8746808510638298,22.032
2023-03-15,6.396,2.660063829787234,31.262
2023-03-16,7.162,2.0982857142857143,22.038
2023-03-17,7.21,3.2026739130434785,36.835
2023-03-18,2.577,1.0594893617021277,12.457
2023-03-19,6.679,3.740479166666667,44.891
2023-03-20,2.763,1.114851063829787,13.103
2023-03-21,1.545,0.6502666666666667,7.320999999999999
2023-03-22,4.465,1.9039183673469389,23.328
2023-03-23,7.232999999999999,1.8085306122448979,22.158
2023-03-24,6.503,3.58904347826087,41.28
2023-03-25,6.314,3.610416666666667,43.3
2023-03-26,6.227,2.780204081632653,34.033
2023-03-27,6.306,2.1286734693877554,26.061
2023-03-28,6.306,2.605166666666667,31.228
2023-03-29,4.69,1.9966458333333332,23.963
2023-03-30,1.588,0.4661086956521739,5.367
2023-03-31,6.6930000000000005,2.4926530612244897,30.539
2023-04-01,6.48,2.315596153846154,30.086
2023-04-02,4.2780000000000005,1.390392156862745,17.701
2023-04-03,6.259,3.16378,39.558
2023-04-04,5.804,2.1821176470588233,27.828
2023-04-05,4.971,2.1543799999999997,26.939
2023-04-06,1.276,0.42173529411764704,3.588
2023-04-07,1.344,0.5528478260869565,6.364
2023-04-08,1.55,0.916795918367347,11.195
2023-04-09,5.2330000000000005,1.87392,23.404
2023-04-10,7.011,1.9153921568627452,24.372
2023-04-11,6.9,3.128333333333334,39.882
2023-04-12,7.213,3.4857450980392155,44.43
2023-04-13,6.434,3.4856470588235293,44.39
2023-04-14,4.7620000000000005,1.4707692307692308,19.126
2023-04-15,6.196,3.4510576923076925,44.869
2023-04-16,6.644,3.7444313725490197,47.721
2023-04-17,6.768,2.935549019607843,37.415
2023-04-18,5.394,1.5476400000000001,19.352
2023-04-19,4.845,1.7294313725490196,22.055
2023-04-20,5.314,2.0394545454545456,22.439
2023-04-21,6.635,3.396423076923077,44.161
2023-04-22,7.508,2.333653846153846,30.324
2023-04-23,5.503,1.43138,17.898
2023-04-24,6.618,3.0433125000000003,36.526
2023-04-25,3.8,1.2631999999999999,15.798
2023-04-26,7.267,2.6996122448979594,33.077
2023-04-27,6.59,3.758019230769231,48.817
2023-04-28,7.485,2.5294081632653063,30.953
2023-04-29,7.003,3.7783888888888892,50.994
2023-04-30,6.2410000000000005,3.5870576923076922,46.615
2023-05-01,6.604,3.397346153846154,44.143
2023-05-02,4.095,2.263781818181818,31.134
2023-05-03,6.091,3.030603773584906,40.154
2023-05-04,6.102,1.9101636363636363,26.269
2023-05-05,5.958,3.0595999999999997,42.076
2023-05-06,6.464,2.5487037037037035,34.418
2023-05-07,6.7090000000000005,2.1453076923076924,27.896
2023-05-08,6.140000000000001,3.0245370370370375,40.84
2023-05-09,3.764,1.070462962962963,14.459
2023-05-10,7.410999999999999,2.330705882352941,29.721
2023-05-11,6.001,2.6707407407407406,36.059
2023-05-12,6.175,2.0472777777777775,27.644
2023-05-13,2.756,0.7936122448979592,9.73
2023-05-14,6.644,2.2864339622641507,30.302
2023-05-15,5.129,1.657943396226415,21.979
2023-05-16,5.367,2.0208235294117647,25.772
2023-05-17,6.409,3.5027169811320755,46.4
2023-05-18,6.353,3.2406603773584903,42.919
2023-05-19,6.134,3.271641509433962,43.358
2023-05-20,6.67,2.889307692307692,37.567
2023-05-21,4.675,1.6405471698113208,21.746
2023-05-22,6.791,2.7905925925925925,37.677
2023-05-23,6.479,2.738888888888889,36.984
2023-05-24,7.051,2.4076481481481484,32.507
2023-05-25,6.894,2.5371636363636365,34.893
2023-05-26,4.875,2.350236363636364,32.322
2023-05-27,5.99,2.219927272727273,30.527
2023-05-28,6.167,2.633962962962963,35.566
2023-05-29,6.032,2.210109090909091,30.398
2023-05-30,6.496,3.0599259259259264,41.315
2023-05-31,6.3260000000000005,3.363018181818182,46.25
2023-06-01,6.567,2.805,38.58
2023-06-02,6.622,3.109767857142857,43.548
2023-06-03,6.181,2.8427499999999997,39.805
2023-06-04,4.8500000000000005,1.7889811320754718,23.708
2023-06-05,6.027,2.0477857142857143,28.676
2023-06-06,6.43,2.06062962962963,27.825
2023-06-07,6.272,2.8329454545454547,38.959
2023-06-08,6.518,2.683722222222222,36.238
2023-06-09,6.01,2.938018181818182,40.405
2023-06-10,6.072,3.373388888888889,45.552
2023-06-11,5.847,3.167160714285714,44.344
2023-06-12,5.913,3.074527272727273,42.281
2023-06-13,4.358,1.8701272727272726,25.723
2023-06-14,6.0120000000000005,2.6694464285714288,37.381
2023-06-15,5.728,2.565509090909091,35.281
2023-06-16,5.703,2.6002727272727277,35.758
2023-06-17,5.994,2.761462962962963,37.29
2023-06-18,5.57,3.0448928571428575,42.634
2023-06-19,5.6080000000000005,2.4682631578947367,35.18
2023-06-20,5.67,2.9803389830508475,43.966
2023-06-21,5.918,2.8082830188679244,37.215
2023-06-22,6.171,2.723581818181818,37.455
2023-06-23,5.845,3.2619074074074073,44.042
2023-06-24,5.871,3.1904210526315793,45.476
2023-06-25,5.6000000000000005,2.5311052631578947,36.078
2023-06-26,5.876,3.221392857142857,45.106
2023-06-27,5.851,3.151421052631579,44.915
2023-06-28,5.817,3.1958035714285713,44.745
2023-06-29,5.853,3.1570175438596495,44.995
2023-06-30,6.392,3.218345454545455,44.261
2023-07-01,6.564,2.438589285714286,34.143
2023-07-02,6.195,2.4511296296296297,33.099
2023-07-03,6.623,2.6271636363636364,36.134
2023-07-04,6.269,2.3672280701754382,33.742
2023-07-05,6.599,2.9509464285714286,41.321
2023-07-06,6.405,2.672894736842105,38.095
2023-07-07,6.566,2.964890909090909,40.777
2023-07-08,6.572,2.881796610169492,42.514
2023-07-09,5.815,2.96295,44.448
2023-07-10,5.69,2.9667457627118647,43.768
2023-07-11,5.095,2.2833214285714285,31.977
2023-07-12,5.803,3.1945357142857143,44.73
2023-07-13,5.806,3.2537454545454545,44.749
2023-07-14,5.882000000000001,3.266618181818182,44.92
2023-07-15,5.659,3.06359649122807,43.661
2023-07-16,5.7860000000000005,2.807542372881356,41.421
2023-07-17,5.683,3.0295689655172415,43.935
2023-07-18,5.7700000000000005,2.996,44.197
2023-07-19,5.777,2.95105,44.268
2023-07-20,5.705,3.120589285714286,43.696
2023-07-21,5.736,2.924,43.131
2023-07-22,6.095,2.5664181818181815,35.296
2023-07-23,6.083,3.0170357142857145,42.245
2023-07-24,5.981,2.978947368421053,42.452
2023-07-25,5.898,3.1034814814814813,41.906
2023-07-26,5.881,3.0068035714285712,42.1
2023-07-27,6.09,2.9568070175438597,42.14
2023-07-28,5.8,3.1381666666666668,42.37
2023-07-29,5.712,3.046178571428572,42.653
2023-07-30,5.918,2.7455084745762712,40.503
2023-07-31,5.953,2.683266666666667,40.257
2023-08-01,5.692,2.7251964285714285,38.156
2023-08-02,5.74,3.1726666666666667,42.836
2023-08-03,5.793,2.8883333333333336,43.332
2023-08-04,5.737,3.0450178571428568,42.638
2023-08-05,5.755,2.904864406779661,42.856
2023-08-06,5.889,3.0473157894736844,43.427
2023-08-07,5.779,3.0313928571428574,42.447
2023-08-08,5.744,3.1953396226415096,42.345
2023-08-09,5.823,3.2382222222222223,43.72
2023-08-10,5.777,3.03275,42.463
2023-08-11,5.753,3.044410714285714,42.63
2023-08-12,5.74,3.068109090909091,42.193
2023-08-13,5.813,3.101018181818182,42.646
2023-08-14,5.705,2.9514074074074075,39.848
2023-08-15,5.665,3.093851851851852,41.775
2023-08-16,5.6850000000000005,2.8089322033898307,41.436
2023-08-17,5.65,2.8650535714285716,40.118
2023-08-18,5.659,2.895526315789474,41.272
2023-08-19,5.667,2.8477758620689655,41.299
2023-08-20,5.972,2.739561403508772,39.041
2023-08-21,5.6370000000000005,2.529358490566038,33.519
2023-08-22,5.079,2.0655849056603772,27.376
