,ac_power_inv_17361_daily_max,ac_power_inv_17361_daily_mean
2017-11-28,0.401,0.13420175438596488
2017-11-29,1.794,0.9588684210526315
2017-11-30,1.755,0.9532543859649122
2017-12-01,1.894,0.9280964912280701
2017-12-02,1.692,0.8087719298245615
2017-12-03,1.703,0.8732300884955752
2017-12-04,0.264,0.09075238095238093
2017-12-05,1.86,0.8759026548672567
2017-12-06,1.857,0.9888053097345133
2017-12-07,1.835,0.9818378378378377
2017-12-08,1.808,0.9783873873873874
2017-12-09,1.686,0.48298165137614674
2017-12-10,1.69,0.6376216216216216
2017-12-11,1.57,0.3646969696969697
2017-12-12,0.2129999999999999,0.10279166666666666
2017-12-13,0.5539999999999999,0.1181470588235294
2017-12-14,1.809,0.7414864864864864
2017-12-15,1.414,0.2615315315315315
2017-12-16,1.686,0.8924594594594595
2017-12-17,0.995,0.32778095238095234
2017-12-18,1.732,0.8506818181818182
2017-12-19,1.789,0.7929082568807339
2017-12-20,1.085,0.4695398230088495
2017-12-21,0.2919999999999999,0.11308860759493668
2017-12-22,0.44,0.18550943396226413
2017-12-23,1.419,0.4280990990990991
2017-12-24,0.027,0.018042105263157877
2017-12-25,0.144,0.06677173913043476
2017-12-26,0.188,0.06504999999999998
2017-12-27,0.186,0.10235106382978722
2017-12-28,0.049,0.02204123711340203
2017-12-29,0.02,0.013290697674418596
2017-12-30,0.0529999999999999,0.029528089887640416
2017-12-31,0.044,0.03177215189873415
