measured_on,ac_power__423,ac_voltage__426,dc_pos_voltage__424,dc_power__422,inverter_temp__432,module_temp_3__431,poa_irradiance__421,system_id
2019-03-01 00:34:00,,122.0,,,,,,10
2019-03-01 00:38:00,,122.0,,,,,,10
2019-03-01 03:13:00,,122.0,,,,,,10
2019-03-01 05:12:00,,,0.0,,,,,10
2019-03-01 06:21:00,,,,,,,0.0,10
2019-03-01 06:40:00,,,159.0,,,,,10
2019-03-01 06:46:00,,,,,,4.0,,10
2019-03-01 07:03:00,,122.0,,,,,,10
2019-03-01 07:34:00,,,211.0,,,,,10
2019-03-01 08:01:00,,123.0,,,,,,10
2019-03-01 08:20:00,416.0,,,,,,,10
2019-03-01 09:12:00,,124.0,,,,,,10
2019-03-01 09:21:00,,,,,14.0,,,10
2019-03-01 09:24:00,,124.0,,,,,,10
2019-03-01 09:26:00,,,,,,,684.0,10
2019-03-01 09:46:00,,,249.0,,,,,10
2019-03-01 09:54:00,,,,,,,730.0,10
2019-03-01 10:04:00,,,239.0,,,,,10
2019-03-01 10:16:00,,,219.0,,,,,10
2019-03-01 10:17:00,,,,1077.0,,,,10
2019-03-01 10:27:00,,,,,,,1049.0,10
2019-03-01 10:46:00,,,,1024.0,,,,10
2019-03-01 10:57:00,,,,1052.0,,,,10
2019-03-01 11:04:00,,,,1009.0,,,,10
2019-03-01 11:33:00,,,,,,,435.0,10
2019-03-01 11:34:00,,,,,,,555.0,10
2019-03-01 11:57:00,,,,1222.0,,,,10
2019-03-01 12:01:00,1058.0,,,,,,,10
2019-03-01 12:05:00,,,,1273.0,,,,10
2019-03-01 12:08:00,1070.0,,,,,,,10
2019-03-01 12:11:00,1075.0,,,,,,,10
2019-03-01 12:14:00,,,229.0,,,,,10
2019-03-01 12:19:00,,,,,,,1234.0,10
2019-03-01 12:22:00,1064.0,,,,,,,10
2019-03-01 12:23:00,,,,,,,1285.0,10
2019-03-01 12:25:00,1134.0,,,,,,,10
2019-03-01 12:26:00,,,,1425.0,,,,10
2019-03-01 12:27:00,,,,,,,1398.0,10
2019-03-01 12:28:00,1166.0,,,,,,1370.0,10
2019-03-01 12:29:00,,,,1272.0,,,,10
2019-03-01 12:30:00,1009.0,,,,,,,10
2019-03-01 12:32:00,,125.0,,,,,,10
2019-03-01 12:51:00,269.0,,,,,,304.0,10
2019-03-01 13:10:00,,,,,,,276.0,10
2019-03-01 13:21:00,,,,366.0,,,,10
2019-03-01 13:29:00,366.0,,,,,,,10
2019-03-01 13:36:00,,,,1057.0,,,,10
2019-03-01 13:37:00,,,,1069.0,,,,10
2019-03-01 14:07:00,,,,1105.0,,,,10
2019-03-01 14:09:00,,,,1187.0,,,,10
2019-03-01 14:15:00,750.0,,,,,,,10
2019-03-01 14:50:00,,,,,,,711.0,10
2019-03-01 15:15:00,,124.0,,,,,,10
2019-03-01 15:17:00,,124.0,,,,,,10
2019-03-01 15:51:00,,123.0,,,,,,10
2019-03-01 16:02:00,,122.0,,,,,,10
2019-03-01 16:06:00,118.0,,,,,,,10
2019-03-01 16:09:00,,,,,,,140.0,10
2019-03-01 16:11:00,,122.0,,,,,,10
2019-03-01 16:14:00,,,,108.0,,,,10
2019-03-01 18:51:00,,122.0,,,,,,10
