measured_on,ac_power__423,ac_voltage__426,dc_pos_voltage__424,dc_power__422,module_temp_1__429,poa_irradiance__421,system_id
2019-02-26 00:32:00,,,,,,0.0,10
2019-02-26 00:33:00,,,,,,0.0,10
2019-02-26 00:43:00,,,,,,0.0,10
2019-02-26 02:47:00,,,,,,0.0,10
2019-02-26 02:52:00,,122.0,,,,,10
2019-02-26 02:53:00,,122.0,,,,,10
2019-02-26 03:01:00,,122.0,,,,,10
2019-02-26 03:12:00,,122.0,,,,,10
2019-02-26 03:14:00,,122.0,,,,,10
2019-02-26 03:15:00,,122.0,,,,,10
2019-02-26 04:43:00,,,0.0,,,,10
2019-02-26 05:20:00,,,0.0,,,,10
2019-02-26 05:31:00,,,0.0,,,,10
2019-02-26 05:37:00,,,,,,0.0,10
2019-02-26 05:53:00,,122.0,,,,,10
2019-02-26 05:55:00,,,,,,0.0,10
2019-02-26 05:58:00,,122.0,,,,,10
2019-02-26 06:14:00,,122.0,,,,,10
2019-02-26 06:18:00,,122.0,,,,,10
2019-02-26 06:30:00,,122.0,,,,,10
2019-02-26 06:31:00,,122.0,,,,,10
2019-02-26 06:36:00,,122.0,,,,,10
2019-02-26 07:15:00,,,159.0,,,,10
2019-02-26 07:42:00,,122.0,,,,,10
2019-02-26 07:48:00,,,222.0,,,,10
2019-02-26 08:13:00,373.0,,,,,,10
2019-02-26 08:24:00,,,,590.0,,,10
2019-02-26 08:52:00,,,,659.0,,,10
2019-02-26 09:11:00,,,,,,717.0,10
2019-02-26 09:26:00,,,231.0,,,,10
2019-02-26 09:34:00,,,,762.0,,,10
2019-02-26 09:35:00,676.0,,,,,,10
2019-02-26 09:54:00,,,,,,507.0,10
2019-02-26 10:03:00,,,,,,992.0,10
2019-02-26 10:19:00,,,,1173.0,,,10
2019-02-26 10:32:00,,,,826.0,,,10
2019-02-26 10:39:00,,,,,,901.0,10
2019-02-26 10:51:00,,,,1135.0,,,10
2019-02-26 10:59:00,,,,1137.0,,,10
2019-02-26 11:03:00,,,,1113.0,,,10
2019-02-26 11:06:00,,,,1073.0,,1029.0,10
2019-02-26 11:09:00,,,,,,1090.0,10
2019-02-26 11:10:00,,,,1140.0,,,10
2019-02-26 11:12:00,,,,1180.0,,,10
2019-02-26 11:18:00,,,,1219.0,,,10
2019-02-26 11:24:00,,,,1062.0,,,10
2019-02-26 11:27:00,,,,,,1153.0,10
2019-02-26 11:36:00,1015.0,,,,,,10
2019-02-26 11:37:00,,,,,,1212.0,10
2019-02-26 11:39:00,,,,,,1187.0,10
2019-02-26 11:42:00,,,,1182.0,,,10
2019-02-26 11:55:00,,,,,,1135.0,10
2019-02-26 12:00:00,,,,1168.0,,,10
2019-02-26 12:02:00,905.0,,,,,,10
2019-02-26 12:05:00,,,,,,1087.0,10
2019-02-26 12:08:00,,,,,,1080.0,10
2019-02-26 12:09:00,,,,1081.0,,,10
2019-02-26 12:14:00,,,,1132.0,,,10
2019-02-26 12:19:00,,,,1074.0,,,10
2019-02-26 12:20:00,,,,,,1019.0,10
2019-02-26 12:23:00,,,,,,1086.0,10
2019-02-26 12:28:00,,,,,,1111.0,10
2019-02-26 12:30:00,,,,,,1121.0,10
2019-02-26 12:31:00,,,222.0,,,,10
2019-02-26 12:32:00,,,,1156.0,,,10
2019-02-26 12:34:00,,,,,,1129.0,10
2019-02-26 13:02:00,,,,1118.0,,,10
2019-02-26 13:12:00,,,,1131.0,,,10
2019-02-26 13:20:00,,,,1115.0,,,10
2019-02-26 13:24:00,,,,1124.0,,,10
2019-02-26 13:44:00,,,,1094.0,,,10
2019-02-26 13:45:00,,,,1092.0,,,10
2019-02-26 13:49:00,,,,,,1019.0,10
2019-02-26 13:59:00,,,,1079.0,,,10
2019-02-26 14:05:00,,,,,36.0,,10
2019-02-26 14:10:00,,124.0,,,,,10
2019-02-26 14:17:00,792.0,,,,,,10
2019-02-26 15:02:00,692.0,,,,,,10
2019-02-26 15:03:00,,,,,,781.0,10
2019-02-26 15:08:00,,,233.0,,,,10
2019-02-26 15:10:00,,,232.0,,,,10
2019-02-26 15:23:00,,,239.0,,,,10
2019-02-26 15:48:00,,,241.0,,,,10
2019-02-26 16:01:00,,,,,,529.0,10
2019-02-26 16:21:00,371.0,,,,,,10
2019-02-26 17:02:00,27.0,,,,,,10
2019-02-26 18:15:00,,122.0,,,,,10
2019-02-26 18:22:00,,122.0,,,,,10
2019-02-26 18:37:00,,122.0,,,,,10
2019-02-26 18:44:00,,122.0,,,,,10
2019-02-26 18:50:00,,,0.0,,,,10
2019-02-26 22:31:00,,,0.0,,,,10
