measured_on,ac_current__427,ac_power__423,ac_voltage__426,ambient_temp__428,das_battery_voltage__434,das_temp__433,dc_pos_current__425,dc_pos_voltage__424,dc_power__422,inverter_temp__432,module_temp_1__429,module_temp_2__430,module_temp_3__431,system_id
2022-06-21 00:00:00,1.6336,-1.2738,119.72,16.76,13.208,20.149,0.0082199999999999,0.34516,0.0017099999999999,17.151,15.35,15.132,14.788,10
2022-06-21 00:01:00,1.6339,-1.307,119.68,16.7,13.207,20.108,0.00749,-0.3894,-0.00508,17.101,15.303,15.135,14.772,10
2022-06-21 00:02:00,1.633,-1.2959,119.72,16.641,13.208,20.078,0.00091,0.0531,-0.00421,17.066,15.277,15.05,14.683,10
2022-06-21 00:03:00,1.6339,-1.3181,119.46,16.581,13.209,20.041,0.00201,-0.36728,-0.00152,17.006,15.161,14.988,14.628,10
2022-06-21 00:04:00,1.6331,-1.3292,119.17,16.507,13.208,20.01,0.0041999999999999,-0.29648,-0.0043099999999999,16.951,15.075,14.931,14.605,10
2022-06-21 00:05:00,1.6336,-1.2627,119.16,16.449,13.21,19.98,0.0060299999999999,-0.2787799999999999,-0.00446,16.902,15.047,14.887,14.569,10
2022-06-21 00:06:00,1.6328,-1.3514,119.23,16.401,13.214,19.948,-0.0011,0.08408,0.0030899999999999,16.868,15.006,14.815,14.532,10
2022-06-21 00:07:00,1.6331,-1.3403,119.26,16.396,13.211,19.906,0.0003699999999999,0.1593,-0.0032299999999999,16.829,15.02,14.854,14.501,10
2022-06-21 00:08:00,1.6336,-1.2849,119.28,16.426,13.212,19.878,-0.0043899999999999,-0.1769999999999999,-0.00219,16.811,14.971,14.837,14.506,10
2022-06-21 00:09:00,1.6328,-1.3513,119.32,16.427,13.213,19.842,-0.00402,-0.0044299999999999,0.0028,16.767,14.891,14.738,14.39,10
2022-06-21 00:10:00,1.6328,-1.3514,119.31,16.479,13.216,19.813,0.0056699999999999,-0.28764,0.00282,16.748,14.91,14.773,14.39,10
2022-06-21 00:11:00,1.6339,-1.4178,119.35,16.521,13.213,19.783,0.00914,0.0796499999999999,-0.00136,16.729,14.94,14.777,14.413,10
2022-06-21 00:12:00,1.6334,-1.3292,119.41,16.585,13.215,19.746,0.00841,-0.38499,-0.00906,16.73,14.997,14.801,14.421,10
2022-06-21 00:13:00,1.634,-1.3625,119.38,16.638,13.216,19.713,0.00128,0.0177,0.0041999999999999,16.71,14.946,14.774,14.42,10
2022-06-21 00:14:00,1.6334,-1.3846,119.38,16.651,13.214,19.683,0.0043899999999999,-0.0575299999999999,-0.00481,16.684,14.956,14.725,14.379,10
2022-06-21 00:15:00,1.6326,-1.3957,119.37,16.656,13.217,19.641,0.00091,-0.16816,0.00051,16.644,14.834,14.65,14.325,10
2022-06-21 00:16:00,1.6318,-1.3847,119.32,16.627,13.218,19.614,-0.0011,-0.21684,-0.00022,16.602,14.756,14.573,14.228,10
2022-06-21 00:17:00,1.6332,-1.3957,119.29,16.56,13.218,19.583,-0.0003699999999999,0.15046,0.0037699999999999,16.535,14.595,14.441,14.166,10
2022-06-21 00:18:00,1.634,-1.3403,119.36,16.474,13.218,19.542,-0.00493,-0.69035,0.0027399999999999,16.462,14.478,14.342,14.071,10
2022-06-21 00:19:00,1.634,-1.4068,119.36,16.393,13.219,19.514,-0.00457,0.15489,-9e-05,16.415,14.441,14.31,14.041,10
2022-06-21 00:20:00,1.6346,-1.5176,119.37,16.377,13.218,19.486,0.00219,-0.14604,-0.00062,16.398,14.523,14.345,14.017,10
2022-06-21 00:21:00,1.6332,-1.4511,119.27,16.401,13.219,19.446,0.00238,-0.6328399999999998,-0.0071799999999999,16.374,14.369,14.278,13.988,10
2022-06-21 00:22:00,1.6321,-1.3847,118.95,16.372,13.22,19.418,0.0029199999999999,0.11949,0.0037599999999999,16.328,14.267,14.227,13.962,10
2022-06-21 00:23:00,1.6337,-1.4401,118.98,16.301,13.22,19.39,0.00055,-1.0046,0.00159,16.274,14.099,14.139,13.891,10
