measured_on,ac_current__427,ac_power__423,ac_voltage__426,ambient_temp__428,das_battery_voltage__434,das_temp__433,dc_pos_current__425,dc_pos_voltage__424,dc_power__422,inverter_temp__432,module_temp_1__429,module_temp_2__430,module_temp_3__431,poa_irradiance__421,system_id
2021-12-14 00:00:00,1.6776,-1.4637,120.01,4.0012,13.512,5.7898,-0.0333,0.4518599999999999,-0.0144899999999999,4.0766,1.7927,1.9259,1.9677,-4.2838,10
2021-12-14 00:01:00,1.6785,-1.4859,120.05,3.9688,13.512,5.7967,-0.02671,-0.12847,0.0035599999999999,4.0087,1.7324,1.8181,1.8209,-4.0626,10
2021-12-14 00:02:00,1.6782,-1.4637,120.01,3.9721,13.513,5.8071,-0.0342099999999999,0.63349,-0.02254,3.9401,1.7103,1.8144,1.7889,-4.0073,10
2021-12-14 00:03:00,1.679,-1.3972,119.96,4.1421,13.514,5.8105,-0.0342099999999999,0.43857,-0.01158,3.8949,1.6918,1.8611,1.9015,-3.7862,10
2021-12-14 00:04:00,1.6771,-1.3861,120.12,4.3187,13.516,5.8105,-0.0235999999999999,0.0354399999999999,0.0006099999999999,3.8716,1.8548,1.8747,1.8683,-3.3716,10
2021-12-14 00:05:00,1.6771,-1.3307,120.1,4.4255,13.516,5.8105,-0.02818,-1.1651,0.03148,3.8448,1.8499,1.9824,1.9526,-3.3163,10
2021-12-14 00:06:00,1.6774,-1.3639,120.1,5.3243,13.516,5.8105,-0.03495,-0.9436,0.03332,3.902,2.1969,2.2975,2.2649,-3.344,10
2021-12-14 00:07:00,1.6774,-1.3418,120.02,6.4727,13.515,5.8175,-0.03513,0.72652,-0.02602,4.0176,2.4432,2.6059,2.7226,-2.9847,10
2021-12-14 00:08:00,1.6776,-1.4859,119.97,6.9547,13.515,5.8209,-0.0342099999999999,-0.41642,0.01446,4.1615,2.5733,2.7431,2.8923,-2.653,10
2021-12-14 00:09:00,1.6782,-1.375,120.11,6.8197,13.516,5.8296,-0.03239,-0.69994,0.01609,4.2076,2.6308,2.6075,2.756,-2.653,10
2021-12-14 00:10:00,1.6774,-1.4194,120.02,6.4573,13.515,5.8313,-0.0285399999999999,0.69108,-0.0227,4.1783,2.5612,2.5562,2.7104,-2.653,10
2021-12-14 00:11:00,1.6776,-1.4748,120.1,6.0029,13.513,5.8313,-0.0347599999999999,-0.30567,0.00978,4.1522,2.4267,2.5102,2.6722,-2.653,10
2021-12-14 00:12:00,1.6779,-1.3972,120.05,5.6535,13.513,5.8313,-0.0310999999999999,-0.17277,0.00025,4.1459,2.4925,2.5215,2.6637,-2.653,10
2021-12-14 00:13:00,1.6782,-1.3861,120.09,5.5422,13.515,5.8313,-0.02671,-0.4031299999999999,0.0070899999999999,4.1819,2.5131,2.5633,2.6949,-2.653,10
2021-12-14 00:14:00,1.6785,-1.3972,120.15,5.6479,13.515,5.8296,-0.03037,-0.46958,0.0118,4.2203,2.6875,2.6019,2.7823,-2.7082,10
2021-12-14 00:15:00,1.6787,-1.5081,120.07,5.8253,13.516,5.8313,-0.03531,-0.3366799999999999,0.01451,4.2672,2.7847,2.6093,2.8378,-2.6806,10
2021-12-14 00:16:00,1.6785,-1.4859,120.12,5.832,13.515,5.8313,-0.02726,0.2480799999999999,-0.00402,4.2736,2.7232,2.6497,2.8569,-2.7082,10
2021-12-14 00:17:00,1.6782,-1.4305,120.04,6.3053,13.515,5.8313,-0.0312899999999999,-0.37655,0.01276,4.3187,2.847,2.8032,2.9785,-2.8464,10
2021-12-14 00:18:00,1.6782,-1.3528,120.02,7.0783,13.514,5.8296,-0.0344,-0.7087999999999999,0.0276199999999999,4.4073,2.8071,2.8771,3.1387,-2.6529,10
2021-12-14 00:19:00,1.6785,-1.4305,120.15,7.3352,13.516,5.8296,-0.03531,-0.54046,0.0168899999999999,4.4305,2.8056,2.882,3.1414,-2.5977,10
2021-12-14 00:20:00,1.6774,-1.4637,120.12,7.1139,13.515,5.8313,-0.0336699999999999,-0.72209,0.0242999999999999,4.4456,2.8823,2.8597,3.076,-2.5701,10
2021-12-14 00:21:00,1.6779,-1.4527,120.15,6.8815,13.514,5.8313,-0.03074,-0.5448899999999999,0.01742,4.4499,2.9304,2.8293,2.9961,-2.5148,10
2021-12-14 00:22:00,1.6768,-1.4083,120.07,6.7631,13.516,5.8313,-0.02415,1.0986,-0.0235399999999999,4.4089,2.7627,2.7528,3.0102,-2.6531,10
2021-12-14 00:23:00,1.6776,-1.4305,120.04,6.5746,13.515,5.8313,-0.03092,0.77968,-0.02529,4.3765,2.6516,2.6587,2.8978,-2.6531,10
2021-12-14 00:24:00,1.6785,-1.4083,120.16,5.9193,13.516,5.8296,-0.03257,-0.9879,0.03097,4.3204,2.4015,2.536,2.7433,-2.6531,10
2021-12-14 00:25:00,1.6782,-1.3639,120.14,5.5516,13.515,5.8383,-0.0285399999999999,0.1461899999999999,-0.00628,4.2727,2.2587,2.4399,2.6338,-2.6807,10
2021-12-14 00:26:00,1.6785,-1.3861,120.15,5.5708,13.514,5.8435,-0.02543,-0.7087999999999999,0.0171,4.2737,2.3376,2.4706,2.5654,-2.7913,10
2021-12-14 00:27:00,1.6782,-1.375,120.15,6.1579,13.515,5.84,-0.03056,-0.99676,0.03031,4.3167,2.5096,2.6454,2.7409,-2.7637,10
2021-12-14 00:28:00,1.6785,-1.4416,120.08,6.9909,13.513,5.8487,-0.0338499999999999,-0.16391,0.0106599999999999,4.4129,2.6577,2.889,3.0862,-2.6531,10
2021-12-14 00:29:00,1.6779,-1.3861,120.2,7.7432,13.513,5.8522,-0.03293,0.4961599999999999,-0.02095,4.5524,2.9787,3.1837,3.3752,-2.5978,10
2021-12-14 00:30:00,1.6774,-1.4416,120.13,8.1494,13.509,5.8522,-0.02562,-0.37212,0.00932,4.6751,3.1003,3.3364,3.6225,-2.4873,10
2021-12-14 00:31:00,1.679,-1.3972,120.17,8.047,13.511,5.8522,-0.0237899999999999,0.25694,-0.00108,4.7251,3.0854,3.2466,3.5808,-2.1004,10
2021-12-14 00:32:00,1.6776,-1.4416,120.11,6.8953,13.51,5.8522,-0.03074,-0.68222,0.0231799999999999,4.6349,2.8832,2.9822,3.2395,-2.3768,10
2021-12-14 00:33:00,1.6782,-1.4637,120.05,6.2061,13.51,5.8522,-0.03275,-0.1550499999999999,0.00461,4.5708,2.7482,2.8571,3.0607,-2.6531,10
2021-12-14 00:34:00,1.6787,-1.3639,120.13,5.8246,13.508,5.8522,-0.02726,-0.10632,0.0016999999999999,4.5158,2.5147,2.7475,2.9794,-2.6531,10
2021-12-14 00:35:00,1.6785,-1.4527,120.07,5.6128,13.508,5.8643,-0.03678,0.0841699999999999,-0.00353,4.4842,2.476,2.6897,2.904,-2.6531,10
2021-12-14 00:36:00,1.6782,-1.4637,120.1,5.6401,13.508,5.873,-0.0310999999999999,0.1550499999999999,-0.00551,4.4548,2.455,2.6022,2.7896,-2.6531,10
