,ac_power_inv_17252_daily_max,ac_power_inv_17252_daily_mean,ac_energy_inv_17252_daily_sum
2025-01-01,8.096999999999998,2.058263157894737,19.56
2025-01-02,6.642,2.109052631578947,20.043
2025-01-03,3.873,0.8246052631578947,7.839
2025-01-04,9.547,3.9852368421052633,37.857
2025-01-05,7.33,2.93115,29.322
2025-01-07,0.1489999999999999,0.07688888888888885,0.3449999999999999
2025-01-08,0.4809999999999999,0.09242857142857142,0.651
2025-01-09,0.646,0.3880967741935483,3.006
2025-01-10,0.784,0.2966285714285714,2.601
2025-01-11,2.977,1.2308387096774194,9.543
2025-01-12,8.455,4.519179487179487,44.073
2025-01-13,9.027,3.929837837837838,36.351
2025-01-14,8.836999999999998,4.695410256410256,45.774
2025-01-15,9.18,5.233225,52.341
2025-01-16,6.627,1.7402,15.228
2025-01-17,8.82,3.263617647058824,27.747
2025-01-18,8.724,2.468638888888889,22.221
2025-01-19,0.4779999999999999,0.08786206896551722,0.636
2025-01-20,0.226,0.13904999999999998,0.696
2025-01-21,0.2069999999999999,0.04592592592592592,0.312
2025-01-22,0.4709999999999999,0.25740740740740736,1.746
2025-01-23,1.146,0.54290625,4.347
2025-01-24,4.945,1.6951794871794872,16.53
2025-01-25,8.57,3.7164047619047618,39.036
2025-01-26,8.765,4.3073,43.074
2025-01-27,9.02,5.273975609756097,54.066
2025-01-28,9.096,5.278439024390244,54.108
2025-01-29,8.915000000000001,5.22039024390244,53.511
2025-01-30,8.665000000000001,4.289600000000001,42.903
2025-01-31,0.537,0.19126470588235292,1.626
2025-02-01,9.267,5.130372093023255,55.146
2025-02-02,1.968,0.8072093023255814,8.685
2025-02-03,2.648,0.7269318181818182,7.995
2025-02-04,9.52,4.257658536585366,43.641
2025-02-05,4.297,1.3261842105263157,12.615
2025-02-06,3.189,1.0708285714285715,9.375
2025-02-07,9.554,4.675976190476191,49.092
2025-02-08,1.306,0.398275,3.993
2025-02-09,5.346,2.5871666666666666,27.177
