,ac_power_inv_17361_daily_max,ac_power_inv_17361_daily_mean
2024-02-15,2.004,1.0473333333333332
2024-02-16,0.468,0.2140952380952381
2024-02-17,2.1,1.12734375
2024-02-18,2.016,1.0971162790697673
2024-02-19,1.944,1.030139534883721
2024-02-20,1.92,0.7392928176795581
2024-02-21,0.66,0.3445
2024-02-22,1.92,0.6474503816793893
2024-02-23,2.028,0.8957142857142857
2024-02-24,2.028,1.0704179104477614
2024-02-25,1.896,0.920885496183206
2024-02-26,1.908,1.0192727272727273
2024-02-27,1.884,0.723
2024-02-28,2.172,0.8620983606557377
2024-02-29,2.1,0.8212258064516128
2024-03-01,1.224,0.3642666666666666
2024-03-02,1.992,1.0834666666666666
2024-03-03,1.968,1.0370434782608695
2024-03-04,1.716,0.5392
2024-03-05,1.308,0.43694656488549616
2024-03-06,2.148,1.0264
2024-03-07,0.4079999999999999,0.17018181818181816
2024-03-08,0.264,0.06797802197802197
2024-03-09,2.112,1.040201438848921
2024-03-10,2.112,1.1517391304347826
2024-03-11,2.064,1.115217391304348
2024-03-12,1.944,0.9112173913043478
2024-03-13,1.668,0.5646086956521739
2024-03-14,1.32,0.26198601398601395
2024-03-15,2.028,1.1133617021276596
2024-03-16,2.028,0.7761398601398601
2024-03-17,2.16,0.6228085106382979
2024-03-18,1.824,0.8051666666666667
2024-03-19,2.076,0.8802471910112359
2024-03-20,2.172,1.2088510638297874
2024-03-21,1.68,0.5616271186440678
2024-03-22,0.816,0.19340145985401455
2024-03-23,2.136,1.159944827586207
2024-03-24,1.272,0.35774999999999996
2024-03-25,0.336,0.11789781021897808
2024-03-26,0.516,0.169531914893617
2024-03-27,2.16,1.0966153846153845
2024-03-28,2.124,0.9183673469387755
2024-03-29,2.004,0.7807499999999999
2024-03-30,2.04,0.8362448979591837
2024-03-31,2.004,0.7151328671328671
2024-04-01,0.948,0.19982978723404252
2024-04-02,0.456,0.14257342657342653
2024-04-03,0.648,0.19999999999999998
2024-04-04,0.816,0.2470163934426229
2024-04-05,1.5,0.65936
2024-04-06,2.124,1.1421176470588235
2024-04-07,1.764,0.29289795918367345
2024-04-08,2.1,0.9364615384615385
2024-04-09,2.112,1.0791538461538461
2024-04-10,1.968,0.7056774193548387
2024-04-11,1.86,0.30374193548387096
2024-04-12,2.136,0.876972972972973
2024-04-13,2.052,0.8955319148936169
2024-04-14,1.896,0.9925283018867925
2024-04-15,1.944,1.0042732919254658
2024-04-16,1.584,0.3139047619047619
2024-04-17,1.332,0.2903396226415094
2024-04-18,1.848,0.2017297297297297
2024-04-19,2.208,0.9413684210526316
2024-04-20,1.176,0.3648
2024-04-21,2.1,1.0973333333333333
2024-04-22,2.004,0.92805
2024-04-23,1.992,0.6551111111111111
2024-04-24,2.064,0.9416808510638298
2024-04-25,2.064,0.8883141361256545
2024-04-26,0.456,0.11762499999999998
2024-04-27,1.644,0.5055625
2024-04-28,1.164,0.25591443850267376
2024-04-29,1.812,0.5734054054054054
2024-04-30,1.98,1.0214545454545454
2024-05-01,2.004,0.8806249999999999
2024-05-02,1.584,0.3884375
2024-05-03,1.992,0.9013056994818652
2024-05-04,2.052,0.4805567010309278
2024-05-05,2.052,0.8856994818652849
2024-05-06,2.064,0.8761865284974094
2024-05-07,1.692,0.4959310344827586
2024-05-08,1.92,0.7940307692307693
2024-05-09,1.464,0.3102857142857142
2024-05-10,2.1,0.7928167539267016
2024-05-11,2.028,0.8896082474226804
2024-05-12,2.076,0.8607551020408163
2024-05-13,1.812,0.4460204081632653
2024-05-14,1.164,0.35381250000000003
2024-05-15,1.92,0.8715076923076922
2024-05-16,1.836,0.5751384615384616
2024-05-17,0.624,0.23169230769230764
2024-09-04,0.252,0.10399999999999997
2024-09-05,1.788,0.7383529411764705
2024-09-06,1.968,0.7706666666666666
2024-09-07,1.98,1.0571842105263158
2024-09-08,1.896,0.7809677419354838
2024-09-09,1.836,0.7704516129032258
2024-09-10,1.8,0.7752
2024-09-11,1.656,0.7085189189189189
2024-09-12,1.74,0.9031199999999999
2024-09-13,1.884,0.7988571428571428
2024-09-14,1.86,0.8412244897959184
2024-09-15,1.788,0.7593469387755102
2024-09-16,1.824,0.7385306122448979
2024-09-17,1.74,0.9248053691275168
2024-09-18,1.8,0.9078832116788321
2024-09-19,0.432,0.10799999999999997
2024-09-25,1.608,0.6701052631578946
2024-09-26,1.812,0.9537021276595745
2024-09-27,1.08,0.4785734265734265
2024-09-28,1.836,0.976255319148936
2024-09-29,1.8,0.8332765957446809
2024-09-30,1.836,0.8485714285714285
2024-10-01,1.908,0.8696
2024-10-02,1.896,0.8028208092485549
2024-10-03,1.728,0.936608695652174
2024-10-04,1.776,0.994
2024-10-05,1.764,0.9457391304347826
2024-10-06,1.824,0.9914782608695653
2024-10-07,1.86,0.7828314606741573
2024-10-08,1.812,0.9774222222222222
2024-10-09,1.704,0.7061694915254236
2024-10-10,1.704,0.9141492537313433
2024-10-11,1.752,0.8349850746268656
2024-10-12,1.572,0.7192727272727273
2024-10-13,1.668,0.7440916030534351
2024-10-14,1.668,0.4508181818181818
2024-10-15,1.932,1.0451908396946563
2024-10-16,1.848,1.009272727272727
2024-10-17,1.896,1.0177272727272728
2024-10-18,1.836,0.9964651162790699
2024-10-19,1.788,0.9616744186046512
2024-10-20,1.692,0.9154418604651162
2024-10-21,1.692,0.9248571428571428
2024-10-22,1.788,0.4200930232558139
2024-10-23,1.812,0.9198095238095239
2024-10-24,1.812,0.6726818181818182
2024-10-25,1.8,0.9549523809523809
2024-10-26,1.812,0.9703809523809523
2024-10-27,1.836,1.0019047619047619
2024-10-28,1.272,0.5577049180327868
2024-10-29,1.692,0.811488
2024-10-30,0.8519999999999999,0.2710645161290322
2024-10-31,1.32,0.38539999999999996
2024-11-01,1.788,0.9913170731707317
2024-11-02,1.884,0.5546057142857143
2024-11-03,0.168,0.05105454545454543
2024-11-04,0.468,0.1329230769230769
2024-11-05,0.2039999999999999,0.0861052631578947
2024-11-06,0.3599999999999999,0.11181502890173409
2024-11-07,1.704,0.6145945945945946
2024-11-08,1.656,0.8077
2024-11-09,0.4799999999999999,0.18383193277310922
2024-11-10,1.332,0.3157894736842105
2024-11-11,1.728,0.9472
2024-11-12,1.464,0.36
2024-11-13,0.792,0.3099310344827586
2024-11-14,0.3599999999999999,0.13766666666666663
2024-11-15,1.824,0.8363076923076923
2024-11-16,0.648,0.22343362831858404
2024-11-17,1.188,0.3349189189189189
2024-11-18,0.1439999999999999,0.037153846153846135
2024-11-19,1.608,0.6637565217391304
2024-11-20,1.8,0.5461682242990654
2024-11-21,0.228,0.08097196261682241
2024-11-22,0.456,0.1474594594594594
2024-11-23,0.384,0.1829454545454545
2024-11-24,1.284,0.5203539823008849
2024-11-25,0.108,0.02902793296089382
2024-11-26,1.752,0.8378378378378378
2024-11-27,0.66,0.21611428571428568
2024-11-28,0.2399999999999999,0.1112222222222222
2024-11-29,1.68,0.5069454545454545
2024-11-30,1.8,0.8548421052631578
2024-12-01,1.764,0.6018770949720671
2024-12-02,0.4079999999999999,0.10488888888888886
2024-12-03,0.924,0.3233513513513513
2024-12-04,1.692,0.3996571428571428
2024-12-05,1.776,0.9731891891891892
2024-12-06,1.776,0.7623783783783783
2024-12-07,1.668,0.760909090909091
2024-12-08,1.608,0.5349050279329609
2024-12-09,0.948,0.3761454545454545
2024-12-10,1.368,0.309
2024-12-11,1.716,0.28944000000000003
2024-12-12,0.3479999999999999,0.15817142857142855
2024-12-13,1.884,0.5377090909090909
2024-12-14,0.12,0.0684705882352941
2024-12-15,0.228,0.08824242424242419
2024-12-16,0.2399999999999999,0.05041420118343194
2024-12-17,1.392,0.4860571428571428
2024-12-18,1.62,0.2644615384615384
2024-12-19,0.372,0.08289655172413792
2024-12-20,1.764,0.7540571428571429
2024-12-21,1.764,0.9309189189189189
2024-12-22,1.212,0.17679545454545453
2024-12-23,0.672,0.1610285714285714
2024-12-24,0.756,0.148
2024-12-25,0.444,0.09691228070175437
2024-12-26,0.168,0.032214285714285695
2024-12-27,0.12,0.03134117647058822
2024-12-28,1.752,0.39320930232558143
2024-12-29,0.252,0.08288372093023254
2024-12-30,0.96,0.1413774834437086
2024-12-31,0.216,0.08364705882352938
