measured_on,ac_power__423,ac_voltage__426,dc_pos_voltage__424,dc_power__422,module_temp_1__429,poa_irradiance__421,system_id
2018-12-24 00:20:00,,122.0,,,,,10
2018-12-24 01:19:00,,122.0,,,,,10
2018-12-24 01:43:00,,122.0,,,,,10
2018-12-24 01:54:00,,,0.0,,,,10
2018-12-24 02:05:00,,,,0.0,,,10
2018-12-24 02:45:00,,122.0,,,,,10
2018-12-24 06:07:00,,121.0,,,,,10
2018-12-24 06:50:00,,121.0,,,,,10
2018-12-24 07:02:00,,,,,,0.0,10
2018-12-24 07:04:00,,,,,,0.0,10
2018-12-24 07:05:00,,,,,,0.0,10
2018-12-24 07:06:00,,,,,,0.0,10
2018-12-24 07:07:00,,,,,,0.0,10
2018-12-24 07:08:00,,,,,,0.0,10
2018-12-24 07:13:00,,,,,,0.0,10
2018-12-24 07:15:00,,,,,,0.0,10
2018-12-24 08:13:00,,,158.0,,,,10
2018-12-24 08:21:00,,122.0,,,,,10
2018-12-24 08:45:00,,123.0,,,,,10
2018-12-24 08:55:00,,123.0,,,,,10
2018-12-24 08:57:00,,,,,,478.0,10
2018-12-24 08:59:00,,,230.0,,,,10
2018-12-24 09:00:00,,,232.0,,,,10
2018-12-24 09:01:00,,,,659.0,,,10
2018-12-24 09:11:00,,,,799.0,,,10
2018-12-24 09:36:00,,124.0,,,,,10
2018-12-24 09:46:00,,124.0,,,,,10
2018-12-24 09:48:00,,124.0,,,,,10
2018-12-24 09:51:00,,,,,,786.0,10
2018-12-24 10:13:00,,124.0,,,,,10
2018-12-24 10:51:00,,,,994.0,,,10
2018-12-24 10:53:00,,,,1002.0,,,10
2018-12-24 10:58:00,,,230.0,,,,10
2018-12-24 10:59:00,,,,1005.0,,,10
2018-12-24 11:09:00,,,,,,959.0,10
2018-12-24 11:12:00,,,231.0,,,,10
2018-12-24 11:24:00,,,,1065.0,,,10
2018-12-24 11:27:00,,,,1083.0,,,10
2018-12-24 11:58:00,,,,1096.0,,,10
2018-12-24 12:08:00,558.0,,,,,,10
2018-12-24 12:14:00,,,,1022.0,,,10
2018-12-24 12:16:00,709.0,,,,,,10
2018-12-24 12:21:00,,,,1070.0,,,10
2018-12-24 12:23:00,,,,1002.0,,,10
2018-12-24 12:24:00,791.0,,,,,,10
2018-12-24 13:26:00,,,,,30.0,,10
2018-12-24 13:35:00,,,,549.0,,,10
2018-12-24 13:36:00,,,,495.0,,,10
2018-12-24 14:17:00,,124.0,,,,,10
2018-12-24 14:21:00,,124.0,,,,,10
2018-12-24 14:26:00,,,238.0,,,,10
2018-12-24 14:30:00,,,235.0,,,,10
2018-12-24 14:40:00,,,,,,502.0,10
2018-12-24 15:06:00,,,,,,599.0,10
2018-12-24 15:35:00,,123.0,,,,,10
2018-12-24 16:05:00,,122.0,,,,,10
2018-12-24 16:32:00,,,103.0,,,,10
2018-12-24 16:42:00,,,,,,0.0,10
2018-12-24 18:09:00,,122.0,,,,,10
2018-12-24 18:10:00,,122.0,,,,,10
2018-12-24 18:33:00,,122.0,,,,,10
2018-12-24 18:35:00,,122.0,,,,,10
2018-12-24 20:37:00,,121.0,,,,,10
2018-12-24 21:13:00,,121.0,,,,,10
2018-12-24 21:46:00,,121.0,,,,,10
2018-12-24 22:12:00,,,0.0,,,,10
