measured_on,ac_current__427,ac_power__423,ac_voltage__426,ambient_temp__428,das_battery_voltage__434,das_temp__433,dc_pos_current__425,dc_pos_voltage__424,dc_power__422,inverter_temp__432,module_temp_1__429,module_temp_2__430,module_temp_3__431,poa_irradiance__421,system_id
2014-09-30 00:00:00,1.515,-0.1329799999999999,122.6,7.2563,13.38,10.519,-0.0245,-0.1505199999999999,-0.0005999999999999,6.8938,6.1736,5.908,5.7843,-2.1774,10
2014-09-30 00:01:00,1.5155,-0.1329799999999999,122.62,7.2708,13.382,10.498,-0.01609,0.3718699999999999,-0.0067999999999999,6.9017,6.1506,5.9357,5.7895,-1.8982,10
2014-09-30 00:02:00,1.5161,-0.2216299999999999,122.65,7.275699999999999,13.382,10.48,-0.01755,-0.7171899999999999,0.01197,6.9007,6.1257,5.9768,5.7645,-1.7866,10
2014-09-30 00:03:00,1.515,-0.2216299999999999,122.6,7.275699999999999,13.381,10.458,-0.0190199999999999,-0.45156,0.0102799999999999,6.9115,6.2166,5.9862,5.8386,-1.8424,10
2014-09-30 00:04:00,1.5155,-0.0221599999999999,122.58,7.2661,13.382,10.444,-0.01975,0.3276,-0.01082,6.9084,6.1334,5.9606,5.82,-1.5074,10
2014-09-30 00:05:00,1.5183,-0.1329799999999999,122.66,7.237599999999999,13.384,10.412,-0.0340099999999999,-0.29219,0.01412,6.8594,6.0689,5.8947,5.7358,-1.9541,10
2014-09-30 00:06:00,1.5161,-0.19947,122.64,7.1944,13.382,10.395,-0.0245,-0.25677,0.0043499999999999,6.8359,5.9808,5.8009,5.68,-1.8982,10
2014-09-30 00:07:00,1.5161,-0.1329799999999999,122.68,7.1606,13.383,10.373,-0.02816,-0.85885,0.01914,6.8299,6.0141,5.8061,5.6782,-2.0099,10
2014-09-30 00:08:00,1.5177,-0.15514,122.66,7.1992,13.383,10.345,-0.02414,0.90312,-0.03021,6.8531,6.2523,5.9587,5.7661,-2.0099,10
2014-09-30 00:09:00,1.5172,-0.19947,122.61,7.2781,13.385,10.327,-0.01499,0.7349,-0.01288,6.8871,6.3383,6.0222,5.8606,-1.8983,10
2014-09-30 00:10:00,1.5166,-0.15514,122.65,7.3055,13.383,10.309,-0.01353,0.1505199999999999,-0.0022899999999999,6.8903,6.2516,6.0184,5.83,-1.8983,10
2014-09-30 00:11:00,1.5177,-0.11082,122.69,7.3179,13.386,10.284,-0.01938,0.1150999999999999,0.0025999999999999,6.8906,6.1873,5.9302,5.7854,-1.8424,10
2014-09-30 00:12:00,1.5166,-0.1773,122.69,7.292,13.389,10.256,-0.0252299999999999,0.77917,-0.02366,6.8537,6.1714,5.8903,5.7174,-2.0099,10
2014-09-30 00:13:00,1.5172,-0.1773,122.68,7.2663,13.391,10.238,-0.0215799999999999,-0.8322899999999999,0.01805,6.8484,6.1858,5.923,5.6587,-2.1774,10
2014-09-30 00:14:00,1.5166,-0.1773,122.73,7.3047,13.386,10.21,-0.0226699999999999,0.43385,-0.01383,6.9012,6.3425,6.0573,5.8184,-2.2891,10
2014-09-30 00:15:00,1.5189,-0.04433,122.72,7.370599999999999,13.388,10.199,-0.02121,0.1859399999999999,-0.0093399999999999,6.9451,6.4961,6.1618,5.9637,-2.1216,10
2014-09-30 00:16:00,1.5172,-0.2216299999999999,122.7,7.4335,13.387,10.182,-0.0234,-0.0442699999999999,-0.0024099999999999,6.9596,6.4038,6.1383,5.8811,-1.9541,10
