measured_on,ac_power__423,ac_voltage__426,dc_pos_voltage__424,dc_power__422,module_temp_3__431,poa_irradiance__421,system_id
2018-12-13 00:08:00,,122.0,,,,,10
2018-12-13 01:06:00,,122.0,,,,,10
2018-12-13 01:45:00,,122.0,,,,,10
2018-12-13 01:52:00,,122.0,,,,,10
2018-12-13 02:21:00,,122.0,,,,,10
2018-12-13 02:59:00,,122.0,,,,,10
2018-12-13 03:05:00,,122.0,,,,,10
2018-12-13 05:00:00,,121.0,,,,,10
2018-12-13 05:02:00,,121.0,,,,,10
2018-12-13 05:24:00,,122.0,,,,,10
2018-12-13 07:22:00,,,162.0,,,,10
2018-12-13 07:23:00,,122.0,,,,,10
2018-12-13 07:32:00,,,,126.0,,,10
2018-12-13 07:46:00,189.0,,,,,,10
2018-12-13 08:09:00,,,,437.0,,,10
2018-12-13 08:34:00,,,256.0,,,,10
2018-12-13 08:55:00,,123.0,,,,,10
2018-12-13 09:21:00,,,,,,713.0,10
2018-12-13 09:37:00,,124.0,,,,,10
2018-12-13 10:12:00,,,245.0,,,,10
2018-12-13 10:22:00,,,,1009.0,,,10
2018-12-13 10:25:00,,,,1013.0,,,10
2018-12-13 10:32:00,,,,,,919.0,10
2018-12-13 10:34:00,,,,1036.0,,,10
2018-12-13 10:41:00,,,,1044.0,,,10
2018-12-13 10:44:00,,,,1051.0,,,10
2018-12-13 10:48:00,,,240.0,,,,10
2018-12-13 10:49:00,,,,1057.0,,,10
2018-12-13 10:52:00,,,,1063.0,,,10
2018-12-13 10:54:00,,,,1062.0,,,10
2018-12-13 11:06:00,,,,1071.0,,,10
2018-12-13 11:28:00,,,,,,1002.0,10
2018-12-13 11:34:00,,,,,,1006.0,10
2018-12-13 11:37:00,,,,,,1009.0,10
2018-12-13 11:39:00,,,,1101.0,,,10
2018-12-13 11:40:00,915.0,,,,,,10
2018-12-13 11:43:00,,,,,,1009.0,10
2018-12-13 11:47:00,,,,,,1014.0,10
2018-12-13 11:50:00,,,,1097.0,,,10
2018-12-13 12:04:00,,,,,,1011.0,10
2018-12-13 12:13:00,,,,1102.0,,,10
2018-12-13 12:14:00,,,,1097.0,,,10
2018-12-13 12:20:00,,,,,,1008.0,10
2018-12-13 12:26:00,,,,1092.0,,1005.0,10
2018-12-13 12:29:00,901.0,,,,,1002.0,10
2018-12-13 12:36:00,893.0,,,,,,10
2018-12-13 12:39:00,,,,1084.0,,,10
2018-12-13 12:41:00,,,235.0,,,,10
2018-12-13 12:43:00,,,,1077.0,,,10
2018-12-13 12:46:00,885.0,,,,,,10
2018-12-13 12:51:00,,,,1066.0,,,10
2018-12-13 12:54:00,876.0,,,,,,10
2018-12-13 12:55:00,,,,1062.0,,,10
2018-12-13 12:58:00,,,,1043.0,,,10
2018-12-13 13:02:00,,,,1048.0,,,10
2018-12-13 13:11:00,,,,,34.0,,10
2018-12-13 13:14:00,852.0,,,1027.0,,,10
2018-12-13 13:18:00,,,,1011.0,,,10
2018-12-13 13:19:00,,,,1019.0,,,10
2018-12-13 13:23:00,,,,,,922.0,10
2018-12-13 13:50:00,,,,,,852.0,10
2018-12-13 13:58:00,745.0,,,,,,10
2018-12-13 14:08:00,,,,,,794.0,10
2018-12-13 14:42:00,,123.0,,,,,10
2018-12-13 14:44:00,,,234.0,,,,10
2018-12-13 14:47:00,595.0,,,,,,10
2018-12-13 14:54:00,,123.0,,,,,10
2018-12-13 15:16:00,,,,,,552.0,10
2018-12-13 15:40:00,,,,,,454.0,10
2018-12-13 15:56:00,,,,,,356.0,10
2018-12-13 15:59:00,,122.0,,,,,10
2018-12-13 16:02:00,,122.0,,,,,10
2018-12-13 16:03:00,,,238.0,,,,10
2018-12-13 16:40:00,,,,,,0.0,10
2018-12-13 16:43:00,,121.0,,,,,10
2018-12-13 18:42:00,,122.0,,,,,10
2018-12-13 20:00:00,,121.0,,,,,10
2018-12-13 20:05:00,,121.0,,,,,10
2018-12-13 21:50:00,,122.0,,,,,10
2018-12-13 22:37:00,,,0.0,,,,10
2018-12-13 23:00:00,,,0.0,,,,10
