measured_on,ac_power__423,ac_voltage__426,dc_pos_voltage__424,dc_power__422,poa_irradiance__421,system_id
2018-12-23 00:14:00,,121.0,,,,10
2018-12-23 00:20:00,,121.0,,,,10
2018-12-23 00:44:00,,121.0,,,,10
2018-12-23 01:27:00,,121.0,,,,10
2018-12-23 02:27:00,,121.0,,,,10
2018-12-23 07:28:00,,,158.0,,,10
2018-12-23 07:37:00,,121.0,,,,10
2018-12-23 07:38:00,,121.0,,,,10
2018-12-23 07:49:00,117.0,,,,,10
2018-12-23 08:10:00,,,,,371.0,10
2018-12-23 08:20:00,,,253.0,,,10
2018-12-23 09:15:00,,,,,549.0,10
2018-12-23 09:20:00,,,,548.0,,10
2018-12-23 09:21:00,,,,,497.0,10
2018-12-23 09:35:00,696.0,,,,,10
2018-12-23 09:40:00,703.0,,,,,10
2018-12-23 09:50:00,,,236.0,,,10
2018-12-23 10:08:00,,,,965.0,,10
2018-12-23 10:35:00,,,,,935.0,10
2018-12-23 10:37:00,,,,1002.0,,10
2018-12-23 10:52:00,,,,1016.0,,10
2018-12-23 11:07:00,,,,1042.0,,10
2018-12-23 11:13:00,,,229.0,,,10
2018-12-23 11:15:00,,,,1051.0,,10
2018-12-23 11:24:00,,,,1079.0,,10
2018-12-23 11:29:00,898.0,,,,,10
2018-12-23 11:31:00,,,,,1026.0,10
2018-12-23 11:33:00,910.0,,,,1029.0,10
2018-12-23 11:37:00,,,,1108.0,,10
2018-12-23 11:39:00,,,,,1034.0,10
2018-12-23 11:40:00,,,,,1020.0,10
2018-12-23 11:44:00,,,,1110.0,,10
2018-12-23 11:45:00,,,,1105.0,,10
2018-12-23 11:48:00,,,,,1034.0,10
2018-12-23 11:57:00,,,,1097.0,,10
2018-12-23 12:03:00,,,,1104.0,,10
2018-12-23 12:04:00,,,,1108.0,,10
2018-12-23 12:07:00,,,,,1034.0,10
2018-12-23 12:10:00,,,,1113.0,,10
2018-12-23 12:14:00,,,,,1033.0,10
2018-12-23 12:38:00,,,,1107.0,,10
2018-12-23 12:42:00,,,,1093.0,,10
2018-12-23 12:43:00,,,,,1015.0,10
2018-12-23 12:56:00,,,,1061.0,,10
2018-12-23 13:17:00,,,,1026.0,,10
2018-12-23 13:20:00,,,,1008.0,,10
2018-12-23 13:23:00,,,,1007.0,,10
2018-12-23 13:24:00,,,,1017.0,,10
2018-12-23 13:59:00,,,221.0,,,10
2018-12-23 14:26:00,666.0,,,,,10
2018-12-23 14:28:00,660.0,,,,,10
2018-12-23 14:46:00,,,237.0,,,10
2018-12-23 15:04:00,,,,,607.0,10
2018-12-23 15:33:00,,122.0,,,,10
2018-12-23 15:41:00,381.0,,,,,10
2018-12-23 15:46:00,342.0,,,,,10
2018-12-23 16:16:00,,121.0,,,,10
2018-12-23 16:38:00,,122.0,,,,10
2018-12-23 17:52:00,,,0.0,,,10
2018-12-23 18:29:00,,121.0,,,,10
2018-12-23 18:49:00,,121.0,,,,10
2018-12-23 18:52:00,,121.0,,,,10
2018-12-23 19:03:00,,121.0,,,,10
2018-12-23 20:34:00,,122.0,,,,10
2018-12-23 22:57:00,,122.0,,,,10
2018-12-23 23:11:00,,122.0,,,,10
2018-12-23 23:22:00,,122.0,,,,10
2018-12-23 23:41:00,,122.0,,,,10
2018-12-23 23:48:00,,122.0,,,,10
