measured_on,ac_current__427,ac_power__423,ac_voltage__426,ambient_temp__428,das_temp__433,dc_pos_current__425,dc_pos_voltage__424,dc_power__422,inverter_temp__432,module_temp_1__429,module_temp_2__430,module_temp_3__431,poa_irradiance__421,system_id
2000-09-01 10:52:00,17.624,0.2919999999999999,1.6181,46.872,13.227,0.0,0.0047499999999999,0.26578,18.343,48.684,51.705,18.221,0.00186,10
