measured_on,ac_current__427,ac_power__423,ac_voltage__426,ambient_temp__428,das_battery_voltage__434,das_temp__433,dc_pos_current__425,dc_pos_voltage__424,dc_power__422,inverter_temp__432,module_temp_1__429,module_temp_2__430,module_temp_3__431,system_id
2022-06-26 00:00:00,1.6355,-1.1743,119.14,16.032,13.211,19.435,0.00091,-0.12392,-0.0045999999999999,17.085,16.566,16.518,16.483,10
2022-06-26 00:01:00,1.636,-1.2961,119.13,15.968,13.209,19.435,0.0027399999999999,0.14162,-0.0057999999999999,17.058,16.48,16.51,16.495,10
2022-06-26 00:02:00,1.6346,-1.274,119.18,15.9,13.212,19.421,0.00256,0.11064,-0.00144,17.03,16.456,16.465,16.436,10
2022-06-26 00:03:00,1.6355,-1.1964,119.18,15.815,13.211,19.411,0.0082299999999999,-0.52665,-0.00139,16.989,16.408,16.411,16.369,10
2022-06-26 00:04:00,1.6344,-1.2186,119.19,15.721,13.214,19.411,-0.0003699999999999,0.02213,-0.0050299999999999,16.956,16.372,16.384,16.347,10
2022-06-26 00:05:00,1.6344,-1.2075,119.19,15.651,13.213,19.393,0.00877,-0.6859699999999999,-0.00199,16.914,16.284,16.331,16.29,10
2022-06-26 00:06:00,1.6352,-1.1964,119.21,15.539,13.214,19.387,0.00256,-0.21243,-0.0013799999999999,16.865,16.219,16.282,16.247,10
2022-06-26 00:07:00,1.6346,-1.141,119.26,15.446,13.214,19.383,0.00219,-0.12834,0.00141,16.829,16.223,16.212,16.143,10
2022-06-26 00:08:00,1.6344,-1.1853,119.25,15.371,13.213,19.365,0.0007299999999999,-0.3363499999999999,0.00199,16.775,16.116,16.149,16.097,10
2022-06-26 00:09:00,1.6346,-1.1964,119.2,15.347,13.213,19.341,-0.00219,-0.13277,-0.0001499999999999,16.727,16.044,16.09,16.034,10
2022-06-26 00:10:00,1.6335,-1.1853,119.21,15.313,13.215,19.339,0.00384,-0.26111,-0.00576,16.715,16.002,16.05,15.986,10
2022-06-26 00:11:00,1.6346,-1.1964,119.19,15.275,13.217,19.333,0.0031099999999999,-0.79218,-0.0047,16.684,15.968,15.995,15.924,10
2022-06-26 00:12:00,1.6346,-1.2075,119.22,15.23,13.217,19.315,0.00841,0.1726,-0.00338,16.631,15.928,15.965,15.914,10
2022-06-26 00:13:00,1.6344,-1.2629,119.23,15.198,13.217,19.301,0.00091,-0.28766,-0.0053099999999999,16.613,15.92,15.936,15.866,10
2022-06-26 00:14:00,1.6355,-1.2075,119.24,15.188,13.219,19.291,0.00804,-0.3053699999999999,-0.00957,16.601,15.888,15.932,15.883,10
2022-06-26 00:15:00,1.6349,-1.2186,119.21,15.178,13.218,19.267,0.00256,-0.07524,0.0005299999999999,16.582,15.874,15.915,15.867,10
2022-06-26 00:16:00,1.6349,-1.2518,119.19,15.172,13.217,19.259,0.0014599999999999,-0.27439,-0.0059199999999999,16.575,15.88,15.904,15.856,10
2022-06-26 00:17:00,1.6341,-1.2296,119.2,15.156,13.218,19.243,0.0041999999999999,-0.0044299999999999,-0.0043099999999999,16.562,15.879,15.907,15.87,10
2022-06-26 00:18:00,1.6357,-1.1743,119.24,15.125,13.219,19.237,0.00347,-0.3053699999999999,-6e-05,16.552,15.875,15.888,15.841,10
2022-06-26 00:19:00,1.6346,-1.2407,119.23,15.079,13.22,19.221,0.0,-0.2079999999999999,0.00116,16.519,15.858,15.888,15.852,10
2022-06-26 00:20:00,1.6344,-1.2186,119.21,15.057,13.22,19.203,-0.00201,-0.27439,0.0053299999999999,16.505,15.858,15.885,15.847,10
2022-06-26 00:21:00,1.6357,-1.2296,119.22,15.055,13.22,19.191,-0.00768,0.3053699999999999,0.00072,16.49,15.862,15.888,15.863,10
2022-06-26 00:22:00,1.6357,-1.1853,119.29,15.045,13.223,19.163,0.0065799999999999,0.1991499999999999,0.00266,16.464,15.818,15.883,15.862,10
2022-06-26 00:23:00,1.6357,-1.2296,119.3,15.04,13.221,19.149,0.00749,-0.5045199999999999,-0.00438,16.455,15.813,15.875,15.856,10
2022-06-26 00:24:00,1.6355,-1.2296,119.34,15.039,13.224,19.133,0.0065799999999999,0.1947299999999999,0.0025,16.438,15.829,15.872,15.852,10
2022-06-26 00:25:00,1.6349,-1.2296,119.28,15.028,13.223,19.123,0.00256,-0.2832399999999999,-0.00088,16.427,15.821,15.875,15.858,10
2022-06-26 00:26:00,1.6346,-1.2629,119.35,15.017,13.224,19.104,0.0054799999999999,-0.5576299999999998,0.0009799999999999,16.413,15.838,15.851,15.822,10
2022-06-26 00:27:00,1.6344,-1.2629,119.38,15.013,13.223,19.084,-0.0007299999999999,-0.98249,0.00127,16.395,15.78,15.859,15.842,10
2022-06-26 00:28:00,1.6366,-1.1521,119.39,15.03,13.223,19.068,0.00366,0.96478,0.0085299999999999,16.375,15.784,15.853,15.879,10
2022-06-26 00:29:00,1.636,-1.1743,119.33,15.02,13.223,19.052,0.00256,0.1903,0.00623,16.361,15.739,15.844,15.875,10
2022-06-26 00:30:00,1.636,-1.1743,119.32,15.014,13.224,19.03,0.00877,0.04426,0.00534,16.364,15.829,15.79,15.767,10
2022-06-26 00:31:00,1.6352,-1.2296,119.37,14.992,13.224,19.018,-0.0064,-1.1728,0.00706,16.354,15.774,15.772,15.744,10
2022-06-26 00:32:00,1.6346,-1.2518,119.36,14.946,13.226,19.004,0.00512,-0.96921,-0.0046899999999999,16.331,15.758,15.761,15.74,10
2022-06-26 00:33:00,1.6349,-1.3293,119.32,14.899,13.225,18.98,0.00621,-0.4868199999999999,-0.00147,16.291,15.649,15.772,15.789,10
2022-06-26 00:34:00,1.6352,-1.0967,119.34,14.867,13.227,18.957,-0.0041999999999999,0.8143099999999999,-0.00521,16.251,15.638,15.745,15.779,10
2022-06-26 00:35:00,1.6346,-1.1853,119.34,14.848,13.223,18.945,0.0011,0.2832399999999999,-0.0035799999999999,16.254,15.752,15.703,15.676,10
2022-06-26 00:36:00,1.6352,-1.2407,119.38,14.85,13.228,18.927,0.00201,-0.37618,-0.0041399999999999,16.237,15.657,15.705,15.701,10
2022-06-26 00:37:00,1.6344,-1.2518,119.45,14.834,13.225,18.905,0.0069499999999999,0.7213699999999998,0.0048199999999999,16.225,15.721,15.665,15.651,10
2022-06-26 00:38:00,1.6352,-1.1743,119.45,14.825,13.23,18.885,0.00384,-1.0976,-0.00284,16.213,15.664,15.653,15.623,10
2022-06-26 00:39:00,1.6357,-1.2518,119.4,14.815,13.227,18.866,-0.00713,0.39388,-0.00169,16.182,15.612,15.669,15.679,10
2022-06-26 00:40:00,1.6349,-1.2296,119.35,14.8,13.23,18.848,0.00384,-0.22128,-0.0070499999999999,16.159,15.564,15.672,15.69,10
2022-06-26 00:41:00,1.6346,-1.2296,119.36,14.813,13.226,18.834,0.00055,-0.53107,0.0043699999999999,16.175,15.663,15.643,15.627,10
