measured_on,ac_current__427,ac_power__423,ac_voltage__426,ambient_temp__428,das_battery_voltage__434,das_temp__433,dc_pos_current__425,dc_pos_voltage__424,dc_power__422,inverter_temp__432,module_temp_1__429,module_temp_2__430,module_temp_3__431,poa_irradiance__421,system_id
2015-11-23 00:00:00,1.4088,-1.2083,122.28,5.6393,13.502,6.2138,-0.02945,-0.1771399999999999,0.0074799999999999,4.1874,2.3408,2.4554,2.6415,-3.4279,10
2015-11-23 00:01:00,1.4088,-1.1418,122.34,5.6217,13.502,6.1982,-0.02725,0.186,-0.0005299999999999,4.1894,2.4114,2.4758,2.6823,-3.3717,10
2015-11-23 00:02:00,1.4091,-1.1085,122.33,5.6094,13.502,6.193,-0.0325599999999999,0.0088599999999999,-0.00194,4.194,2.3531,2.455,2.6899,-3.3717,10
2015-11-23 00:03:00,1.4099,-1.1196,122.35,5.602,13.502,6.1844,-0.0352999999999999,-0.3985699999999999,0.0194499999999999,4.1896,2.3189,2.4456,2.6323,-3.3718,10
2015-11-23 00:04:00,1.4091,-1.1529,122.37,5.5868,13.5,6.1722,-0.0352999999999999,0.186,-0.00581,4.1689,2.3152,2.4192,2.6442,-3.3437,10
2015-11-23 00:05:00,1.4074,-1.1307,122.38,5.5903,13.502,6.1583,-0.04134,0.3542799999999999,-0.02282,4.1359,2.2949,2.3076,2.5672,-3.3437,10
2015-11-23 00:06:00,1.4091,-1.0753,122.43,5.5752,13.504,6.1514,-0.03731,-0.80157,0.0279499999999999,4.1311,2.1569,2.2893,2.5185,-3.2594,10
2015-11-23 00:07:00,1.4085,-1.1529,122.4,5.5441,13.505,6.141,-0.0263399999999999,-0.527,0.01093,4.1016,2.0841,2.2724,2.4727,-3.7652,10
2015-11-23 00:08:00,1.4082,-1.1085,122.41,5.5063,13.503,6.1306,-0.03237,-0.7794299999999998,0.02322,4.0862,2.1431,2.1792,2.3151,-3.737,10
2015-11-23 00:09:00,1.408,-1.2415,122.4,5.4662,13.505,6.1306,-0.03109,0.1594299999999999,-0.00321,4.0848,2.1693,2.1771,2.2917,-3.737,10
2015-11-23 00:10:00,1.4088,-1.1085,122.45,5.4327,13.505,6.1115,-0.02945,-1.0761,0.0355699999999999,4.0516,2.0283,2.1147,2.194,-3.8775,10
