measured_on,ac_power__423,ac_voltage__426,dc_pos_voltage__424,dc_power__422,module_temp_2__430,poa_irradiance__421,system_id
2019-01-13 00:38:00,,,0.0,,,,10
2019-01-13 01:05:00,,,0.0,,,,10
2019-01-13 01:11:00,,,0.0,,,,10
2019-01-13 01:35:00,,,0.0,,,,10
2019-01-13 01:42:00,,,,0.0,,,10
2019-01-13 05:19:00,,122.0,,,,,10
2019-01-13 05:23:00,,122.0,,,,,10
2019-01-13 05:26:00,,122.0,,,,,10
2019-01-13 06:36:00,,122.0,,,,,10
2019-01-13 06:43:00,,,0.0,,,,10
2019-01-13 07:06:00,,122.0,,,,,10
2019-01-13 07:07:00,,122.0,,,,,10
2019-01-13 07:14:00,,122.0,,,,,10
2019-01-13 07:19:00,,122.0,,,,,10
2019-01-13 08:14:00,,,252.0,,,,10
2019-01-13 09:57:00,,,,845.0,,,10
2019-01-13 10:00:00,715.0,,,,,,10
2019-01-13 10:15:00,,,,908.0,,,10
2019-01-13 10:50:00,841.0,,,1008.0,,,10
2019-01-13 10:52:00,,,,,36.0,,10
2019-01-13 10:58:00,852.0,,,,,,10
2019-01-13 11:27:00,,,229.0,,,,10
2019-01-13 11:31:00,,,,1093.0,,,10
2019-01-13 11:33:00,,,,1099.0,,,10
2019-01-13 11:44:00,,,,1108.0,,1062.0,10
2019-01-13 11:46:00,,,,1104.0,,,10
2019-01-13 12:04:00,,,,1102.0,,,10
2019-01-13 12:17:00,,,,,,1067.0,10
2019-01-13 12:19:00,,,,,,1068.0,10
2019-01-13 12:20:00,,,,,,1068.0,10
2019-01-13 12:27:00,,,,1106.0,,,10
2019-01-13 12:34:00,,,,,,1063.0,10
2019-01-13 12:35:00,,,,1113.0,,,10
2019-01-13 12:45:00,,,,1107.0,,,10
2019-01-13 12:48:00,910.0,,,,,,10
2019-01-13 12:52:00,906.0,,,,,,10
2019-01-13 12:53:00,,,,,,1046.0,10
2019-01-13 12:56:00,,,,,,1042.0,10
2019-01-13 12:57:00,,,,1091.0,,,10
2019-01-13 13:11:00,,,,,,1020.0,10
2019-01-13 13:15:00,,,,,,1014.0,10
2019-01-13 13:24:00,,,,1045.0,,,10
2019-01-13 13:32:00,,,,,,976.0,10
2019-01-13 13:37:00,,,,1022.0,,,10
2019-01-13 13:38:00,,,,1018.0,,,10
2019-01-13 14:03:00,,,,,,901.0,10
2019-01-13 14:20:00,,,237.0,,,,10
2019-01-13 14:21:00,,124.0,,,,,10
2019-01-13 14:27:00,,124.0,,,,,10
2019-01-13 14:28:00,,124.0,,,,,10
2019-01-13 15:12:00,,,,708.0,,,10
2019-01-13 15:34:00,495.0,,,,,,10
2019-01-13 16:17:00,,,236.0,,,,10
2019-01-13 16:26:00,151.0,,,,,,10
2019-01-13 17:17:00,,122.0,,,,,10
2019-01-13 17:37:00,,122.0,,,,,10
2019-01-13 17:50:00,,122.0,,,,,10
2019-01-13 18:03:00,,122.0,,,,,10
2019-01-13 18:07:00,,122.0,,,,,10
2019-01-13 18:08:00,,122.0,,,,,10
2019-01-13 18:15:00,,122.0,,,,,10
2019-01-13 18:17:00,,122.0,,,,,10
