measured_on,ac_power__423,ac_voltage__426,dc_pos_voltage__424,dc_power__422,poa_irradiance__421,system_id
2019-02-19 00:46:00,,122.0,,,,10
2019-02-19 00:52:00,,,0.0,,,10
2019-02-19 00:57:00,,122.0,,,,10
2019-02-19 01:13:00,,122.0,,,,10
2019-02-19 01:27:00,,122.0,,,,10
2019-02-19 01:47:00,,122.0,,,,10
2019-02-19 01:48:00,,122.0,,,,10
2019-02-19 02:53:00,,122.0,,,,10
2019-02-19 03:01:00,,,,,0.0,10
2019-02-19 03:03:00,,122.0,,,,10
2019-02-19 03:33:00,,,,,0.0,10
2019-02-19 03:34:00,,,,,0.0,10
2019-02-19 03:35:00,,,,,0.0,10
2019-02-19 03:47:00,,,,,0.0,10
2019-02-19 03:53:00,,,,,0.0,10
2019-02-19 03:54:00,,,,,0.0,10
2019-02-19 04:21:00,,,,,0.0,10
2019-02-19 04:25:00,,,,,0.0,10
2019-02-19 04:47:00,,,,,0.0,10
2019-02-19 04:48:00,,,,,0.0,10
2019-02-19 04:49:00,,,,,0.0,10
2019-02-19 04:51:00,,,,,0.0,10
2019-02-19 04:52:00,,,,,0.0,10
2019-02-19 04:53:00,,,,,0.0,10
2019-02-19 04:54:00,,,,,0.0,10
2019-02-19 04:58:00,,,,,0.0,10
2019-02-19 05:00:00,,,,,0.0,10
2019-02-19 05:01:00,,,,,0.0,10
2019-02-19 05:02:00,,,,,0.0,10
2019-02-19 05:03:00,,,,,0.0,10
2019-02-19 05:04:00,,,,,0.0,10
2019-02-19 05:12:00,,,,,0.0,10
2019-02-19 05:13:00,,,,,0.0,10
2019-02-19 05:15:00,,,,,0.0,10
2019-02-19 05:19:00,,,,,0.0,10
2019-02-19 05:20:00,,,,,0.0,10
2019-02-19 05:21:00,,,,,0.0,10
2019-02-19 05:29:00,,,,,0.0,10
2019-02-19 05:30:00,,,,,0.0,10
2019-02-19 05:38:00,,121.0,,,,10
2019-02-19 05:59:00,,,,,0.0,10
2019-02-19 06:02:00,,,,,0.0,10
2019-02-19 06:03:00,,,,,0.0,10
2019-02-19 06:10:00,,,,,0.0,10
2019-02-19 06:11:00,,,,,0.0,10
2019-02-19 06:12:00,,,,,0.0,10
2019-02-19 06:14:00,,,,,0.0,10
2019-02-19 06:15:00,,,,,0.0,10
2019-02-19 06:22:00,,,0.0,,,10
2019-02-19 06:26:00,,,,,0.0,10
2019-02-19 06:33:00,,,,,0.0,10
2019-02-19 06:34:00,,,,,0.0,10
2019-02-19 06:35:00,,,,,0.0,10
2019-02-19 06:36:00,,122.0,,,,10
2019-02-19 06:38:00,,122.0,,,,10
2019-02-19 06:41:00,,122.0,,,,10
2019-02-19 06:47:00,,122.0,,,,10
2019-02-19 06:51:00,,122.0,,,,10
2019-02-19 09:25:00,,,220.0,,,10
2019-02-19 10:57:00,,,,,239.0,10
2019-02-19 11:14:00,184.0,,,,,10
2019-02-19 11:15:00,,123.0,,,,10
2019-02-19 11:18:00,,,245.0,,,10
2019-02-19 11:42:00,,,255.0,,,10
2019-02-19 11:57:00,,,,,201.0,10
2019-02-19 12:00:00,,123.0,,,,10
2019-02-19 12:21:00,,,,253.0,,10
2019-02-19 12:28:00,,122.0,,,,10
2019-02-19 12:35:00,,,,,405.0,10
2019-02-19 12:44:00,,,253.0,,,10
2019-02-19 13:03:00,,,,409.0,,10
2019-02-19 13:39:00,,,,225.0,,10
2019-02-19 13:44:00,,,242.0,,,10
2019-02-19 13:49:00,,,,251.0,,10
2019-02-19 14:43:00,,,,134.0,,10
2019-02-19 15:09:00,,,249.0,,,10
2019-02-19 15:11:00,,,244.0,,,10
2019-02-19 16:46:00,,121.0,,,,10
2019-02-19 16:53:00,,121.0,,,,10
2019-02-19 16:59:00,,121.0,,,,10
2019-02-19 17:29:00,,121.0,,,,10
2019-02-19 18:07:00,,,0.0,,,10
2019-02-19 20:53:00,,,0.0,,,10
2019-02-19 21:28:00,,122.0,,,,10
2019-02-19 23:17:00,,122.0,,,,10
2019-02-19 23:24:00,,122.0,,,,10
2019-02-19 23:27:00,,122.0,,,,10
2019-02-19 23:29:00,,122.0,,,,10
2019-02-19 23:40:00,,122.0,,,,10
2019-02-19 23:45:00,,122.0,,,,10
