measured_on,ac_current__427,ac_power__423,ac_voltage__426,ambient_temp__428,das_battery_voltage__434,das_temp__433,dc_pos_current__425,dc_pos_voltage__424,dc_power__422,inverter_temp__432,module_temp_1__429,module_temp_2__430,module_temp_3__431,poa_irradiance__421,system_id
2021-12-10 00:00:00,1.6743,-1.6525,119.72,-0.6678899999999999,13.635,1.3465,-0.03989,-0.19495,0.0071799999999999,-1.3589,-2.7537,-2.6578,-2.6163,-2.5985,10
2021-12-10 00:01:00,1.6743,-1.5749,119.76,-0.65298,13.634,1.326,-0.03916,-0.16394,0.00142,-1.3946,-2.808,-2.695,-2.6099,-2.6538,10
2021-12-10 00:02:00,1.6741,-1.5971,119.7,-0.64666,13.635,1.3088,-0.0450199999999999,0.54941,-0.02943,-1.4025,-2.7666,-2.6986,-2.605,-2.6538,10
2021-12-10 00:03:00,1.6749,-1.586,119.68,-0.59855,13.636,1.2934,-0.0451999999999999,-0.1683699999999999,0.00744,-1.3987,-2.7227,-2.6548,-2.5332,-2.6262,10
2021-12-10 00:04:00,1.6738,-1.5971,119.61,-0.56305,13.635,1.2712,-0.04612,0.0487399999999999,-0.00193,-1.3854,-2.6665,-2.63,-2.5642,-2.5985,10
2021-12-10 00:05:00,1.6746,-1.586,119.77,-0.5646299999999999,13.635,1.2541,-0.03989,0.5759999999999998,-0.01973,-1.3976,-2.6794,-2.5908,-2.555,-2.6262,10
2021-12-10 00:06:00,1.6735,-1.586,120.03,-0.59794,13.636,1.2489,-0.0424599999999999,0.06646,-0.00332,-1.3857,-2.5538,-2.6024,-2.6238,-2.6538,10
2021-12-10 00:07:00,1.6752,-1.6303,120.03,-0.59247,13.635,1.2318,-0.0354999999999999,-0.3456,0.0092899999999999,-1.3779,-2.5102,-2.6046,-2.6153,-2.5709,10
2021-12-10 00:08:00,1.6741,-1.5749,119.82,-0.57745,13.636,1.2113,-0.0503199999999999,0.31901,-0.0156899999999999,-1.3829,-2.551,-2.6067,-2.5753,-2.6262,10
2021-12-10 00:09:00,1.6749,-1.5971,119.82,-0.5385999999999999,13.638,1.2062,-0.0411699999999999,-0.89058,0.03402,-1.3674,-2.5933,-2.559,-2.5747,-2.6262,10
2021-12-10 00:10:00,1.6738,-1.5527,119.79,-0.4824999999999999,13.638,1.1873,-0.0483099999999999,0.8950099999999999,-0.0436,-1.3863,-2.593,-2.5151,-2.4386,-2.6262,10
2021-12-10 00:11:00,1.6746,-1.5416,120.12,-0.31505,13.638,1.1736,-0.0457499999999999,0.9792,-0.0426399999999999,-1.3587,-2.4981,-2.4674,-2.3302,-2.5985,10
2021-12-10 00:12:00,1.6738,-1.6193,120.18,-0.25379,13.638,1.1634,-0.0411699999999999,0.42092,-0.02143,-1.3134,-2.397,-2.3927,-2.1426,-2.6538,10
2021-12-10 00:13:00,1.6749,-1.586,120.26,-0.0785399999999999,13.639,1.148,-0.04666,-1.0988,0.0527299999999999,-1.2447,-2.3482,-2.3196,-2.011,-2.6538,10
2021-12-10 00:14:00,1.6738,-1.5638,120.11,0.07781,13.64,1.1326,-0.03934,-0.68234,0.0275199999999999,-1.1953,-2.1586,-2.2643,-1.9658,-2.6538,10
2021-12-10 00:15:00,1.6746,-1.4862,120.2,0.17519,13.637,1.1069,-0.04374,0.9792,-0.04105,-1.1705,-2.2016,-2.128,-1.7325,-2.6538,10
2021-12-10 00:16:00,1.6749,-1.6082,120.23,0.25339,13.638,1.1069,-0.0459299999999999,0.6247399999999999,-0.03023,-1.0857,-2.1016,-2.0444,-1.6618,-2.6538,10
2021-12-10 00:17:00,1.6757,-1.5749,120.14,0.2628699999999999,13.637,1.0898,-0.04886,-0.85514,0.04555,-1.0366,-2.0367,-2.0495,-1.6862,-2.6538,10
2021-12-10 00:18:00,1.6746,-1.6082,120.25,0.1822,13.639,1.0812,-0.04612,-0.85957,0.0372699999999999,-1.0153,-2.1581,-2.0267,-1.6334,-2.6538,10
2021-12-10 00:19:00,1.6738,-1.5971,120.16,0.0771799999999999,13.637,1.0607,-0.0453799999999999,0.8064,-0.0372699999999999,-1.0003,-2.0352,-2.0038,-1.5991,-2.6538,10
2021-12-10 00:20:00,1.6738,-1.586,120.15,-0.0689,13.638,1.0453,-0.0376999999999999,-0.02215,-0.00349,-1.0022,-2.1107,-2.0564,-1.6539,-2.6538,10
2021-12-10 00:21:00,1.6746,-1.5638,120.02,-0.16194,13.638,1.035,-0.05435,-0.02215,-0.0037399999999999,-1.0033,-2.1132,-2.0404,-1.6392,-2.6538,10
2021-12-10 00:22:00,1.6743,-1.5305,119.93,-0.0537499999999999,13.638,1.0282,-0.04886,-0.4342099999999999,0.02247,-0.96312,-2.0744,-2.0373,-1.6454,-2.6538,10
2021-12-10 00:23:00,1.6752,-1.586,119.93,0.05127,13.639,1.0111,-0.04483,-0.04431,0.0009399999999999,-0.97387,-2.0945,-2.0266,-1.6412,-2.6538,10
2021-12-10 00:24:00,1.6757,-1.5305,119.93,-0.0008999999999999,13.636,1.0043,-0.04392,0.49181,-0.01476,-0.99214,-2.1035,-2.0614,-1.7052,-2.6538,10
2021-12-10 00:25:00,1.6746,-1.5638,119.95,-0.24728,13.638,1.0025,-0.04612,-0.27914,0.01234,-1.0209,-2.2002,-2.1224,-1.7818,-2.7091,10
2021-12-10 00:26:00,1.6754,-1.6082,120.0,-0.28837,13.638,0.98713,-0.0441,-0.23483,0.00493,-1.0214,-2.1536,-2.0693,-1.7038,-2.9026,10
2021-12-10 00:27:00,1.6746,-1.5194,119.85,-0.13605,13.638,0.98542,-0.04209,-0.3633199999999999,0.01098,-0.98039,-2.0803,-2.0696,-1.7034,-2.8473,10
