measured_on,ac_current__427,ac_power__423,ac_voltage__426,ambient_temp__428,das_battery_voltage__434,das_temp__433,dc_pos_current__425,dc_pos_voltage__424,dc_power__422,inverter_temp__432,module_temp_1__429,module_temp_2__430,module_temp_3__431,system_id
2022-06-16 00:00:00,1.6363,-1.1189,118.58,19.362,13.198,20.039,0.00914,0.4027299999999999,0.0059699999999999,18.145,16.368,16.43,16.863,10
2022-06-16 00:01:00,1.6346,-1.0967,118.53,19.324,13.197,20.026,-0.0007299999999999,-0.18587,0.0031099999999999,18.125,16.277,16.412,16.802,10
2022-06-16 00:02:00,1.6352,-1.0413,118.58,19.269,13.198,20.014,0.00219,-0.23013,-0.00219,18.119,16.248,16.313,16.686,10
2022-06-16 00:03:00,1.6352,-1.0967,118.93,19.212,13.198,20.014,0.00128,-0.2079999999999999,-0.00662,18.11,16.209,16.28,16.651,10
2022-06-16 00:04:00,1.6343,-1.0745,119.15,19.221,13.199,20.002,0.0014599999999999,-0.29651,-0.00536,18.119,16.327,16.394,16.716,10
2022-06-16 00:05:00,1.633,-1.0745,119.14,19.278,13.199,19.99,0.01115,-0.56647,-0.00871,18.148,16.316,16.455,16.828,10
2022-06-16 00:06:00,1.6335,-1.0192,119.16,19.252,13.196,19.974,0.00329,0.8806899999999999,0.00239,18.109,16.31,16.395,16.825,10
2022-06-16 00:07:00,1.6335,-1.0302,119.19,19.237,13.198,19.966,0.01024,-1.4383,-0.01331,18.133,16.283,16.397,16.778,10
2022-06-16 00:08:00,1.6332,-1.0856,119.17,19.203,13.197,19.956,0.00713,0.3009399999999999,0.00202,18.122,16.284,16.38,16.764,10
2022-06-16 00:09:00,1.633,-1.0967,119.18,19.22,13.197,19.939,0.01042,0.47796,0.0066499999999999,18.142,16.32,16.385,16.724,10
2022-06-16 00:10:00,1.6344,-1.0745,119.21,19.168,13.197,19.921,0.00768,-1.2613,-0.00939,18.109,16.189,16.308,16.638,10
2022-06-16 00:11:00,1.6346,-1.0524,119.2,19.114,13.197,19.917,0.01097,0.4646899999999999,0.0088699999999999,18.062,16.115,16.327,16.704,10
2022-06-16 00:12:00,1.6352,-1.0635,119.3,19.054,13.197,19.909,0.0047499999999999,0.92938,0.0041399999999999,18.034,16.077,16.238,16.606,10
2022-06-16 00:13:00,1.6327,-1.0856,119.26,19.0,13.197,19.893,0.00384,0.17702,0.0063499999999999,18.0,16.02,16.149,16.5,10
2022-06-16 00:14:00,1.6327,-1.141,119.25,18.97,13.198,19.893,0.00932,-0.34077,-0.0032599999999999,17.989,16.025,16.19,16.526,10
2022-06-16 00:15:00,1.633,-1.0856,119.23,18.957,13.198,19.887,0.01005,-0.3452,-0.006,17.975,16.007,16.109,16.427,10
2022-06-16 00:16:00,1.633,-1.1189,119.24,18.891,13.198,19.869,0.00585,0.02213,-0.0042399999999999,17.927,15.916,15.985,16.348,10
2022-06-16 00:17:00,1.6333,-1.1078,119.33,18.852,13.198,19.865,0.00786,-0.11949,-0.0065399999999999,17.898,15.92,15.98,16.338,10
2022-06-16 00:18:00,1.633,-1.0967,119.31,18.853,13.2,19.845,0.00841,-0.7081,-0.00855,17.876,15.844,15.989,16.302,10
2022-06-16 00:19:00,1.6335,-1.1299,119.26,18.849,13.201,19.845,0.00713,-0.21243,0.00186,17.874,15.932,16.002,16.298,10
2022-06-16 00:20:00,1.633,-1.0967,119.29,18.962,13.201,19.83,0.00841,0.59303,0.0043099999999999,17.898,16.0,16.097,16.433,10
2022-06-16 00:21:00,1.633,-1.1078,119.29,19.053,13.199,19.82,0.00165,-0.20358,-0.0021199999999999,17.907,16.016,16.058,16.364,10
2022-06-16 00:22:00,1.6338,-1.0746,119.28,19.072,13.2,19.82,0.0082299999999999,-0.0663799999999999,-0.0023,17.899,15.929,16.082,16.405,10
2022-06-16 00:23:00,1.6335,-1.0856,119.32,19.107,13.199,19.82,0.00055,-0.34077,0.00305,17.905,16.002,16.149,16.503,10
2022-06-16 00:24:00,1.6341,-1.0856,119.28,19.15,13.2,19.806,0.0011,0.03098,0.001,17.907,16.003,16.103,16.443,10
2022-06-16 00:25:00,1.6341,-1.0524,119.28,19.148,13.199,19.796,0.0056699999999999,0.50009,0.00476,17.884,16.034,16.09,16.446,10
2022-06-16 00:26:00,1.6335,-1.0856,119.25,19.201,13.201,19.79,0.0082299999999999,-0.1504699999999999,-0.0008599999999999,17.907,16.051,16.137,16.522,10
2022-06-16 00:27:00,1.6333,-1.1299,119.27,19.165,13.2,19.772,-0.00219,-0.63729,0.00135,17.876,15.948,16.058,16.4,10
2022-06-16 00:28:00,1.6349,-1.0524,119.31,19.136,13.2,19.772,0.0069499999999999,-0.10621,0.0022799999999999,17.864,16.012,16.093,16.453,10
2022-06-16 00:29:00,1.6324,-1.1078,119.32,19.166,13.2,19.76,0.00238,-0.0044299999999999,-0.00252,17.864,15.954,16.094,16.448,10
2022-06-16 00:30:00,1.6338,-1.0635,119.35,19.226,13.202,19.748,0.00841,-0.26554,-0.00489,17.872,16.062,16.161,16.515,10
2022-06-16 00:31:00,1.6335,-1.0192,119.31,19.269,13.201,19.742,0.00859,0.0575299999999999,-0.0057099999999999,17.902,16.077,16.155,16.562,10
2022-06-16 00:32:00,1.6341,-1.0302,119.33,19.197,13.2,19.724,-0.0003699999999999,-0.3850299999999999,-0.00191,17.852,15.939,16.033,16.403,10
2022-06-16 00:33:00,1.6327,-1.0302,119.32,19.101,13.2,19.724,0.00384,-0.0796599999999999,-0.0030899999999999,17.791,15.828,15.921,16.24,10
2022-06-16 00:34:00,1.6338,-1.0635,119.35,18.986,13.2,19.724,-0.00183,-0.18145,0.00247,17.755,15.711,15.834,16.187,10
2022-06-16 00:35:00,1.6335,-1.0967,119.43,18.88,13.201,19.716,0.00786,-0.3982999999999999,-0.00472,17.721,15.658,15.791,16.136,10
2022-06-16 00:36:00,1.6335,-1.0524,119.44,18.831,13.201,19.7,0.00841,-0.3673299999999999,-0.00337,17.678,15.628,15.766,16.088,10
2022-06-16 00:37:00,1.6349,-1.0192,119.48,18.814,13.202,19.7,0.00932,-0.1681699999999999,0.0004699999999999,17.671,15.55,15.766,16.142,10
2022-06-16 00:38:00,1.6333,-1.0635,119.49,18.789,13.201,19.687,0.01206,-0.12834,0.00192,17.652,15.585,15.753,16.084,10
2022-06-16 00:39:00,1.6335,-1.0192,119.48,18.742,13.203,19.675,0.0094999999999999,0.2345599999999999,0.00395,17.61,15.545,15.686,16.036,10
2022-06-16 00:40:00,1.6333,-1.0524,119.42,18.667,13.203,19.673,0.00987,0.04426,-0.00249,17.564,15.44,15.587,15.92,10
2022-06-16 00:41:00,1.6324,-1.0192,119.45,18.597,13.203,19.659,0.0094999999999999,-0.58418,-0.0040299999999999,17.525,15.396,15.566,15.875,10
