,ac_power_inv_16550_daily_max,ac_power_inv_16550_daily_mean,ac_energy_inv_16550_daily_sum
2021-01-01,2.124,0.5961926605504587,5.418
2021-01-02,3.982,0.8476969696969696,6.877
2021-01-03,0.4229999999999999,0.11404901960784311,0.972
2021-01-04,0.702,0.28617441860465115,2.055
2021-01-05,0.397,0.18346226415094338,1.615
2021-01-06,1.034,0.3957196261682243,3.533
2021-01-07,3.418,1.3727767857142859,12.808
2021-01-08,2.082,0.6425925925925926,5.728
2021-01-09,3.822,1.1708018018018018,10.752
2021-01-10,3.982,1.2828348623853212,11.61
2021-01-11,0.453,0.23609259259259258,2.124
2021-01-12,0.4089999999999999,0.14075,1.165
2021-01-13,0.4109999999999999,0.1761826923076923,1.524
2021-01-14,0.251,0.12842201834862382,1.161
2021-01-15,1.91,0.6051071428571427,5.617
2021-01-16,0.7399999999999999,0.2405054945054945,1.806
2021-01-17,0.389,0.15999999999999995,0.62
2021-01-18,1.311,0.47746491228070176,4.519
2021-01-19,1.236,0.43679999999999997,3.837
2021-01-20,3.981,1.0374774774774775,9.158
2021-01-21,0.535,0.15098181818181816,1.38
2021-01-22,1.265,0.3017232142857143,2.8
2021-01-23,3.982,1.7012393162393165,16.466
2021-01-24,3.973,1.7613333333333332,17.253
2021-01-25,3.782,1.6450769230769229,16.033
2021-01-26,0.996,0.24137837837837836,2.219
2021-01-27,1.24,0.2005567010309278,1.613
2021-01-28,3.983,1.4796347826086955,14.609
2021-01-29,3.983,1.7109669421487603,17.315
2021-01-30,3.983,1.857924369747899,18.436
2021-01-31,2.355,1.0191404958677686,10.302
2021-02-01,1.655,0.4068983050847457,3.999
2021-02-02,0.251,0.12452054794520545,0.752
2021-02-03,0.653,0.29901941747572813,2.566
2021-02-04,3.98,1.7859834710743803,18.069
2021-02-05,3.981,0.7876203703703704,6.875
2021-02-06,3.982,1.7021344537815126,17.063
2021-02-07,0.335,0.08693277310924366,0.8599999999999999
2021-02-08,3.982,1.594526785714286,15.007
2021-02-10,1.891,0.5388518518518518,9.381
2021-02-11,3.987,1.2744354838709677,12.945
2021-02-12,3.981,1.1254126984126984,11.863
2021-02-13,3.982,1.5809285714285715,16.669
2021-02-14,3.217,0.6165882352941177,6.411
2021-02-15,0.785,0.24233333333333332,2.483
2021-02-21,3.984,2.14728431372549,20.768
2021-02-22,0.399,0.15364462809917354,1.541
2021-02-23,2.332,0.439438596491228,4.204
2021-02-24,3.102,0.980423076923077,10.405
2021-02-25,3.988,1.5383333333333333,17.293
2021-02-26,3.985,1.5022164179104478,16.379
2021-02-27,1.259,0.2776138613861386,2.311
2021-02-28,0.997,0.44328787878787873,4.885
2021-03-01,2.62,0.42370634920634914,4.681
2021-03-02,3.986,2.036103703703704,23.015
2021-03-03,3.765,1.3206492537313435,14.172
2021-03-04,3.984,1.4823409090909092,16.466
2021-03-05,3.991,1.9375851851851853,21.771
2021-03-06,3.979,1.1387173913043478,12.883
2021-03-07,3.983,2.0103165467625903,23.309
2021-03-08,3.982,2.009386861313869,22.968
2021-03-09,3.896,1.9117391304347826,21.98
2021-03-10,3.811,1.890474820143885,21.892
2021-03-11,3.788,1.2872781954887218,14.066
2021-03-12,3.83,1.9020928571428573,22.169
2021-03-13,3.966,1.9759290780141843,23.229
2021-03-14,3.957,1.4219014084507042,16.709
2021-03-15,3.984,2.0374718309859157,24.118
2021-03-16,2.995,0.841225352112676,10.163
2021-03-17,2.858,0.6756402877697841,7.809999999999999
2021-03-18,0.385,0.20139568345323738,2.329
2021-03-19,3.982,1.9617172413793105,23.748
2021-03-20,3.843,1.8774620689655175,22.692
2021-03-21,3.641,1.8054520547945205,21.977
2021-03-22,3.543,1.7830890410958906,21.696
2021-03-23,3.524,1.731408163265306,21.205
2021-03-24,1.34,0.38012195121951214,4.166
2021-03-25,3.903,1.3373958333333333,16.103
2021-03-26,3.683,0.6580962962962962,7.613
2021-03-27,3.952,1.6166644295302015,20.028
2021-03-28,0.229,0.06474999999999997,0.765
2021-03-29,3.983,1.0575646258503402,13.064
2021-03-30,3.675,1.831463087248322,22.762
2021-03-31,2.002,0.5472905405405405,6.691
2021-04-01,1.031,0.2585074626865671,2.883
2021-04-02,3.346,0.7768255033557047,9.548
2021-04-03,3.665,1.8337434210526316,23.256
2021-04-04,3.91,1.4301677852348993,17.916
2021-04-05,3.576,1.7935657894736843,22.738
2021-04-06,3.474,1.9333576642335766,22.07
2021-04-07,3.561,1.6826666666666665,21.836
2021-04-08,3.333,1.6539805194805195,21.249
2021-04-09,3.719,1.5235657894736843,19.251
2021-04-10,3.782,1.35228,16.946
2021-04-11,2.345,0.7734144736842105,9.805
2021-04-12,1.178,0.3178609271523179,4.0
2021-04-13,3.864,1.488764331210191,19.588
2021-04-14,3.814,1.473673076923077,19.256
2021-04-15,0.3029999999999999,0.09985517241379308,1.206
2021-04-16,1.901,0.48688356164383556,6.041
2021-04-17,3.906,0.5517792207792208,6.971
2021-04-18,3.982,1.1985937500000001,16.68
2021-04-19,3.18,1.10615,14.804
2021-04-20,3.982,0.5196770186335403,6.929
2021-04-21,1.368,0.28174074074074074,3.83
2021-04-22,3.982,1.0324197530864199,13.926
2021-04-23,3.982,1.472042944785276,20.763
2021-04-24,3.435,1.5513658536585366,21.111
2021-04-25,1.69,0.41332911392405064,5.432
2021-04-26,3.634,1.6725269461077845,23.581
2021-04-27,3.772,1.06614375,14.174
2021-04-28,3.1670000000000003,0.8986898734177214,11.727
2021-04-29,0.436,0.1312516129032258,1.7
2021-04-30,3.983,0.6023841463414634,8.198
2021-05-01,3.8,1.4430434782608696,19.518
2021-05-02,3.722,0.7239390243902439,9.693
2021-05-03,3.318,0.8162229299363056,10.9
2021-05-04,0.7139999999999999,0.2553086419753086,3.455
2021-05-05,0.643,0.21464743589743585,2.791
2021-05-06,3.361,1.5215207100591717,21.254
2021-05-07,3.2920000000000003,1.3389590643274853,19.22
2021-05-08,2.48,0.7673372781065089,10.851
2021-05-09,3.149,1.2323550295857988,17.006
2021-05-10,3.581,0.7757239263803681,10.976
2021-05-11,3.982,1.2311588235294117,16.944
2021-05-12,3.981,1.0337894736842104,14.098
2021-05-13,3.983,1.206140350877193,17.286
2021-05-14,3.67,1.253157894736842,17.497
2021-05-15,3.162,1.3720760233918128,19.57
2021-05-16,3.102,1.314139534883721,18.848
2021-05-17,3.028,1.3074335260115608,18.879
2021-05-18,3.347,1.01025,14.053
