measured_on,ac_power__423,ac_voltage__426,dc_pos_voltage__424,dc_power__422,poa_irradiance__421,system_id
2019-01-22 02:24:00,,,0.0,,,10
2019-01-22 03:00:00,,,0.0,,,10
2019-01-22 04:29:00,,,0.0,,,10
2019-01-22 06:45:00,,,0.0,,,10
2019-01-22 08:38:00,,,161.0,,,10
2019-01-22 08:45:00,,123.0,,,,10
2019-01-22 08:47:00,,,,,261.0,10
2019-01-22 09:26:00,,,,,389.0,10
2019-01-22 09:35:00,,,,,537.0,10
2019-01-22 09:45:00,,,200.0,,,10
2019-01-22 10:38:00,,,,,580.0,10
2019-01-22 10:45:00,,,,,465.0,10
2019-01-22 10:54:00,129.0,,,,,10
2019-01-22 11:14:00,,,,162.0,,10
2019-01-22 11:42:00,,,,320.0,,10
2019-01-22 12:24:00,419.0,,,,,10
2019-01-22 12:36:00,,,,,239.0,10
2019-01-22 12:49:00,,123.0,,,,10
2019-01-22 12:57:00,,,,271.0,,10
2019-01-22 13:02:00,,123.0,,,,10
2019-01-22 13:18:00,,,,1030.0,,10
2019-01-22 13:20:00,,,246.0,,,10
2019-01-22 13:57:00,310.0,,,,,10
2019-01-22 14:05:00,,,,,301.0,10
2019-01-22 15:11:00,,,,361.0,,10
2019-01-22 16:49:00,,,186.0,,,10
2019-01-22 22:16:00,,122.0,,,,10
2019-01-22 23:28:00,,122.0,,,,10
2019-01-22 23:47:00,,122.0,,,,10
