measured_on,ac_power__423,ac_voltage__426,dc_pos_voltage__424,dc_power__422,module_temp_3__431,poa_irradiance__421,system_id
2019-01-29 01:27:00,,122.0,,,,,10
2019-01-29 01:29:00,,122.0,,,,,10
2019-01-29 01:40:00,,122.0,,,,,10
2019-01-29 02:32:00,,122.0,,,,,10
2019-01-29 02:38:00,,122.0,,,,,10
2019-01-29 03:11:00,,122.0,,,,,10
2019-01-29 03:13:00,,122.0,,,,,10
2019-01-29 03:23:00,,122.0,,,,,10
2019-01-29 03:25:00,,122.0,,,,,10
2019-01-29 04:53:00,,122.0,,,,,10
2019-01-29 04:55:00,,122.0,,,,,10
2019-01-29 06:54:00,,121.0,,,,,10
2019-01-29 07:20:00,,121.0,,,,,10
2019-01-29 07:29:00,,,,,,42.0,10
2019-01-29 08:47:00,,,,653.0,,,10
2019-01-29 09:05:00,,,,,,757.0,10
2019-01-29 09:34:00,,,248.0,,,,10
2019-01-29 09:36:00,,,,815.0,,,10
2019-01-29 10:01:00,,,,,,929.0,10
2019-01-29 10:12:00,,,,1045.0,,,10
2019-01-29 10:35:00,,,237.0,,,,10
2019-01-29 10:45:00,,,,,,1101.0,10
2019-01-29 10:51:00,,,,,,1121.0,10
2019-01-29 10:55:00,,,240.0,,,1133.0,10
2019-01-29 10:56:00,,,,,,1135.0,10
2019-01-29 11:09:00,,,,1150.0,,,10
2019-01-29 11:16:00,,,,,,1167.0,10
2019-01-29 11:17:00,,,,,,1168.0,10
2019-01-29 11:18:00,,,,,,1170.0,10
2019-01-29 11:25:00,,,,,,1172.0,10
2019-01-29 11:27:00,,124.0,,,,,10
2019-01-29 11:32:00,,124.0,,,,,10
2019-01-29 11:34:00,,124.0,,,,,10
2019-01-29 11:36:00,,,,1174.0,,,10
2019-01-29 11:39:00,,124.0,,,,,10
2019-01-29 11:57:00,,,,1199.0,,,10
2019-01-29 11:58:00,,,,,,1188.0,10
2019-01-29 12:00:00,,,,1198.0,,,10
2019-01-29 12:04:00,,,,1211.0,,,10
2019-01-29 12:10:00,,,,,,1191.0,10
2019-01-29 12:11:00,,,,,,1191.0,10
2019-01-29 12:16:00,,,,1206.0,,,10
2019-01-29 12:19:00,,,237.0,,,1191.0,10
2019-01-29 12:22:00,,,,1211.0,,1190.0,10
2019-01-29 12:30:00,,,,1185.0,,,10
2019-01-29 12:32:00,,,,1187.0,,,10
2019-01-29 12:38:00,,,,1172.0,,,10
2019-01-29 12:39:00,,,236.0,,,,10
2019-01-29 12:42:00,,,,1169.0,,,10
2019-01-29 12:44:00,,,,,,1165.0,10
2019-01-29 12:58:00,,,,1145.0,,,10
2019-01-29 13:01:00,,,,,,1142.0,10
2019-01-29 13:05:00,,,,,,1137.0,10
2019-01-29 13:11:00,,,,1112.0,,,10
2019-01-29 13:13:00,,,,1112.0,,,10
2019-01-29 13:16:00,,,,,,1112.0,10
2019-01-29 13:18:00,,,,,,1110.0,10
2019-01-29 13:22:00,,,,,,1104.0,10
2019-01-29 13:26:00,,,,1105.0,,,10
2019-01-29 13:39:00,,,,,,1061.0,10
2019-01-29 13:42:00,,,,,,1049.0,10
2019-01-29 13:45:00,,,,,,1039.0,10
2019-01-29 13:51:00,,,,,,1026.0,10
2019-01-29 13:53:00,,,,1052.0,,,10
2019-01-29 13:54:00,,,,,,1018.0,10
2019-01-29 13:55:00,,,,,,1015.0,10
2019-01-29 14:02:00,,,,1024.0,,,10
2019-01-29 14:03:00,,,,1025.0,,,10
2019-01-29 14:14:00,825.0,,,,,956.0,10
2019-01-29 14:20:00,,,239.0,,,,10
2019-01-29 14:24:00,,,240.0,,,,10
2019-01-29 14:31:00,,,242.0,,,,10
2019-01-29 15:06:00,,,,832.0,,,10
2019-01-29 15:10:00,,,247.0,,,,10
2019-01-29 15:16:00,,123.0,,,,,10
2019-01-29 15:28:00,,,,,23.0,,10
2019-01-29 15:38:00,,123.0,,,,,10
2019-01-29 15:40:00,,,,652.0,,,10
2019-01-29 15:41:00,,123.0,,,,,10
2019-01-29 15:54:00,,123.0,,,,,10
2019-01-29 16:04:00,,,246.0,,,,10
2019-01-29 16:07:00,,,244.0,,,452.0,10
2019-01-29 16:13:00,,,255.0,,,,10
2019-01-29 16:27:00,,,245.0,,,,10
2019-01-29 19:07:00,,,0.0,,,,10
2019-01-29 19:09:00,,,0.0,,,,10
2019-01-29 19:43:00,,,0.0,,,,10
2019-01-29 22:09:00,,121.0,,,,,10
