measured_on,ac_current__427,ac_power__423,ac_voltage__426,ambient_temp__428,das_battery_voltage__434,das_temp__433,dc_pos_current__425,dc_pos_voltage__424,dc_power__422,inverter_temp__432,module_temp_1__429,module_temp_2__430,module_temp_3__431,poa_irradiance__421,system_id
2016-06-12 00:00:00,1.3526,-0.52049,121.89,18.705,13.194,19.742,0.00402,-0.83174,-0.00393,17.001,18.182,18.072,18.169,2.6944,10
2016-06-12 00:01:00,1.3542,-0.58693,121.96,18.743,13.192,19.744,0.00457,-0.14157,0.0063699999999999,17.014,18.132,18.126,18.237,2.6944,10
2016-06-12 00:02:00,1.3537,-0.53156,121.93,18.77,13.193,19.736,0.0140699999999999,-0.29199,-0.01035,17.03,18.101,18.122,18.272,2.6663,10
2016-06-12 00:03:00,1.3534,-0.52049,121.96,18.781,13.193,19.728,0.019,-0.02654,0.00214,17.046,18.128,18.115,18.242,2.6944,10
2016-06-12 00:04:00,1.3528,-0.55371,121.92,18.772,13.192,19.728,0.0064,-0.3495099999999999,0.00133,17.053,18.109,18.127,18.254,2.6944,10
2016-06-12 00:05:00,1.3539,-0.53156,121.94,18.751,13.193,19.728,0.00384,-0.4247199999999999,-0.00252,17.068,18.071,18.125,18.262,2.4698,10
2016-06-12 00:06:00,1.3537,-0.53156,121.94,18.72,13.192,19.728,0.01261,0.21678,0.0041099999999999,17.089,18.086,18.106,18.242,2.3295,10
2016-06-12 00:07:00,1.3526,-0.57586,121.97,18.757,13.193,19.726,0.00384,-0.14157,0.0063499999999999,17.094,18.088,18.107,18.229,1.9365,10
2016-06-12 00:08:00,1.3528,-0.52049,121.98,18.757,13.191,19.728,0.00932,-0.1371499999999999,-0.00489,17.118,18.068,18.085,18.216,1.3752,10
2016-06-12 00:09:00,1.3528,-0.54263,121.98,18.763,13.194,19.728,0.00493,-0.0353899999999999,0.00611,17.13,18.076,18.065,18.194,1.3752,10
2016-06-12 00:10:00,1.3528,-0.52049,121.98,18.767,13.192,19.726,0.00566,-0.35835,-0.0032,17.141,18.039,18.04,18.181,1.3472,10
2016-06-12 00:11:00,1.3528,-0.53156,122.03,18.775,13.192,19.728,0.0007299999999999,-1.2211,-0.00102,17.164,18.017,18.024,18.138,1.2911,10
2016-06-12 00:12:00,1.3534,-0.54264,122.05,18.75,13.192,19.726,0.00859,-0.06194,0.00079,17.172,18.015,17.995,18.125,1.2911,10
2016-06-12 00:13:00,1.3545,-0.50941,122.1,18.738,13.194,19.728,0.0109599999999999,1.0618,0.01076,17.177,18.022,17.989,18.103,1.0946,10
2016-06-12 00:14:00,1.352,-0.54264,122.08,18.727,13.192,19.728,0.0089499999999999,1.1724,0.0131299999999999,17.169,17.916,17.996,18.144,0.84201,10
2016-06-12 00:15:00,1.3531,-0.52049,122.08,18.762,13.193,19.728,0.0089499999999999,-0.7167099999999998,-0.0053,17.197,17.943,17.932,18.035,0.87007,10
2016-06-12 00:16:00,1.3531,-0.53156,122.1,18.878,13.193,19.724,0.0073099999999999,-0.2742999999999999,-0.00157,17.191,17.895,17.95,18.071,1.0385,10
2016-06-12 00:17:00,1.3539,-0.54264,122.09,18.889,13.191,19.73,0.0064,-0.06194,-0.00152,17.21,17.905,17.934,18.048,1.0665,10
2016-06-12 00:18:00,1.3528,-0.53156,122.13,18.9,13.192,19.742,0.0082199999999999,0.19466,-0.0009799999999999,17.214,17.867,17.892,18.028,0.70167,10
2016-06-12 00:19:00,1.3531,-0.53156,122.11,18.883,13.192,19.742,0.0064,-0.04424,-0.0037299999999999,17.218,17.806,17.833,17.947,0.6735999999999999,10
2016-06-12 00:20:00,1.3534,-0.53156,122.08,18.876,13.192,19.75,0.0064,-0.13272,-0.00083,17.219,17.743,17.806,17.931,0.56132,10
2016-06-12 00:21:00,1.3537,-0.52049,122.08,18.852,13.191,19.75,-0.0014599999999999,-0.0353899999999999,0.0027299999999999,17.214,17.716,17.767,17.869,0.19646,10
2016-06-12 00:22:00,1.3545,-0.53156,122.06,18.867,13.192,19.75,0.00493,0.1459999999999999,-0.0042399999999999,17.208,17.683,17.719,17.816,-0.19646,10
2016-06-12 00:23:00,1.3531,-0.55371,122.06,18.839,13.19,19.752,0.01023,-0.03097,-0.0040499999999999,17.204,17.6,17.671,17.75,-0.50519,10
2016-06-12 00:24:00,1.3534,-0.53156,122.08,18.803,13.191,19.752,0.01188,0.0353899999999999,-0.0056299999999999,17.193,17.576,17.592,17.665,-0.70165,10
2016-06-12 00:25:00,1.3531,-0.55371,122.1,18.789,13.194,19.75,0.0064,-0.5309,-0.0008099999999999,17.175,17.489,17.523,17.601,-1.0104,10
2016-06-12 00:26:00,1.3531,-0.58693,122.16,18.772,13.192,19.75,0.01042,0.35393,0.00449,17.158,17.447,17.453,17.517,-1.263,10
2016-06-12 00:27:00,1.3537,-0.57586,122.19,18.717,13.192,19.758,0.01115,-0.13272,-0.00348,17.14,17.361,17.346,17.408,-1.5437,10
2016-06-12 00:28:00,1.3542,-0.57586,122.19,18.673,13.191,19.776,0.0076699999999999,-0.1150299999999999,-0.0027799999999999,17.131,17.246,17.32,17.38,-2.2734,10
2016-06-12 00:29:00,1.3537,-0.6201499999999999,122.2,18.628,13.19,19.776,0.00987,-0.0530899999999999,-0.0008099999999999,17.111,17.175,17.209,17.285,-2.6383,10
2016-06-12 00:30:00,1.3534,-0.6312299999999998,122.17,18.602,13.193,19.776,0.0082199999999999,0.26987,0.00012,17.084,17.084,17.158,17.256,-2.7225,10
2016-06-12 00:31:00,1.3534,-0.59801,122.18,18.584,13.191,19.774,0.00365,-0.1681199999999999,0.0037,17.055,17.003,17.055,17.16,-2.7786,10
2016-06-12 00:32:00,1.3539,-0.6533799999999998,122.18,18.558,13.194,19.776,0.00365,0.2875699999999999,-0.00587,17.046,16.953,16.985,17.084,-3.1996,10
2016-06-12 00:33:00,1.3526,-0.6422999999999999,122.16,18.531,13.194,19.782,0.00749,-0.92907,-0.0082199999999999,17.038,16.918,16.883,16.959,-3.3961,10
2016-06-12 00:34:00,1.3531,-0.6755299999999999,122.13,18.489,13.194,19.798,0.01023,0.47338,0.0018799999999999,17.014,16.768,16.875,16.993,-3.34,10
2016-06-12 00:35:00,1.3537,-0.69767,122.13,18.42,13.195,19.8,0.01243,-0.12388,0.0034199999999999,17.001,16.718,16.758,16.851,-2.975,10
2016-06-12 00:36:00,1.3539,-0.71982,122.14,18.364,13.194,19.798,0.01005,0.18139,0.01061,16.958,16.609,16.699,16.789,-2.7786,10
2016-06-12 00:37:00,1.3531,-0.6755299999999999,122.16,18.304,13.194,19.8,0.0060299999999999,-0.39817,-0.00223,16.942,16.61,16.618,16.65,-3.0873,10
2016-06-12 00:38:00,1.3542,-0.76412,122.17,18.245,13.193,19.8,0.00713,-0.1106,-0.0004499999999999,16.914,16.524,16.58,16.582,-3.2557,10
2016-06-12 00:39:00,1.3539,-0.76412,122.2,18.174,13.194,19.8,0.00749,-0.20793,0.00128,16.882,16.467,16.507,16.482,-3.1995,10
