measured_on,ac_power__423,ac_voltage__426,dc_pos_voltage__424,dc_power__422,poa_irradiance__421,system_id
2018-12-26 01:16:00,,121.0,,,,10
2018-12-26 01:23:00,,121.0,,,,10
2018-12-26 04:25:00,,121.0,,,,10
2018-12-26 05:28:00,,122.0,,,,10
2018-12-26 08:28:00,,122.0,,,,10
2018-12-26 08:40:00,,,,534.0,,10
2018-12-26 09:09:00,,123.0,,,,10
2018-12-26 09:14:00,,,,,656.0,10
2018-12-26 09:21:00,,123.0,,,,10
2018-12-26 09:53:00,,123.0,,,,10
2018-12-26 10:58:00,,,198.0,,,10
2018-12-26 11:06:00,870.0,,,1050.0,,10
2018-12-26 11:07:00,,,,1000.0,,10
2018-12-26 11:14:00,,,,1093.0,,10
2018-12-26 11:34:00,,,,1007.0,,10
2018-12-26 11:47:00,,,,1057.0,,10
2018-12-26 11:54:00,,,,1057.0,,10
2018-12-26 12:36:00,,,,939.0,,10
2018-12-26 12:38:00,,,,1008.0,,10
2018-12-26 12:49:00,804.0,,,,,10
2018-12-26 12:53:00,,,244.0,,,10
2018-12-26 13:02:00,,,,,915.0,10
2018-12-26 13:11:00,,,,1034.0,,10
2018-12-26 13:12:00,,124.0,,,,10
2018-12-26 14:04:00,,,,,796.0,10
2018-12-26 15:13:00,,,201.0,,,10
2018-12-26 16:00:00,,,148.0,,,10
2018-12-26 16:41:00,,,,,0.0,10
2018-12-26 16:42:00,,,,,0.0,10
2018-12-26 16:43:00,,,,,0.0,10
2018-12-26 16:44:00,,,,,0.0,10
2018-12-26 16:46:00,,122.0,,,,10
2018-12-26 18:58:00,,122.0,,,,10
2018-12-26 19:01:00,,122.0,,,,10
2018-12-26 21:03:00,,122.0,,,,10
2018-12-26 21:17:00,,122.0,,,,10
2018-12-26 23:42:00,,122.0,,,,10
