measured_on,ac_current__427,ac_power__423,ac_voltage__426,ambient_temp__428,das_battery_voltage__434,das_temp__433,dc_pos_current__425,dc_pos_voltage__424,dc_power__422,inverter_temp__432,module_temp_1__429,module_temp_2__430,module_temp_3__431,system_id
2022-07-14 00:00:00,1.6049,-1.0629,118.55,23.919,13.122,23.634,0.01589,-0.1194299999999999,-0.00124,22.36,21.728,21.866,21.943,10
2022-07-14 00:01:00,1.6057,-1.1183,118.32,23.94,13.123,23.634,0.0137,-0.61485,-0.0081799999999999,22.381,21.734,21.828,21.939,10
2022-07-14 00:02:00,1.6041,-1.0962,118.34,23.94,13.122,23.634,0.01845,-0.24329,-0.00119,22.361,21.745,21.829,21.904,10
2022-07-14 00:03:00,1.6052,-1.0851,118.48,23.951,13.123,23.634,0.01443,-0.3936799999999999,-0.01243,22.362,21.726,21.8,21.893,10
2022-07-14 00:04:00,1.6052,-1.1294,118.72,23.952,13.121,23.634,0.0106,-0.12828,0.0002,22.358,21.703,21.792,21.883,10
2022-07-14 00:05:00,1.6046,-1.1294,118.52,23.957,13.119,23.653,0.02229,-0.4158,-0.00693,22.369,21.664,21.76,21.852,10
2022-07-14 00:06:00,1.6043,-1.0851,118.47,23.935,13.123,23.66,0.02211,0.5086899999999999,0.0045999999999999,22.365,21.654,21.749,21.854,10
2022-07-14 00:07:00,1.6043,-1.0962,118.45,23.968,13.123,23.66,0.0178999999999999,-0.5617699999999999,-0.0040699999999999,22.382,21.674,21.736,21.854,10
2022-07-14 00:08:00,1.6046,-1.1183,118.45,24.009,13.123,23.66,0.0140699999999999,0.28752,0.00595,22.388,21.69,21.758,21.843,10
2022-07-14 00:09:00,1.6052,-1.0962,118.49,24.054,13.122,23.665,0.01973,-0.80506,-0.01538,22.395,21.684,21.738,21.806,10
2022-07-14 00:10:00,1.6052,-1.1294,118.53,24.093,13.122,23.687,0.0191799999999999,-0.57504,-0.01065,22.418,21.637,21.754,21.869,10
2022-07-14 00:11:00,1.6057,-1.1737,118.48,24.141,13.121,23.687,0.019,-0.30079,-0.0061,22.437,21.638,21.759,21.885,10
2022-07-14 00:12:00,1.6055,-1.1072,118.55,24.123,13.123,23.689,0.01644,-0.70774,-0.01476,22.431,21.582,21.668,21.791,10
2022-07-14 00:13:00,1.6049,-1.0297,118.52,24.073,13.122,23.711,0.01882,0.67678,0.01107,22.414,21.53,21.654,21.815,10
2022-07-14 00:14:00,1.6046,-1.0962,118.54,24.007,13.121,23.713,0.01516,0.58389,0.0069899999999999,22.406,21.516,21.62,21.777,10
2022-07-14 00:15:00,1.606,-1.1294,118.66,23.969,13.123,23.718,0.00932,-0.67678,-0.00127,22.411,21.554,21.528,21.63,10
2022-07-14 00:16:00,1.6055,-1.0962,118.86,23.933,13.121,23.733,0.01388,0.48215,0.0047,22.401,21.481,21.493,21.598,10
2022-07-14 00:17:00,1.606,-1.1515,118.6,23.887,13.123,23.74,0.0178999999999999,-0.97315,-0.01827,22.38,21.382,21.452,21.555,10
2022-07-14 00:18:00,1.6055,-1.0851,118.6,23.854,13.121,23.74,0.01991,-0.97315,-0.01989,22.353,21.344,21.412,21.478,10
2022-07-14 00:19:00,1.6057,-1.0851,118.6,23.838,13.121,23.74,0.02211,-1.1324,-0.02457,22.341,21.327,21.345,21.399,10
2022-07-14 00:20:00,1.6046,-1.0519,118.66,23.841,13.124,23.751,0.01425,-1.4995,-0.02016,22.333,21.306,21.352,21.397,10
2022-07-14 00:21:00,1.6049,-1.0297,118.83,23.941,13.122,23.767,0.019,-1.212,-0.02453,22.374,21.376,21.399,21.49,10
2022-07-14 00:22:00,1.6052,-1.1405,118.61,24.043,13.12,23.773,0.0217399999999999,-0.24771,-0.01324,22.386,21.323,21.466,21.573,10
2022-07-14 00:23:00,1.6055,-1.1183,118.51,24.081,13.121,23.791,0.01078,-0.2034799999999999,0.0008099999999999,22.388,21.394,21.456,21.543,10
2022-07-14 00:24:00,1.6049,-1.0851,118.54,24.139,13.12,23.793,0.01297,-0.42907,-0.01485,22.397,21.454,21.477,21.602,10
2022-07-14 00:25:00,1.6057,-1.1072,118.5,24.228,13.121,23.793,0.01425,0.1813599999999999,0.0080099999999999,22.41,21.448,21.49,21.624,10
2022-07-14 00:26:00,1.6055,-1.074,118.52,24.247,13.121,23.807,0.01297,-0.06635,-0.00734,22.424,21.481,21.516,21.652,10
2022-07-14 00:27:00,1.6057,-1.1294,118.44,24.254,13.122,23.82,0.0140699999999999,-0.31849,0.00131,22.424,21.44,21.495,21.636,10
2022-07-14 00:28:00,1.6057,-1.1294,118.34,24.252,13.121,23.82,0.01772,-0.1813599999999999,-0.0077999999999999,22.428,21.467,21.444,21.578,10
2022-07-14 00:29:00,1.6049,-1.0962,118.22,24.249,13.122,23.827,0.01699,-0.31406,-0.0081799999999999,22.425,21.412,21.442,21.595,10
2022-07-14 00:30:00,1.6052,-1.1294,118.4,24.241,13.121,23.844,0.01717,-0.03096,-0.0043499999999999,22.423,21.442,21.448,21.615,10
2022-07-14 00:31:00,1.6057,-1.1183,118.31,24.239,13.12,23.847,0.02521,-0.4379199999999999,-0.00779,22.435,21.41,21.413,21.533,10
