measured_on,ac_power__423,ac_voltage__426,dc_pos_voltage__424,dc_power__422,poa_irradiance__421,system_id
2018-12-07 01:31:00,,121.0,,,,10
2018-12-07 01:45:00,,121.0,,,,10
2018-12-07 01:52:00,,121.0,,,,10
2018-12-07 02:01:00,,121.0,,,,10
2018-12-07 02:31:00,,121.0,,,,10
2018-12-07 03:50:00,,121.0,,,,10
2018-12-07 05:03:00,,121.0,,,,10
2018-12-07 05:24:00,,,0.0,,,10
2018-12-07 06:16:00,,121.0,,,,10
2018-12-07 07:36:00,,,158.0,,,10
2018-12-07 07:48:00,,,158.0,,,10
2018-12-07 08:05:00,,,210.0,,,10
2018-12-07 08:25:00,376.0,,,,,10
2018-12-07 08:37:00,,,,683.0,,10
2018-12-07 09:01:00,,,,730.0,,10
2018-12-07 09:45:00,,124.0,,,,10
2018-12-07 10:42:00,,,,1013.0,,10
2018-12-07 10:44:00,849.0,,,,,10
2018-12-07 10:48:00,,,238.0,,,10
2018-12-07 10:52:00,,,,1030.0,,10
2018-12-07 10:54:00,,,,1034.0,,10
2018-12-07 11:12:00,881.0,,,,,10
2018-12-07 11:19:00,,,,1074.0,,10
2018-12-07 11:20:00,,,,1064.0,,10
2018-12-07 11:25:00,,,,1065.0,,10
2018-12-07 11:32:00,,,,1063.0,,10
2018-12-07 11:42:00,,,,1070.0,,10
2018-12-07 11:44:00,,,,1054.0,,10
2018-12-07 11:47:00,,,,1057.0,,10
2018-12-07 11:50:00,,,,1064.0,,10
2018-12-07 11:53:00,,,,1060.0,,10
2018-12-07 11:57:00,,,,1054.0,,10
2018-12-07 12:04:00,,,,1047.0,,10
2018-12-07 12:09:00,,,,,971.0,10
2018-12-07 12:10:00,859.0,,,,,10
2018-12-07 12:11:00,,,,1018.0,,10
2018-12-07 12:41:00,,,,1006.0,,10
2018-12-07 13:28:00,,,237.0,,,10
2018-12-07 13:57:00,,123.0,,,,10
2018-12-07 14:04:00,,123.0,,,,10
2018-12-07 14:09:00,,123.0,,,,10
2018-12-07 14:27:00,,,,740.0,,10
2018-12-07 15:06:00,,,,,507.0,10
2018-12-07 15:12:00,438.0,,,,,10
2018-12-07 15:54:00,,,,234.0,,10
2018-12-07 16:00:00,,122.0,,,,10
2018-12-07 16:41:00,,,,,0.0,10
2018-12-07 17:11:00,,121.0,,,,10
2018-12-07 17:12:00,,121.0,,,,10
2018-12-07 17:21:00,,121.0,,,,10
2018-12-07 17:31:00,,121.0,,,,10
2018-12-07 20:46:00,,122.0,,,,10
2018-12-07 20:51:00,,122.0,,,,10
2018-12-07 20:56:00,,122.0,,,,10
2018-12-07 22:32:00,,,,0.0,,10
2018-12-07 22:36:00,,122.0,,,,10
