,ac_power_inv_17361_daily_max,ac_power_inv_17361_daily_mean
2023-01-01,0.654,0.24988073394495408
2023-01-02,0.4749999999999999,0.255688679245283
2023-01-03,0.184,0.08414678899082564
2023-01-04,0.166,0.05693577981651372
2023-01-05,0.155,0.0405533980582524
2023-01-06,0.156,0.0642285714285714
2023-01-07,0.105,0.05975728155339802
2023-01-08,0.109,0.05130097087378639
2023-01-09,1.694,0.6662702702702703
2023-01-10,1.645,0.7636160714285714
2023-01-11,1.52,0.4587222222222222
2023-01-12,0.168,0.06328037383177568
2023-01-13,0.126,0.06151428571428569
2023-01-14,1.404,0.4250363636363636
2023-01-15,1.707,0.7133873873873873
2023-01-16,0.123,0.04028440366972473
2023-01-17,0.2429999999999999,0.08980180180180179
2023-01-18,0.268,0.11432407407407405
2023-01-19,0.2829999999999999,0.09619819819819818
2023-01-20,0.3029999999999999,0.1485225225225225
2023-01-21,0.2389999999999999,0.09609259259259256
2023-01-22,0.192,0.05051960784313723
2023-01-23,0.501,0.149359649122807
2023-01-24,1.35,0.3541150442477876
2023-01-25,0.754,0.17745454545454542
2023-01-26,0.115,0.03330841121495325
2023-01-27,0.3029999999999999,0.05358558558558556
2023-01-28,0.1759999999999999,0.06516363636363631
2023-01-29,0.0379999999999999,0.020734693877550992
2023-01-30,0.12,0.04754716981132072
2023-01-31,0.1409999999999999,0.07789215686274509
2023-02-01,0.568,0.2438440366972477
2023-02-02,1.953,0.9710650406504066
2023-02-03,2.08,0.8019999999999999
2023-02-04,1.974,0.9682396694214875
2023-02-05,1.92,1.0247786885245902
2023-02-06,1.662,0.8010708661417323
2023-02-07,1.698,0.501675
2023-02-08,1.811,0.763691056910569
2023-02-09,0.553,0.11098230088495573
2023-02-10,2.022,1.1030238095238094
2023-02-11,2.058,1.114142857142857
2023-02-12,1.989,1.0393515625
2023-02-13,1.923,1.0477265625
2023-02-14,0.383,0.16898360655737701
2023-02-15,0.4159999999999999,0.17020661157024788
2023-02-16,0.1189999999999999,0.05185470085470083
2023-02-17,2.111,0.9224453125
2023-02-18,1.912,0.8488837209302326
2023-02-19,2.012,1.0952403100775194
2023-02-20,2.018,1.0418217054263568
2023-02-21,2.014,0.6446259541984732
2023-02-22,0.109,0.037791666666666626
2023-02-23,0.496,0.22204687499999998
2023-02-24,1.875,0.6797230769230769
2023-02-25,2.139,1.1300373134328356
2023-02-26,2.002,1.0786268656716418
2023-02-27,0.634,0.1665245901639344
2023-02-28,1.983,0.7800223880597015
2023-03-01,2.011,1.019962962962963
2023-03-02,1.116,0.3793712121212121
2023-03-03,0.496,0.16607462686567162
2023-03-04,1.054,0.27822627737226274
2023-03-05,2.026,0.7704222222222222
2023-03-06,1.96,0.4414166666666666
2023-03-07,2.085,0.9493065693430658
2023-03-08,1.382,0.4596470588235294
2023-03-09,0.372,0.1111269841269841
2023-03-10,1.205,0.43423529411764705
2023-03-11,0.956,0.30023529411764704
2023-03-12,1.414,0.33048148148148143
2023-03-13,0.932,0.3654071428571428
2023-03-14,2.166,1.1684685314685315
2023-03-15,1.841,0.7937753623188406
2023-03-16,0.3679999999999999,0.11766412213740456
2023-03-17,2.07,0.9221971830985916
2023-03-18,1.65,0.4969574468085106
2023-03-19,2.25,1.1981088435374148
2023-03-20,2.057,0.8153194444444444
2023-03-21,1.721,0.6977847222222222
2023-03-22,1.778,0.3305185185185185
2023-03-23,1.828,0.43547887323943657
2023-03-24,1.376,0.5883061224489795
2023-03-25,2.105,0.9296462585034013
2023-03-26,2.027,0.6323958333333333
2023-03-27,2.143,1.12452
2023-03-28,2.071,1.0210733333333333
2023-03-29,2.239,1.0704421768707482
2023-03-30,1.732,0.7720208333333333
2023-03-31,1.682,0.33721854304635757
2023-04-01,0.92,0.41700000000000004
2023-04-02,2.211,1.0710980392156861
2023-04-03,1.317,0.36065306122448976
2023-04-04,0.383,0.1444662162162162
2023-04-05,1.725,0.5302466666666666
2023-04-06,2.231,1.165679487179487
2023-04-07,2.072,1.1132
2023-04-08,2.108,1.1046538461538462
2023-04-09,2.063,1.0184487179487178
2023-04-10,2.081,0.9755705128205128
2023-04-11,2.0380000000000003,1.0566178343949044
2023-04-12,2.06,1.0760506329113924
2023-04-13,2.033,1.0314875000000001
2023-04-14,1.956,0.8782919254658386
2023-04-15,1.715,0.7245414012738853
2023-04-16,0.6049999999999999,0.22620394736842103
2023-04-17,1.216,0.442204081632653
2023-04-18,2.109,1.08855625
2023-04-19,1.681,0.4431823899371069
2023-04-20,2.022,0.45731874999999994
2023-04-21,2.145,0.8690496894409938
2023-04-22,1.417,0.43466249999999995
2023-04-23,0.541,0.2794785276073619
2023-04-24,2.179,0.8611840490797545
2023-04-25,1.75,0.5488597560975609
2023-04-26,2.145,1.0677530120481926
2023-04-27,2.07,1.0643413173652694
2023-04-28,1.937,0.97425
2023-04-29,2.015,0.6258292682926829
2023-04-30,0.913,0.3461017964071856
2023-05-01,1.928,0.7156646706586826
2023-05-02,2.122,0.8041987951807228
2023-05-03,2.047,1.0397100591715978
2023-05-04,2.019,1.0375882352941175
2023-05-05,2.047,0.7436407185628743
2023-05-06,1.886,0.6501202531645569
2023-05-07,1.887,1.0395657894736843
2023-05-08,0.661,0.16848214285714283
2023-05-09,1.953,0.8106860465116278
2023-05-10,1.975,1.0009595375722544
2023-05-11,1.935,0.9566104651162791
2023-05-12,0.757,0.27215976331360947
2023-05-13,1.751,0.6258023255813953
2023-05-14,0.5979999999999999,0.16346511627906973
2023-05-15,1.94,0.8985542857142856
2023-05-16,2.039,0.989206896551724
2023-05-17,1.705,0.8505999999999999
2023-05-18,1.591,0.8123908045977011
2023-05-19,1.816,0.9175813953488371
2023-05-20,2.03,1.0175819209039547
2023-05-21,1.96,0.9904662921348314
2023-05-22,1.938,0.9277005649717515
2023-05-23,1.815,0.9277584269662921
2023-05-24,1.864,0.9445681818181818
2023-05-25,2.009,0.9417679558011051
2023-05-26,1.954,1.0083258426966293
2023-05-27,1.981,0.9605384615384615
2023-05-28,1.759,0.8304325842696629
2023-05-29,1.979,0.8576871508379889
2023-05-30,1.896,0.7692722222222221
2023-05-31,1.834,0.65555
2023-06-01,1.775,0.6172057142857142
2023-06-02,1.776,0.7041460674157303
2023-06-03,1.828,0.909431693989071
2023-06-04,1.746,0.8664444444444445
2023-06-05,2.154,0.8415833333333332
2023-06-06,1.547,0.45971270718232043
2023-06-07,1.862,0.9473277777777778
2023-06-08,1.935,0.972065934065934
2023-06-09,1.892,0.9222404371584698
2023-06-10,1.682,0.7768563535911601
2023-06-11,0.4289999999999999,0.19704469273743014
2023-06-12,1.983,0.8802375690607736
2023-06-13,1.836,0.6684514285714286
2023-06-14,1.767,0.8373149171270718
2023-06-15,1.466,0.7270722222222221
2023-06-16,1.853,0.8648571428571429
2023-06-17,1.773,0.9096833333333333
2023-06-18,1.87,0.7690607734806629
2023-06-19,1.767,0.8915792349726775
2023-06-20,1.832,0.9120652173913043
2023-06-21,1.875,0.8393186813186814
2023-06-22,1.819,0.8522076502732241
2023-06-23,1.81,0.7273333333333334
2023-06-24,1.81,0.883585635359116
2023-06-25,1.573,0.500775956284153
2023-06-26,1.174,0.4070486486486486
2023-06-27,1.472,0.7654309392265194
2023-06-28,1.625,0.6885604395604396
2023-06-29,1.195,0.3420491803278688
2023-06-30,1.521,0.4624153005464481
2023-07-01,1.121,0.37920903954802254
2023-07-02,1.257,0.33891573033707867
2023-07-03,1.881,0.8957679558011049
2023-07-04,1.875,0.8517734806629834
2023-07-05,1.817,0.5717790055248618
2023-07-06,1.882,0.8795164835164835
2023-07-07,1.877,0.7871602209944751
2023-07-08,1.909,0.8205337078651685
2023-07-09,1.917,0.8807292817679558
2023-07-10,1.917,0.9618397790055248
2023-07-11,1.866,0.8198813559322033
2023-07-12,1.576,0.39168208092485546
2023-07-13,2.016,0.7528735632183908
2023-07-14,1.866,0.791826815642458
2023-07-15,1.726,0.7962011173184358
2023-07-16,1.598,0.8327657142857143
2023-07-17,1.9,0.9481629213483146
2023-07-18,1.863,0.9433370786516854
2023-07-19,1.918,0.8733736263736264
2023-07-20,1.914,0.9244525139664804
2023-07-21,1.743,0.8278876404494382
2023-07-22,1.794,0.849215909090909
2023-07-23,1.756,0.9007085714285714
2023-07-24,1.712,0.8568806818181819
2023-07-25,1.79,0.9230231213872832
2023-07-26,1.788,0.6787005649717514
2023-07-27,1.821,0.8114514285714285
