,ac_power_inv_17361_daily_max,ac_power_inv_17361_daily_mean
2023-07-28,1.805,0.8870235294117647
2023-07-29,1.825,0.70488
2023-07-30,1.936,0.9295397727272726
2023-07-31,1.882,0.8221453488372092
2023-08-01,1.792,0.8547167630057803
2023-08-02,1.726,0.5329885057471264
2023-08-03,1.935,0.7255892857142857
2023-08-04,1.847,0.813313953488372
2023-08-05,1.696,0.5602048192771084
2023-08-06,1.634,0.5715059523809524
2023-08-07,1.995,0.7906549707602339
2023-08-08,1.823,0.6475502958579882
2023-08-09,0.5889999999999999,0.24740462427745663
2023-08-10,1.913,0.6524166666666666
2023-08-11,2.005,0.8187682119205298
2023-08-12,1.88,0.9637278106508876
2023-08-13,0.637,0.298660606060606
2023-08-14,1.823,0.1942893081761006
2023-08-15,1.922,0.9461867469879518
2023-08-16,1.94,0.9960727272727273
2023-08-17,2.012,0.9968742138364779
2023-08-18,1.939,0.9107650602409637
2023-08-19,1.887,0.9180963855421687
2023-08-20,1.809,0.8215246913580246
2023-08-21,1.755,0.8476060606060606
2023-08-22,1.79,0.8851411042944785
2023-08-23,1.784,0.9067791411042945
2023-08-24,1.78,0.9147080745341615
2023-08-25,1.716,0.778223602484472
2023-08-26,1.665,0.3840759493670886
2023-08-27,1.838,0.8218271604938271
2023-08-28,1.829,0.9514936708860758
2023-08-29,1.778,0.7881772151898734
2023-08-30,1.957,1.0241012658227848
2023-08-31,1.921,0.9897750000000001
2023-09-01,1.92,1.0506490066225165
2023-09-02,1.905,0.962923566878981
2023-09-03,1.91,0.9953949044585987
2023-09-04,1.836,0.7150372340425531
2023-09-05,1.92,0.6228774193548386
2023-09-06,1.332,0.28964788732394364
2023-09-07,1.536,0.4028
2023-09-08,0.576,0.23559782608695648
2023-09-09,1.848,0.9817105263157895
2023-09-10,1.872,0.8017808219178082
2023-09-11,0.504,0.14097959183673467
2023-09-12,1.884,0.7556721311475411
2023-09-13,2.016,0.8512
2023-09-14,1.872,1.00576
2023-09-15,1.92,0.9824489795918366
2023-09-16,1.5,0.536923076923077
2023-09-17,1.908,0.7164489795918367
2023-09-18,1.884,0.9075918367346939
2023-09-19,1.014,0.3155111111111111
2023-09-20,1.308,0.6045547445255475
2023-09-21,1.152,0.3245106382978723
2023-09-22,1.392,0.30855319148936167
2023-09-23,1.8,0.8915244755244756
2023-09-24,1.62,0.7002553191489361
2023-09-25,1.764,0.6068936170212766
2023-09-26,1.728,0.5300719424460432
2023-09-27,1.956,0.5507555555555556
2023-09-28,1.176,0.427063829787234
2023-09-29,1.872,0.9081702127659574
2023-09-30,1.728,0.9208510638297872
2023-10-01,1.764,0.9500425531914893
2023-10-02,1.776,0.9439148936170212
2023-10-03,1.788,0.6934666666666667
2023-10-04,1.704,0.5821313868613138
2023-10-05,1.824,0.8702222222222222
2023-10-06,1.932,0.40177777777777773
2023-10-07,1.992,0.9251555555555555
2023-10-08,1.632,0.5618181818181818
2023-10-09,2.112,0.9214598540145985
2023-10-10,1.908,1.029782608695652
2023-10-11,1.776,0.4282758620689655
2023-10-12,0.8639999999999999,0.20131764705882352
2023-10-13,0.252,0.042610778443113735
2023-10-14,0.3479999999999999,0.14939534883720926
2023-10-15,1.92,0.6504888888888889
2023-10-16,1.908,0.9785454545454546
2023-10-17,1.848,0.9533731343283581
2023-10-18,1.692,0.5366666666666666
2023-10-19,1.692,0.391104
2023-10-20,1.896,0.6861818181818182
2023-10-21,1.824,0.9854883720930232
2023-10-22,1.848,0.6986440677966101
2023-10-23,1.764,0.85903125
2023-10-24,1.716,0.5573863636363636
2023-10-25,0.156,0.05324999999999998
2023-10-26,0.504,0.14172413793103447
2023-10-27,0.312,0.10396721311475407
2023-10-28,1.884,0.5017109826589595
2023-10-29,0.3479999999999999,0.0955739644970414
2023-10-30,1.884,0.7416685714285715
2023-10-31,0.672,0.194688
2023-11-01,1.536,0.5455609756097561
2023-11-02,1.836,0.9119024390243903
2023-11-03,0.696,0.23389999999999994
2023-11-04,1.668,0.8789268292682927
2023-11-05,1.734,0.6977
2023-11-06,1.716,0.7172
2023-11-07,1.608,0.6375
2023-11-08,0.216,0.0774444444444444
2023-11-09,1.836,0.6441521739130435
2023-11-10,0.996,0.18051891891891889
2023-11-11,1.788,0.828
2023-11-12,1.764,0.9572999999999999
2023-11-13,1.74,0.9536470588235294
2023-11-14,1.8,0.9642
2023-11-15,1.62,0.9621111111111111
2023-11-16,1.584,0.5377435897435897
2023-11-17,1.788,0.9594871794871795
2023-11-18,1.728,0.9307692307692307
2023-11-19,1.692,0.48742541436464093
2023-11-20,0.876,0.26933333333333326
2023-11-21,0.468,0.19308108108108105
2023-11-22,1.788,0.9243302752293577
2023-11-23,1.776,0.9092068965517242
2023-11-24,1.416,0.6483214285714285
2023-11-25,1.656,0.4372960893854748
2023-11-26,0.0359999999999999,0.015599999999999992
2023-11-27,0.156,0.0801290322580645
2023-11-28,0.444,0.20154838709677414
2023-11-29,1.752,0.8235555555555556
2023-11-30,1.632,0.7332972972972973
2023-12-01,0.504,0.08684210526315786
2023-12-02,0.192,0.054788571428571416
2023-12-03,0.396,0.0859310344827586
2023-12-04,0.264,0.07020689655172413
