measured_on,ac_current__427,ac_power__423,ac_voltage__426,ambient_temp__428,das_battery_voltage__434,das_temp__433,dc_pos_current__425,dc_pos_voltage__424,dc_power__422,inverter_temp__432,module_temp_1__429,module_temp_2__430,module_temp_3__431,poa_irradiance__421,system_id
2017-12-22 00:00:00,1.3543,-1.221,121.39,-10.183,13.929,-8.572699999999998,-0.0761899999999999,-0.08425,0.00317,-11.655,-11.322,-11.246,-11.425,-2.1856,10
2017-12-22 00:01:00,1.3549,-1.2321,121.45,-10.26,13.933,-8.581699999999998,-0.0743599999999999,0.0975599999999999,-0.0068399999999999,-11.665,-11.299,-11.274,-11.45,-2.4623,10
2017-12-22 00:02:00,1.3543,-1.221,121.47,-10.296,13.932,-8.5799,-0.07527,-0.18625,0.01745,-11.669,-11.312,-11.276,-11.461,-2.324,10
2017-12-22 00:03:00,1.3557,-1.2099,121.42,-10.312,13.93,-8.5908,-0.0712499999999999,0.40353,-0.0265199999999999,-11.684,-11.308,-11.299,-11.484,-2.1303,10
2017-12-22 00:04:00,1.3549,-1.2654,121.41,-10.446,13.933,-8.5998,-0.08022,-0.1419,0.0065599999999999,-11.7,-11.382,-11.312,-11.488,-2.3517,10
2017-12-22 00:05:00,1.3549,-1.1655,121.42,-10.618,13.932,-8.606999999999998,-0.07381,0.4656199999999999,-0.0368599999999999,-11.708,-11.34,-11.343,-11.532,-2.5176,10
2017-12-22 00:06:00,1.3549,-1.2432,121.41,-10.696,13.932,-8.601599999999998,-0.07784,0.4168399999999999,-0.0299099999999999,-11.726,-11.373,-11.343,-11.535,-2.6283,10
2017-12-22 00:07:00,1.356,-1.1655,121.42,-10.665,13.933,-8.6052,-0.07802,0.0088699999999999,-0.00564,-11.747,-11.307,-11.329,-11.576,-2.6006,10
2017-12-22 00:08:00,1.3552,-1.221,121.38,-10.575,13.933,-8.6034,-0.08297,0.0044299999999999,0.0025999999999999,-11.748,-11.287,-11.301,-11.561,-2.656,10
2017-12-22 00:09:00,1.3546,-1.2432,121.37,-10.398,13.932,-8.6052,-0.07234,0.0177399999999999,-0.0025899999999999,-11.753,-11.343,-11.3,-11.536,-2.656,10
2017-12-22 00:10:00,1.3546,-1.2654,121.35,-10.259,13.932,-8.6178,-0.0741799999999999,0.11086,-0.0115099999999999,-11.76,-11.29,-11.325,-11.557,-2.656,10
2017-12-22 00:11:00,1.3549,-1.2099,121.36,-10.214,13.93,-8.6232,-0.07509,0.4656199999999999,-0.03654,-11.791,-11.4,-11.315,-11.515,-2.6007,10
2017-12-22 00:12:00,1.3552,-1.2432,121.38,-10.189,13.931,-8.6232,-0.0714299999999999,0.05321,-0.0054299999999999,-11.796,-11.421,-11.351,-11.559,-2.6284,10
2017-12-22 00:13:00,1.3554,-1.1766,121.36,-10.211,13.933,-8.626799999999998,-0.0741799999999999,-0.05321,0.00513,-11.818,-11.422,-11.378,-11.57,-2.4624,10
2017-12-22 00:14:00,1.3557,-1.1766,121.39,-10.159,13.933,-8.635899999999998,-0.0728899999999999,0.69177,-0.05484,-11.822,-11.409,-11.349,-11.53,-2.2687,10
2017-12-22 00:15:00,1.3554,-1.221,121.4,-10.264,13.933,-8.6485,-0.0760099999999999,0.05765,-0.00364,-11.822,-11.453,-11.396,-11.576,-2.1304,10
2017-12-22 00:16:00,1.3549,-1.1988,121.38,-10.383,13.932,-8.6485,-0.07326,0.03104,-0.00393,-11.809,-11.372,-11.405,-11.61,-2.0197,10
2017-12-22 00:17:00,1.3543,-1.2321,121.16,-10.298,13.933,-8.6449,-0.0772899999999999,-0.76273,0.0624299999999999,-11.793,-11.47,-11.35,-11.527,-1.9921,10
2017-12-22 00:18:00,1.3549,-1.2321,121.1,-10.191,13.932,-8.6485,-0.0708799999999999,0.7893299999999999,-0.0604299999999999,-11.78,-11.326,-11.361,-11.56,-2.0197,10
2017-12-22 00:19:00,1.3546,-1.2432,121.11,-9.9413,13.933,-8.6629,-0.07234,-0.81594,0.0592299999999999,-11.747,-11.339,-11.309,-11.523,-1.9921,10
2017-12-22 00:20:00,1.3554,-1.2543,121.09,-9.674600000000002,13.93,-8.670199999999998,-0.06923,0.35476,-0.0211299999999999,-11.733,-11.26,-11.274,-11.472,-1.9644,10
2017-12-22 00:21:00,1.3557,-1.2543,121.11,-9.4073,13.933,-8.6665,-0.0716099999999999,-0.47449,0.03092,-11.71,-11.326,-11.153,-11.3,-1.7154,10
2017-12-22 00:22:00,1.3543,-1.2099,121.13,-9.1082,13.932,-8.670199999999998,-0.07216,0.27937,-0.01545,-11.695,-11.15,-11.072,-11.203,-1.4664,10
2017-12-22 00:23:00,1.3546,-1.2099,121.17,-8.7942,13.933,-8.689999999999998,-0.07656,0.23946,-0.02085,-11.682,-11.104,-10.995,-11.105,-1.4387,10
2017-12-22 00:24:00,1.3538,-1.2432,121.12,-8.5835,13.933,-8.6918,-0.0743599999999999,-0.40797,0.0287099999999999,-11.637,-10.957,-11.008,-11.146,-1.8537,10
2017-12-22 00:25:00,1.3568,-1.1655,121.18,-8.4302,13.934,-8.6918,-0.0772899999999999,-0.90019,0.0727099999999999,-11.608,-11.008,-10.884,-10.994,-1.9643,10
2017-12-22 00:26:00,1.3552,-1.2099,121.15,-8.2911,13.934,-8.6882,-0.0803999999999999,0.93567,-0.07566,-11.563,-10.925,-10.83,-10.892,-2.0197,10
2017-12-22 00:27:00,1.3543,-1.2432,121.1,-8.167799999999998,13.933,-8.6882,-0.07784,-0.12416,0.01277,-11.537,-10.946,-10.765,-10.799,-2.0197,10
2017-12-22 00:28:00,1.3552,-1.2321,121.8,-8.0158,13.932,-8.6973,-0.0685,-0.66073,0.04567,-11.499,-10.836,-10.815,-10.891,-2.0196,10
2017-12-22 00:29:00,1.3557,-1.1655,121.98,-8.2557,13.933,-8.7009,-0.0694099999999999,0.98001,-0.06672,-11.513,-10.955,-10.904,-10.916,-2.2133,10
2017-12-22 00:30:00,1.3535,-1.2321,121.91,-8.5522,13.931,-8.7153,-0.07839,-0.72725,0.0555399999999999,-11.529,-10.976,-10.965,-11.024,-2.5176,10
2017-12-22 00:31:00,1.3552,-1.1766,121.9,-8.8461,13.933,-8.709899999999998,-0.0694099999999999,0.0931199999999999,-0.0074999999999999,-11.529,-11.003,-10.979,-11.052,-2.6283,10
2017-12-22 00:32:00,1.3552,-1.2432,121.92,-9.0517,13.933,-8.709899999999998,-0.0714299999999999,0.0931199999999999,-0.0029099999999999,-11.537,-11.04,-10.974,-11.035,-2.656,10
