measured_on,ac_power__423,ac_voltage__426,dc_pos_voltage__424,dc_power__422,module_temp_3__431,poa_irradiance__421,system_id
2018-12-12 00:24:00,,122.0,,,,,10
2018-12-12 04:41:00,,,0.0,,,,10
2018-12-12 05:39:00,,121.0,,,,,10
2018-12-12 07:32:00,,,,,,181.0,10
2018-12-12 07:54:00,,,213.0,,,,10
2018-12-12 08:35:00,,,,96.0,,,10
2018-12-12 08:44:00,,,213.0,,,,10
2018-12-12 08:49:00,,122.0,,,,,10
2018-12-12 08:53:00,,,209.0,,,,10
2018-12-12 08:58:00,138.0,,,,,,10
2018-12-12 09:01:00,153.0,,,,,,10
2018-12-12 09:48:00,,123.0,,,,,10
2018-12-12 09:50:00,,,,430.0,,,10
2018-12-12 10:05:00,,,239.0,,,,10
2018-12-12 10:12:00,,,,,20.0,,10
2018-12-12 10:36:00,,,,,,921.0,10
2018-12-12 12:03:00,,,,1066.0,,,10
2018-12-12 12:04:00,,,,1012.0,,,10
2018-12-12 12:05:00,,,222.0,,,,10
2018-12-12 12:22:00,,,216.0,,,,10
2018-12-12 12:35:00,,,,935.0,,866.0,10
2018-12-12 13:10:00,,,226.0,,,,10
2018-12-12 14:11:00,,122.0,,,,,10
2018-12-12 14:29:00,26.0,,,,,,10
2018-12-12 16:44:00,,121.0,,,,,10
2018-12-12 17:27:00,,121.0,,,,,10
2018-12-12 17:32:00,,121.0,,,,,10
2018-12-12 17:46:00,,121.0,,,,,10
2018-12-12 20:35:00,,122.0,,,,,10
2018-12-12 20:52:00,,122.0,,,,,10
2018-12-12 21:40:00,,122.0,,,,,10
2018-12-12 23:54:00,,122.0,,,,,10
