,ac_power_inv_17361_daily_max,ac_power_inv_17361_daily_mean
2021-12-04,1.566,0.531
2021-12-05,0.049,0.020727272727272695
2021-12-06,1.843,1.0031696428571428
2021-12-07,0.572,0.2327181818181818
2021-12-08,1.712,0.9430909090909091
2021-12-09,0.5869999999999999,0.1846545454545454
2021-12-10,1.473,0.35385576923076917
2021-12-11,1.868,0.9163027522935779
2021-12-12,1.714,0.8706160714285714
2021-12-13,1.726,0.7356339285714286
2021-12-14,1.025,0.2914434782608695
2021-12-15,0.881,0.2641619047619047
2021-12-16,1.765,0.834072072072072
2021-12-17,1.709,0.8226126126126126
2021-12-18,1.666,0.6217383177570093
2021-12-19,1.645,0.7891140350877194
2021-12-20,1.685,0.8434196428571428
2021-12-21,1.497,0.6594732142857141
2021-12-22,1.742,0.6274070796460176
2021-12-23,0.929,0.43228181818181816
2021-12-24,0.12,0.059592592592592565
2021-12-25,1.696,0.9773428571428571
2021-12-26,1.677,0.37911009174311927
2021-12-27,0.5969999999999999,0.17248148148148146
2021-12-28,0.023,0.007475728155339784
2021-12-29,1.661,0.4671296296296296
2021-12-30,0.3479999999999999,0.13658715596330273
2021-12-31,0.323,0.15879245283018864
