measured_on,ac_current__427,ac_power__423,ac_voltage__426,ambient_temp__428,das_battery_voltage__434,das_temp__433,dc_pos_current__425,dc_pos_voltage__424,dc_power__422,inverter_temp__432,module_temp_1__429,module_temp_2__430,module_temp_3__431,system_id
2022-06-03 00:00:00,1.65,-1.6289,117.7,12.331,13.313,14.442,-0.00201,0.394,0.0001499999999999,11.907,10.48,10.612,10.856,10
2022-06-03 00:01:00,1.6525,-1.6179,117.73,12.395,13.313,14.42,-0.01152,0.27004,-0.00314,11.917,10.541,10.603,10.834,10
2022-06-03 00:02:00,1.65,-1.5846,117.48,12.424,13.312,14.401,-0.0087799999999999,-0.96508,0.0051,11.919,10.545,10.578,10.766,10
2022-06-03 00:03:00,1.6522,-1.5292,117.54,12.424,13.313,14.387,-0.01243,-0.0885399999999999,0.0043699999999999,11.91,10.447,10.585,10.809,10
2022-06-03 00:04:00,1.6511,-1.6622,117.49,12.425,13.312,14.376,-0.01152,0.14609,0.00205,11.911,10.489,10.566,10.765,10
2022-06-03 00:05:00,1.6492,-1.5846,117.57,12.451,13.313,14.357,-0.0107899999999999,-0.0974,-0.00305,11.885,10.496,10.529,10.715,10
2022-06-03 00:06:00,1.6503,-1.6068,117.84,12.499,13.314,14.339,-0.0095099999999999,-0.6773299999999999,0.0020999999999999,11.908,10.44,10.556,10.705,10
2022-06-03 00:07:00,1.6514,-1.7065,117.8,12.514,13.313,14.326,-0.01243,0.4781199999999999,-0.0079399999999999,11.926,10.458,10.536,10.7,10
2022-06-03 00:08:00,1.6503,-1.5846,117.82,12.53,13.315,14.31,-0.0117,-0.89868,0.0119,11.91,10.444,10.522,10.669,10
2022-06-03 00:09:00,1.6498,-1.64,117.85,12.507,13.316,14.31,-0.0060299999999999,0.21692,-0.00468,11.883,10.399,10.514,10.704,10
2022-06-03 00:10:00,1.6506,-1.5846,117.88,12.477,13.316,14.286,-0.00841,-0.11953,0.0025,11.841,10.312,10.466,10.666,10
2022-06-03 00:11:00,1.6498,-1.5846,117.92,12.452,13.315,14.266,-0.0095099999999999,0.819,-0.0064999999999999,11.789,10.216,10.388,10.625,10
2022-06-03 00:12:00,1.6514,-1.5292,117.97,12.398,13.316,14.253,-0.0138999999999999,1.0581,-0.01459,11.738,10.13,10.354,10.561,10
2022-06-03 00:13:00,1.6517,-1.5625,117.93,12.283,13.316,14.227,-0.0053,-0.62421,0.00305,11.708,10.181,10.323,10.409,10
2022-06-03 00:14:00,1.6511,-1.5071,117.89,12.094,13.317,14.221,-0.01097,0.2479099999999999,-0.0043,11.68,10.126,10.229,10.32,10
2022-06-03 00:15:00,1.6517,-1.3519,118.03,11.971,13.315,14.21,-0.0107899999999999,-0.0885399999999999,-0.00287,11.645,10.02,10.124,10.209,10
2022-06-03 00:16:00,1.6523,-1.363,118.36,11.888,13.318,14.192,-0.01719,0.28776,-0.00266,11.591,9.940600000000002,10.067,10.141,10
2022-06-03 00:17:00,1.6531,-1.3187,118.39,11.834,13.317,14.174,-0.0106,0.36302,-0.00446,11.556,9.9396,10.001,10.074,10
2022-06-03 00:18:00,1.652,-1.4073,118.41,11.775,13.316,14.155,-0.01572,0.0929699999999999,-0.0050299999999999,11.518,9.8798,9.9914,10.063,10
2022-06-03 00:19:00,1.6512,-1.363,118.4,11.72,13.319,14.139,-0.00457,-0.20807,0.0067799999999999,11.483,9.8407,9.9586,10.109,10
2022-06-03 00:20:00,1.6517,-1.363,118.44,11.726,13.318,14.133,-0.01115,0.1505199999999999,0.0043499999999999,11.46,9.8045,9.937,10.099,10
2022-06-03 00:21:00,1.652,-1.3076,118.5,11.746,13.32,14.12,-0.0117,0.8721299999999998,-0.012,11.421,9.8068,9.924,10.093,10
2022-06-03 00:22:00,1.652,-1.3187,118.5,11.795,13.318,14.106,-0.01335,0.92083,-0.01201,11.385,9.7682,9.9279,10.129,10
2022-06-03 00:23:00,1.6525,-1.3741,118.54,11.857,13.318,14.089,-0.01225,-1.1289,0.01341,11.391,9.7488,9.9518,10.092,10
2022-06-03 00:24:00,1.6517,-1.3409,118.49,12.0,13.318,14.076,-0.00421,0.4825499999999999,-0.0034499999999999,11.37,9.6975,9.9807,10.16,10
2022-06-03 00:25:00,1.6512,-1.4074,118.47,12.098,13.321,14.054,-0.0181,-0.5622399999999999,0.0089499999999999,11.365,9.759,9.9096,10.067,10
2022-06-03 00:26:00,1.6514,-1.4074,118.5,12.151,13.32,14.038,-0.0202999999999999,-0.03099,0.00247,11.34,9.7291,9.8741,10.042,10
2022-06-03 00:27:00,1.6523,-1.3741,118.5,12.139,13.32,14.027,-0.01097,0.0044299999999999,0.0003699999999999,11.319,9.66,9.8533,10.032,10
2022-06-03 00:28:00,1.6512,-1.4074,118.54,12.078,13.321,14.019,-0.0069499999999999,0.18151,-0.00562,11.298,9.6392,9.801,9.9496,10
2022-06-03 00:29:00,1.652,-1.2744,118.56,11.974,13.323,14.001,-0.01097,0.3364599999999999,-0.00215,11.254,9.5495,9.7337,9.89,10
2022-06-03 00:30:00,1.6517,-1.3963,118.54,11.78,13.322,13.979,-0.01463,-0.11953,-0.00545,11.227,9.4979,9.6948,9.7917,10
2022-06-03 00:31:00,1.6517,-1.3741,118.55,11.553,13.323,13.966,-0.00713,-0.13281,-0.00317,11.192,9.4961,9.6461,9.7166,10
2022-06-03 00:32:00,1.652,-1.4184,118.55,11.402,13.322,13.957,-0.0053,-0.36745,0.00106,11.169,9.4897,9.6292,9.7004,10
2022-06-03 00:33:00,1.6523,-1.3409,118.57,11.371,13.323,13.952,-0.01408,-0.3276,0.00173,11.157,9.5127,9.6446,9.727,10
