measured_on,ac_power__423,ac_voltage__426,dc_pos_voltage__424,dc_power__422,poa_irradiance__421,system_id
2019-01-24 06:57:00,,,,,0.0,10
2019-01-24 07:00:00,,,,,0.0,10
2019-01-24 07:01:00,,,,,0.0,10
2019-01-24 08:01:00,,,119.0,,,10
2019-01-24 09:12:00,,,140.0,,,10
2019-01-24 10:16:00,,,158.0,,,10
2019-01-24 10:29:00,,122.0,,,,10
2019-01-24 10:38:00,,122.0,,,,10
2019-01-24 11:51:00,,122.0,,,,10
2019-01-24 11:53:00,,,,,110.0,10
2019-01-24 12:38:00,276.0,,,,,10
2019-01-24 12:50:00,,,,697.0,,10
2019-01-24 13:13:00,669.0,,,,,10
2019-01-24 13:20:00,,,,,527.0,10
2019-01-24 13:21:00,390.0,,,,,10
2019-01-24 13:26:00,,,232.0,,,10
2019-01-24 13:50:00,,,,,1085.0,10
2019-01-24 14:00:00,,,,,1079.0,10
2019-01-24 14:20:00,,,,,1008.0,10
2019-01-24 14:28:00,,,,,1026.0,10
2019-01-24 14:47:00,,,241.0,,,10
2019-01-24 14:51:00,,,239.0,825.0,,10
2019-01-24 15:02:00,,,,,898.0,10
2019-01-24 15:21:00,593.0,,,,,10
2019-01-24 16:09:00,,,,351.0,,10
