measured_on,ac_current__427,ac_power__423,ac_voltage__426,ambient_temp__428,das_battery_voltage__434,das_temp__433,dc_pos_current__425,dc_pos_voltage__424,dc_power__422,inverter_temp__432,module_temp_1__429,module_temp_2__430,module_temp_3__431,poa_irradiance__421,system_id
2010-05-25 00:00:00,0.1575999999999999,-0.2089999999999999,122.93,6.3593,13.608,8.518,-0.0137,-0.9052,0.0124,-99999.0,3.4673,13.702,-99999.0,-14.668,10
2010-05-25 00:01:00,0.1567999999999999,-0.198,122.93,6.4545,13.608,8.5076,-0.014,-0.9623,0.0135,-99999.0,3.4897,13.667,-99999.0,-14.668,10
2010-05-25 00:02:00,0.1562,-0.22,122.94,6.5553,13.608,8.5023,-0.0142,0.7558,-0.0102,-99999.0,3.4803,13.684,-99999.0,-14.668,10
2010-05-25 00:03:00,0.1579,-0.1759999999999999,122.94,6.6765,13.61,8.484899999999998,-0.0148,-0.791,0.0109999999999999,-99999.0,3.4284,13.679,-99999.0,-14.668,10
2010-05-25 00:04:00,0.1579,-0.198,122.97,6.8114,13.611,8.467499999999998,-0.0148,0.5756,-0.008,-99999.0,3.38,13.637,-99999.0,-14.668,10
2010-05-25 00:05:00,0.1592,-0.253,122.92,6.9242,13.61,8.460599999999998,-0.0161,0.2899999999999999,-0.0047,-99999.0,3.4339,13.591,-99999.0,-14.668,10
2010-05-25 00:06:00,0.1584,-0.2089999999999999,122.98,6.9764,13.61,8.4449,-0.0145,-0.5184999999999998,0.0071999999999999,-99999.0,3.4231,13.57,-99999.0,-14.668,10
2010-05-25 00:07:00,0.1587,-0.2089999999999999,123.0,7.0056,13.612,8.4449,-0.0142,-0.9931,0.0135999999999999,-99999.0,3.4518,13.506,-99999.0,-14.64,10
2010-05-25 00:08:00,0.1587,-0.231,123.04,6.9929,13.611,8.4275,-0.0152999999999999,-0.9052,0.0134,-99999.0,3.4799,13.445,-99999.0,-14.612,10
2010-05-25 00:09:00,0.1592,-0.198,123.11,7.0847,13.612,8.404899999999998,-0.0145,-1.3402,0.0196999999999999,-99999.0,3.4527,13.36,-99999.0,-14.307,10
2010-05-25 00:10:00,0.1580999999999999,-0.1759999999999999,123.07,7.0155,13.614,8.392699999999998,-0.0148,-1.0195,0.0152,-99999.0,3.4376,13.324,-99999.0,-13.779,10
2010-05-25 00:11:00,0.1600999999999999,-0.2089999999999999,123.05,6.9638,13.615,8.3718,-0.0159,-0.5493,0.0091,-99999.0,3.4719,13.275,-99999.0,-13.446,10
2010-05-25 00:12:00,0.159,-0.154,123.11,6.9547,13.614,8.3613,-0.0148,-1.1249,0.0161999999999999,-99999.0,3.4649,13.281,-99999.0,-13.335,10
2010-05-25 00:13:00,0.1584,-0.2089999999999999,123.07,7.0153,13.615,8.3457,-0.0151,-0.8480999999999999,0.0132,-99999.0,3.4688,13.236,-99999.0,-13.335,10
2010-05-25 00:14:00,0.159,-0.2089999999999999,123.02,7.0598,13.619,8.331799999999998,-0.0152999999999999,-0.1802,0.0023,-99999.0,3.5991,13.175,-99999.0,-13.335,10
2010-05-25 00:15:00,0.1592,-0.198,122.99,7.0701,13.616,8.3109,-0.0151,0.3383999999999999,-0.0051,-99999.0,3.5641,13.149,-99999.0,-13.251,10
2010-05-25 00:16:00,0.1579,-0.264,122.98,7.0982,13.618,8.297,-0.0159,-0.6371999999999999,0.0104,-99999.0,3.5276,13.126,-99999.0,-13.279,10
2010-05-25 00:17:00,0.1584,-0.2419999999999999,123.01,7.1133,13.617,8.2778,-0.0164,-1.0063,0.0165,-99999.0,3.5791,13.044,-99999.0,-13.168,10
2010-05-25 00:18:00,0.1579,-0.275,122.96,7.2088,13.619,8.2709,-0.0161,-0.6943,0.0118,-99999.0,3.7185,12.939,-99999.0,-13.112,10
2010-05-25 00:19:00,0.1587,-0.187,122.97,7.4549,13.621,8.2535,-0.0152999999999999,-0.8745,0.0128,-99999.0,3.9685,12.733,-99999.0,-13.307,10
2010-05-25 00:20:00,0.1587,-0.1759999999999999,122.98,7.7165,13.617,8.2361,-0.0142,0.1537999999999999,-0.0023,-99999.0,4.2086,12.469,-99999.0,-13.279,10
2010-05-25 00:21:00,0.159,-0.198,122.95,7.856099999999999,13.618,8.217,-0.0155999999999999,-0.2636999999999999,0.0037,-99999.0,4.2306,12.332,-99999.0,-13.335,10
2010-05-25 00:22:00,0.1580999999999999,-0.198,123.06,7.847299999999999,13.618,8.196099999999998,-0.0148,-1.1952,0.0177,-99999.0,4.1599,12.291,-99999.0,-13.335,10
2010-05-25 00:23:00,0.1584,-0.187,123.02,7.809,13.619,8.1822,-0.0148,-0.5581,0.0083999999999999,-99999.0,4.1991,12.249,-99999.0,-13.335,10
2010-05-25 00:24:00,0.1587,-0.198,123.04,7.7238,13.619,8.1736,-0.0148,-0.0791,0.0005,-99999.0,4.2364,12.177,-99999.0,-13.307,10
2010-05-25 00:25:00,0.1587,-0.2089999999999999,123.07,7.6993,13.619,8.1544,-0.0152999999999999,-0.0219999999999999,0.001,-99999.0,4.257,12.101,-99999.0,-13.335,10
2010-05-25 00:26:00,0.1595,-0.22,123.05,7.895699999999999,13.619,8.133599999999998,-0.0151,-0.3032,0.0045999999999999,-99999.0,4.3634,11.923,-99999.0,-13.196,10
2010-05-25 00:27:00,0.1575999999999999,-0.22,123.06,7.940699999999999,13.621,8.121399999999998,-0.014,0.4834,-0.0066,-99999.0,4.3504,11.875,-99999.0,-13.085,10
2010-05-25 00:28:00,0.1587,-0.198,123.11,7.916,13.621,8.111,-0.0151,1.1161,-0.0164,-99999.0,4.4015,11.84,-99999.0,-12.752,10
2010-05-25 00:29:00,0.1592,-0.198,123.13,7.9695,13.621,8.1006,-0.0155999999999999,-0.5932,0.0089999999999999,-99999.0,4.4882,11.751,-99999.0,-12.807,10
2010-05-25 00:30:00,0.1592,-0.187,123.1,8.0729,13.621,8.0867,-0.0145,0.6064,-0.0083999999999999,-99999.0,4.44,11.717,-99999.0,-12.89,10
2010-05-25 00:31:00,0.1584,-0.2089999999999999,123.11,8.130499999999998,13.62,8.0693,-0.0155999999999999,0.2944,-0.0045999999999999,-99999.0,4.568,11.594,-99999.0,-13.113,10
2010-05-25 00:32:00,0.159,-0.22,123.05,8.159499999999998,13.62,8.0537,-0.0159,0.0614999999999999,-0.0005,-99999.0,4.6642,11.466,-99999.0,-13.085,10
