measured_on,ac_power__423,ac_voltage__426,dc_pos_voltage__424,dc_power__422,poa_irradiance__421,system_id
2019-02-18 00:42:00,,,,,0.0,10
2019-02-18 01:11:00,,,,,0.0,10
2019-02-18 01:25:00,,122.0,,,,10
2019-02-18 01:28:00,,,,,0.0,10
2019-02-18 01:29:00,,,,,0.0,10
2019-02-18 01:30:00,,,,,0.0,10
2019-02-18 01:32:00,,,,,0.0,10
2019-02-18 01:35:00,,,,,0.0,10
2019-02-18 01:37:00,,,,,0.0,10
2019-02-18 01:40:00,,122.0,,,,10
2019-02-18 01:45:00,,,,,0.0,10
2019-02-18 01:46:00,,,,,0.0,10
2019-02-18 01:50:00,,122.0,,,0.0,10
2019-02-18 02:05:00,,,,,0.0,10
2019-02-18 02:06:00,,,,,0.0,10
2019-02-18 02:14:00,,,,,0.0,10
2019-02-18 02:21:00,,,,,0.0,10
2019-02-18 02:25:00,,,,,0.0,10
2019-02-18 02:33:00,,,,,0.0,10
2019-02-18 02:34:00,,122.0,,,,10
2019-02-18 02:36:00,,,,,0.0,10
2019-02-18 02:38:00,,,,,0.0,10
2019-02-18 02:42:00,,,,,0.0,10
2019-02-18 02:50:00,,,,,0.0,10
2019-02-18 02:51:00,,,,,0.0,10
2019-02-18 02:53:00,,,,,0.0,10
2019-02-18 03:01:00,,,,,0.0,10
2019-02-18 03:02:00,,,,,0.0,10
2019-02-18 03:09:00,,,,,0.0,10
2019-02-18 03:24:00,,,,,0.0,10
2019-02-18 03:25:00,,,,,0.0,10
2019-02-18 03:27:00,,,,,0.0,10
2019-02-18 04:33:00,,121.0,,,,10
2019-02-18 05:01:00,,121.0,,,,10
2019-02-18 05:24:00,,,,,0.0,10
2019-02-18 05:26:00,,,,,0.0,10
2019-02-18 05:36:00,,,,,0.0,10
2019-02-18 05:37:00,,,,,0.0,10
2019-02-18 05:38:00,,,,,0.0,10
2019-02-18 05:39:00,,,,,0.0,10
2019-02-18 05:40:00,,,,,0.0,10
2019-02-18 05:41:00,,,,,0.0,10
2019-02-18 05:42:00,,,,,0.0,10
2019-02-18 05:56:00,,,,,0.0,10
2019-02-18 05:57:00,,,,,0.0,10
2019-02-18 05:59:00,,,,,0.0,10
2019-02-18 06:00:00,,,,,0.0,10
2019-02-18 06:01:00,,,,,0.0,10
2019-02-18 06:02:00,,,,,0.0,10
2019-02-18 06:03:00,,,,,0.0,10
2019-02-18 06:04:00,,,,,0.0,10
2019-02-18 06:05:00,,,,,0.0,10
2019-02-18 06:06:00,,,,,0.0,10
2019-02-18 06:07:00,,,,,0.0,10
2019-02-18 06:08:00,,,,,0.0,10
2019-02-18 06:09:00,,,,,0.0,10
2019-02-18 06:10:00,,,,,0.0,10
2019-02-18 06:12:00,,,,,0.0,10
2019-02-18 06:13:00,,,,,0.0,10
2019-02-18 06:14:00,,,,,0.0,10
2019-02-18 06:15:00,,,,,0.0,10
2019-02-18 06:16:00,,,,,0.0,10
2019-02-18 06:17:00,,,,,0.0,10
2019-02-18 06:18:00,,,,,0.0,10
2019-02-18 06:19:00,,,,,0.0,10
2019-02-18 06:20:00,,,,,0.0,10
2019-02-18 06:21:00,,,,,0.0,10
2019-02-18 06:22:00,,,,,0.0,10
2019-02-18 06:24:00,,,,,0.0,10
2019-02-18 06:27:00,,,,,0.0,10
2019-02-18 06:28:00,,,,,0.0,10
2019-02-18 06:30:00,,,,,0.0,10
2019-02-18 06:31:00,,,,,0.0,10
2019-02-18 06:32:00,,,,,0.0,10
2019-02-18 06:33:00,,,,,0.0,10
2019-02-18 06:34:00,,,,,0.0,10
2019-02-18 06:35:00,,,,,0.0,10
2019-02-18 06:36:00,,,,,0.0,10
2019-02-18 06:37:00,,,,,0.0,10
2019-02-18 09:35:00,185.0,,,,,10
2019-02-18 09:46:00,217.0,,,,,10
2019-02-18 09:53:00,,,,,1029.0,10
2019-02-18 10:03:00,,,,,1120.0,10
2019-02-18 10:14:00,,,,,736.0,10
2019-02-18 10:44:00,,,,,1264.0,10
2019-02-18 10:50:00,1053.0,,,,,10
2019-02-18 10:51:00,,,254.0,,,10
2019-02-18 10:54:00,,,,,1214.0,10
2019-02-18 11:07:00,,,,1302.0,,10
2019-02-18 11:08:00,1050.0,,,1259.0,1394.0,10
2019-02-18 11:33:00,,,242.0,,,10
2019-02-18 11:35:00,893.0,,,,,10
2019-02-18 11:44:00,,,,,1069.0,10
2019-02-18 11:46:00,,,,1439.0,,10
2019-02-18 12:39:00,,,,,509.0,10
2019-02-18 13:31:00,,,250.0,,,10
2019-02-18 13:52:00,,,241.0,,,10
2019-02-18 14:00:00,292.0,,,,,10
2019-02-18 14:01:00,277.0,,,,,10
2019-02-18 14:19:00,157.0,,,,,10
2019-02-18 14:28:00,,,244.0,,,10
2019-02-18 15:21:00,,,,,218.0,10
2019-02-18 15:29:00,,,,260.0,,10
2019-02-18 16:33:00,,,240.0,,,10
2019-02-18 16:36:00,,,239.0,,,10
2019-02-18 18:47:00,,121.0,,,,10
2019-02-18 22:22:00,,122.0,,,,10
2019-02-18 23:53:00,,122.0,,,,10
