measured_on,ac_power__423,ac_voltage__426,dc_pos_voltage__424,dc_power__422,module_temp_1__429,poa_irradiance__421,system_id
2019-02-08 01:26:00,,122.0,,,,,10
2019-02-08 01:30:00,,122.0,,,,,10
2019-02-08 01:43:00,,122.0,,,,,10
2019-02-08 04:50:00,,,0.0,,,,10
2019-02-08 05:20:00,,,0.0,,,,10
2019-02-08 06:10:00,,122.0,,,,,10
2019-02-08 06:27:00,,122.0,,,,,10
2019-02-08 06:58:00,,122.0,,,,,10
2019-02-08 07:17:00,,,131.0,,,,10
2019-02-08 07:58:00,,,,,,106.0,10
2019-02-08 08:34:00,,121.0,,,,,10
2019-02-08 09:50:00,,,202.0,,,,10
2019-02-08 10:18:00,,,,,,585.0,10
2019-02-08 10:51:00,149.0,,,,,,10
2019-02-08 11:24:00,561.0,,,,,,10
2019-02-08 11:26:00,,,,,29.0,,10
2019-02-08 11:29:00,,,,,,1113.0,10
2019-02-08 11:32:00,,,,,,1086.0,10
2019-02-08 12:07:00,,,,1103.0,,,10
2019-02-08 12:11:00,,,,,,1141.0,10
2019-02-08 12:13:00,,,,,,1192.0,10
2019-02-08 12:18:00,,,,1155.0,,,10
2019-02-08 12:23:00,,,,,,1198.0,10
2019-02-08 12:36:00,,,,1194.0,,,10
2019-02-08 12:43:00,,,,1216.0,,,10
2019-02-08 12:46:00,,,,,,1178.0,10
2019-02-08 12:50:00,,,,1220.0,,,10
2019-02-08 12:52:00,,,,,,1169.0,10
2019-02-08 12:56:00,,,,,,1184.0,10
2019-02-08 12:58:00,,,,1249.0,,,10
2019-02-08 13:07:00,,,,,,1160.0,10
2019-02-08 13:09:00,,,,1206.0,,,10
2019-02-08 13:13:00,,,,1202.0,,,10
2019-02-08 13:14:00,,,,1215.0,,,10
2019-02-08 13:15:00,1004.0,,,,,,10
2019-02-08 13:24:00,,,,1202.0,,,10
2019-02-08 13:27:00,,,,,,1092.0,10
2019-02-08 13:31:00,982.0,,,,,,10
2019-02-08 13:36:00,,,,,,1083.0,10
2019-02-08 13:38:00,,,,1165.0,,,10
2019-02-08 13:41:00,,,,,,1069.0,10
2019-02-08 13:47:00,,,,,,1055.0,10
2019-02-08 13:49:00,,,,1135.0,,,10
2019-02-08 14:06:00,888.0,,,,,,10
2019-02-08 14:08:00,,,,1059.0,,,10
2019-02-08 14:10:00,,,234.0,,,,10
2019-02-08 14:11:00,,,,1055.0,,,10
2019-02-08 14:19:00,,,,1033.0,,,10
2019-02-08 14:26:00,,,,1000.0,,,10
2019-02-08 14:27:00,,,,1002.0,,,10
2019-02-08 14:56:00,,,240.0,,,,10
2019-02-08 15:00:00,729.0,,,,,,10
2019-02-08 15:11:00,,,,,,752.0,10
2019-02-08 15:30:00,,,,,,672.0,10
2019-02-08 16:06:00,,,,,,494.0,10
2019-02-08 16:26:00,,,,402.0,,,10
2019-02-08 16:33:00,,123.0,,,,,10
2019-02-08 16:36:00,,,251.0,,,,10
2019-02-08 18:09:00,,121.0,,,,,10
2019-02-08 20:28:00,,122.0,,,,,10
2019-02-08 20:43:00,,122.0,,,,,10
2019-02-08 20:44:00,,122.0,,,,,10
2019-02-08 22:21:00,,122.0,,,,,10
2019-02-08 22:23:00,,122.0,,,,,10
2019-02-08 22:27:00,,,,,,0.0,10
2019-02-08 23:56:00,,,0.0,,,,10
